dl::XingZH05 4497591::Shrivastava ::Syntactic ::Lipyeow ::designed 
ZhangCMS97::Across 914846::Inferring ::742 ::Signature ::Ludscher 
15310357abs::AtzeniMM97 Updating::Bernedo ::Haibing ::Pseudo ::Quasi 
Jae::778 Erich::Two ::Raschid ::22850680abs ::4497495 
Daniela::CruzALRZ97 395::4497489 ::297 ::Compact ::Leonid 
4497559::Stahl98 972::Fukuda ::Lim ::Grid ::28 
93::KasneciSIRW08 511::Manikutty ::P046 ::Chandel ::Felber 
KanoulasDXZ06::KashimaTINHEF05 4497438::872 ::Kasthurirangan ::Mirek ::Join 
Assuring::914829 About::Privately ::Indrakshi ::BlumrichLADFS94 ::COLR 
ImielinskiB94::Kwok Crawling::Protecting ::Clients ::Selinger ::Graphical 
PETRANET::1497 Hristidis::Wiederhold93 ::Approaches ::22850155abs ::Stocker 
WangLPAM06::BryCDFOS05 ssd::Chawathe ::574 ::title ::Pryakhin 
Tiong::JigyasuBBCDMT06 Labels::isci ::P220 ::SiL96 ::oodbs 
End::4497582 Rich::15310327 ::Qiong ::QiaoIAA06 ::Gautam 
395::1126 Wu::Shmueli ::LiSR92 ::Bayardo ::BargaLW02 
Out::DeWittG92 349::Equi ::22850353 ::Semi ::ShalemB08 
Flooding::88 T::Lam ::Panagos ::Houtan ::1572 
Flattening::bdbms YanOZ08::Connectivity ::Stop ::Annotation ::Nrvg 
Gionis::22850853abs Tanin::Early ::22850518abs ::187 ::165 
Perego::Marzouk pldi::Fabio ::Das ::22850816abs ::Kumar 
1627::418 WuK05::KamathAGM96 ::Taniguchi ::Redbrick ::Lavelle 
Alan::FukudaMMT96 Patrick::Sattler ::563 ::CandanPS96 ::Airoldi 
2001::DeshpandeH08 Chatziantoniou::RiTE ::22850159 ::For ::Bruce 
LiedesW06::Philip or::Strategies ::Bossi ::536 ::Bestavros 
Manfred::Gill Abstract::Freeston95 ::44 ::297 ::130 
Spreadsheet::JinGJA06 TuckerM02::663 ::McKenna ::Miss ::Lucian 
307::HullY90 debu::1370 ::Benatallah ::15310697abs ::XingZH05 
102::Array Sachindra::Imai ::Length ::Vijayalakshmi ::MobiQual 
Protecting::Exactly 298::Anthony ::Accuracy ::Ammar ::Lomet 
952::Vishal Fosca::331 ::Jenkin ::LiSDKG01 ::Aristides 
Leymann95::Generato Wavelet::1348 ::Temporal ::261 ::CasatiDS01 
DB::BittonMT89 ManjhiSDO05::Felber ::Sandra ::Gemulla ::22850668abs 
CareyL91::1467 AlexanderR06::Recovery ::YipCN05 ::1591 ::DayDIKG95 
Sizes::Flesca Lucian::Timothy ::Wilhite ::Rivka ::Vikram 
CasanovaFP84::Distribution Bukhres::1373 ::QuassWGHLMNRRAUW96 ::Junglee ::Ives 
CormodeKMS05::Demonstration 13::GoldsteinRS98 ::Sedmidubsk ::FAST ::Right 
jodl::Blakeley External::Hao ::4497567 ::Ursino ::LuVA08 
Crime::471 489::Value ::22850186abs ::PiatetskyF91 ::MOLAP 
Eberhardt::Emeki Disease::Savasere ::495 ::Conscious ::4497634 
180::TrombettaB06 Masatoshi::KapitskaiaTV97 ::Quantiles ::TaninHS05 ::Computations 
Yasushi::Expression MohanPL92::Power ::Dina ::Unsafe ::638 
Hardware::Warehouse BestPeer::Pipelining ::Clean ::Zhanhuai ::66 
Panel::BohmPS06 595::Autonomy ::integration ::ReSF06 ::Songyun 
914818::22851098 Web::ZhouP08 ::Tryfonopoulos ::Mostafa ::Jermaine 
Warping::Mapping Anja::Gone ::200 ::MannilaT97 ::Operator 
Lossy::EderL95 1102::Bosworth01 ::Haejoong ::HammerST05 ::WRAP 
106::Durmaz 401::4497398 ::Yasushi ::AgrawalCD02 ::SPEX 
Manipulation::Rosenthal Optimizer::EvdokimovFG06 ::SmithC96 ::MED ::Xiaochun 
Benatallah::Frequent SlidingWindow::Extensions ::Stratos ::P069 ::Definition 
494::HeZC05 Presence::Expression ::Assessment ::Hao ::Scripting 
Serializability::Subramanian LuoNE02::Cherniack ::LuoJHYW06 ::4497608 ::640 
BouganimFV96::BlumrichLADFS94 Congjun::jiis ::Aggarwal ::15310339 ::GawlickK85 
Oguchi::h 4497408::Classification ::RastogiS98 ::4497589 ::Davide 
15310212abs::Kraus Antal::Tamir ::ife ::Idea ::Jignesh 
22850415abs::Mover Challenges::Blakeley96 ::Keijzer ::Antonio ::Andrzej 
ChrysanthisR94::4497437 XiongA06::Kun ::FerlezFLMG08 ::Shapes ::814 
505::Qin Bajpai::GreifSW86 ::kim95 ::Jrgen ::862 
Zeiss::914853 AggarwalY98::Clark ::Koloniari ::Yipu ::KiferKS92 
Dimitris::Ramesh 1169::Cheung ::Its ::GeorgiadisKCNS08 ::Mohan90 
BhideCGGMPRRS08::ZhouOT05 Madhyastha::1580 ::Cai ::Annotator ::Stefano 
Taming::mm Davey::317 ::Ryan ::constrained ::22850619abs 
Tarik::Isolation QoS::OLAP ::Naphtali ::KreveldO91 ::Xu 
Weber::DesphandeGMH05 1619::51 ::15310117abs ::Cross ::Bugra 
297::1120 Abiteboul::Snapshots ::992 ::PetitTBK96 ::Hoare69 
TRMeister::Raghav Huiming::Queries ::Le ::Machanavajjhala ::RemiasSZS97 
ColbyGLMT96::Cost 165::Providing ::Labels ::Terms ::Tuples 
SeshadriLR94::Toward 1349::Transportation ::4497572 ::Analytical ::Extensions 
Weifeng::1091 Author::470 ::114 ::914827 ::Eike 
22850680abs::Hector 154::4497483 ::Guided ::XQuery ::Ailamaki 
Information::Chih EllisGR91::4497433 ::ds ::295 ::Latent 
DIPBench::914816 331::533 ::126 ::Shifting ::272 
1354::P182 Level::Intermittently ::HardwickSRM97 ::ICDE ::dpds 
Obermair::AlonsoAAKGM96 Shegalov::Triggers ::Helmer ::Discovery ::Progressive 
ChiuehP05::EstanN06 294::MengLWG02 ::Expensive ::P588 ::Hongjun 
Fetching::Kihong Shen::258 ::Gounaris ::dbpl ::ShengHL06 
AgrawalJKL06::517 Fegaras::742 ::Chong ::Propagation ::Cooper 
Weifeng::AITVS Son::Keith ::Gummadi ::EmekciAAG06 ::under 
micro::PHASME 4497474::Suhre ::Johnson ::Supratim ::Amol 
299::Exactly Automating::914868 ::Yueguo ::Per ::Jin 
Keijzer::672 DBMSs::JigyasuBBCDMT06 ::1580 ::Carson ::Willy 
10010173abs::DengSXL06 914852::Selinger ::Ester ::Heterogeneous ::Structured 
650::MannilaTV94 Feher::Latency ::ECA ::MOLAP ::WolfsonXYC06 
Earl::Fegaras08 Suman::Growth ::1345 ::X06c ::Using 
Tanin::22850384abs GuhaK02::Lomet98 ::107 ::Cloaked ::BlakeleyLT86 
Lola::4497439 Are::Telcordia ::359 ::YiN05 ::Fegaras08 
Logan::914814 HeS06::ArocenaM98 ::AxPRE ::Yongluan ::Condensed 
Sherkat::Hellerstein Maps::CaiHH08 ::Jiawei ::Arie ::Flavio 
MaddenF02::Unlinkable Tung::MorsePG06 ::4497577 ::FernandezFKLS97 ::ReichertRKD05 
Hiroshi::Array Rathakrishnan::Telle ::LangOS96 ::15310345abs ::500 
Paradigms::ph Cattell94::Leymann ::Plans ::Science ::ChengYDYW08 
P294::Jun Datasets::4497550 ::Omran ::Commit ::HellersteinKP97 
Complete::4497449 P466::45 ::Lomet ::DengDRZ08 ::Correlated 
Henk::AtzeniCB05 icde2005::Collection ::Spiros ::4497405 ::ManjhiSDO05 
Torp::15310337 Santos::Reynold ::Direct ::Sentiment ::YangW01 
Blocks::599 Guohong::Gone ::270 ::Bugra ::Sueda 
4497421::AcharyaFZ96 1547::DescribeX ::695 ::JaberV06 ::Papakonstantinou 
Bamieh::Chair Indrakshi::Clusters ::Zou ::412 ::Transcoding 
Lynch83::Javeed Back::914861 ::Orphan ::185 ::Torben 
BilkeN05::JensenSS94 Languages::Goel ::Kashani ::Braumandl ::266 
Leung01::Clustered SheuW06::Franklin ::HuangG01 ::22851141 ::1540 
MohanLO86::Guy 18::Aranyak ::Minji ::GawlickK85 ::Goldin06 
294::BohlenBJ98 Cao::4497564 ::FlicknerSAHDGHLPSY95 ::Hacigms ::4497565 
Clustering::BouganimFPV01 for::Thresholds ::Fixed ::Load ::KanagalD08 
Mourad96::565 Guan::Xiangdong ::RAIDs ::1591 ::4497534 
Tony::HiWaRPP 577::15310267 ::DesphandeGMH05 ::ChenHY96 ::Proxies 
Bowman::Nodira Nambiar::DUP ::Demonstration ::FernandezFLS97 ::AbiteboulHV95 
PietzuchLSRWS06::ChenC08 Akinde::Summarizing ::Nguer ::4497531 ::18 
Arbitrary::1506 Huaiyu::1436 ::923 ::Byron ::Wenfei 
475::Lipyeow ROL::1379 ::Containing ::Gryz ::McKenna 
22851137abs::Tolerant TokOLAB02::Execution ::Vaisman ::Ellis ::Leymann95 
22850386abs::ElmeleegyOE08 Madlmayr::ChenSZ05 ::236 ::Hierarchical ::Kumaran 
4497581::15310269 Messaging::259 ::NeumannHM05 ::187 ::CormodeMZ06 
Schroeder::Kapantaidakis Fischmann::549 ::4497513 ::672 ::Reviewers 
57::1438 5::Cart ::Alan ::4497403 ::Gill 
Wlodek::Across 841::Raghu ::OGormanAA02 ::AHYDS ::Early 
912::Asl zsu::Fuh ::Morzy93 ::Netz ::Lucian 
Tetsuya::Archetypes Relational::Welch84 ::Yang ::4497601 ::1394 
Cui::RabinovichBGLMM98 WhangKW94::15310488 ::15310483 ::4497626 ::Navigation 
P302::Yang er::Chaum85 ::Iwen ::Pipelining ::Space 
Dimensions::BittonMT89 Harold::Scrutinizing ::Rinku ::X05s ::15310005abs 
R::Sedmidubsk Jiang::Growth ::Varadarajan ::Cliques ::Snodgrass95 
Art::Extracted SECONDO::Pandis ::GutingAABDHHST05 ::Major ::Heinlein01 
209::wi Ivan::Taming ::Dessloch ::882 ::Compiler 
923::Aboulnaga SuleimanCF98::ConsensRV08 ::4497556 ::XSEED ::DeWittFMV90 
Sikka::15310345abs Kanamori::46 ::DasCWAS08 ::525 ::Yanif 
Data::ChenSZ05 Trees::Serializability ::ChengXPS05 ::Yong ::Neel 
628::Meisen RamanSQRDKNS08::Ives ::Tamer ::BernsteinN96 ::Stratis 
Raghavan::15310272 CareyDN93::ConQueSt ::1132 ::Miled ::Roller 
Malkemus::ChangM88 IBM::XingZH05 ::Ariel ::Mahesh ::1397 
952::Officers KoloniariP08::good ::HwangCZ08 ::Ramesh ::Discriminative 
Tamir::Jeonghee Automated::Andreas ::fayyadPSU96 ::Manocha ::GhinitaTK08 
555::Suppression Coherency::130 ::4497608 ::Graham ::1627 
Density::FranklinZTCD92 Kutsch::Hyun ::4497529 ::EvdokimovFG06 ::Giannotti 
P108::QShuffler Lan::future ::Directions ::SunPF05 ::Borkar 
914875::Vikram Signal::365 ::2005 ::GraefeM93 ::Divesh 
Leung01::Denny P486::1491 ::Sudipto ::Synopses ::AgrawalS96 
790::Transcoding COUNT::Judice ::AslandoganTYZR97 ::PadmanabhanAMJ01 ::Muhammed 
Kanagal::Neighbors 1507::953 ::Cameron ::Hasan ::Plans 
Elfeky::878 4497404::Beng ::Zeeshan ::Natix ::15310331 
ChenDYR08::Rao Domain::P086 ::Partitioning ::231 ::Fukuda 
1378::Hiroyuki Vetle::4497450 ::Oguchi ::1095 ::zden 
Chang82::Yee SilbersteinBY06::Miss ::1319 ::cj ::Krkkinen 
15310017abs::471 ArbitraryWindows::Dinh ::Outsourcing ::Statistics ::1507 
Inventing::Athena Baihua::1528 ::303 ::Crawling ::Molina 
A::asplos Amza::Spatiotemporal ::Bamieh ::Databases ::Incremental 
Zimmermann::purpose 22850916abs::Smriti ::577 ::SistlaWCD97 ::362 
Operators::Directly 320::Wynne ::Justin ::Malaika ::Has 
Yin::Felber Vaupel::COUNT ::Klaus ::LindsayMP87 ::Henrich96 
4497438::Zeldin GutingAABDHHST05::Fault ::Siberski ::ORDBMS ::Message 
Buffering::4497545 1084::GyllstromADI08 ::Justin ::496 ::1003 
ArbitraryWindows::892 Donald::internet ::Idea ::Tanin ::Beyer 
Main::Antoshenkov93 Shiroh::Mario ::379 ::4497407 ::Hakan 
Full::ATM 13::Region ::15310309abs ::Fatih ::Melanie 
SinhaWWSS08::4497474 730::Harchol ::Yasin ::4497560 ::SistlaY96 
Verifying::15310453 Rule::Clean ::1417 ::Xiaofang ::Matching 
Singh::Cliques Tyrone::Integration ::Herlihy90 ::Optimizing ::4497471 
SchroederHINW06::4497630 15310141abs::276 ::4497483 ::MannilaT97 ::Hailong 
HadjieleftheriouCKS08::Jim Places::Ip ::Sensing ::Store ::Mikkel 
74::htm SilbersteinBY06::Rhm ::Decoupled ::on ::Graham 
Krmer::15310271 Nodira::Replica ::Obermeier ::Nakamura ::Bart 
253::Ning SeshadriLR97::Reordering ::Maruyama ::Meisen ::15310103abs 
Interpretation::154 BentleyF79::Naughton ::Partnership ::Halevy ::RaoLLPS01 
Baker::22850357 Plans::Delta ::Shape ::Nicola ::Fetching 
Qiang::Mitchell Client::Denzel ::Lyublena ::Wombacher ::Franklin 
Jhingran::Barton HanFWCGKLLRSXZ96::compgeom ::ChiuehB08 ::Dessloch ::UNIT 
JinZLWS06::QPipe KashimaTINHEF05::the ::LometT95 ::Ada ::Labeling 
Ashraf::Voronkov AgrawalIS93::Maher ::bit ::Fathima ::Leskovec 
22851073abs::Mikhail Xie::KriegelHS91 ::Wynne ::WuXTL06 ::Aduri 
369::Alper Operator::cs ::Kulik ::1518 ::914873 
Frdric::KoudasS97 483::GabberK98 ::Fast ::Information ::258 
ChandelNS06::260 4497467::KhalifaJPWKS02 ::Integrating ::SNAP ::Mehrotra 
Ferri::512 Evaggelia::GuptaJM96 ::YiuM06 ::Algorithms ::Denzel02 
Strength::Hao HullY90::15310053abs ::914844 ::Tzi ::783 
Toon::Directions Kam::NgOT02 ::within ::DeFazio ::Draper01 
15310117abs::Siva Xiaoxin::804 ::Naacke ::Campi ::NakamuraE02 
4497546::Ray jacm::Mathew ::765 ::Xiaodan ::EltabakhEA06 
Composition::SchroederHIN06 Three::Clean ::Chita ::micro ::at 
Jansen::BreitenederGT92 1477::4497553 ::Amol ::Grouping ::22851137abs 
Clusters::Nan 4497477::d ::Shanmugasundaram ::1442 ::FlicknerSAHDGHLPSY95 
Shao::Products HeS06::156 ::661 ::Never ::RooholaminiC95 
SmithS96::Harizopoulos Vivek::507 ::Checkpoint ::SteenhagenBB96 ::963 
Convoy::Hongyan Added::Kha ::456 ::4497473 ::Retrieval 
767::ChakravarthyM94 Mudumbai::Tree ::ShatdalN93 ::Under ::Kobayashi 
GrabsBS01::Mumtaz Christian::XCluster ::Viglas ::Collaboration ::4497615 
Satkin::Expiration Volker::Mihai ::BakalovT08 ::Mladenic ::Network 
Peter::Bowman Chandel::299 ::SaveRF ::OLE ::Grosky 
Henrich96::Packets 1460::Colby ::LuoNEW05 ::PoosalaIHS96 ::1584 
Compressing::1525 Facet::22851148abs ::Anastasios ::SnodgrassA86 ::Nimrod 
Ouzzani::Daxin Goh::their ::Sideways ::Imperatives ::Marcelo 
Mutsumi::878 Palopoli::22850193abs ::Chowdary ::Rao ::Gsta 
Referential::4497576 pods::P014 ::All ::Hao ::GutingZC89 
Melnik::578 Graham::ChristophidesACS94 ::Warehouses ::CarterBZ91 ::225 
Wilson::P458 557::1473 ::d ::306 ::J 
CareyHSACFFLNPTWW95::JadavSCB95 Michle::SrivastavaL88 ::Zhewei ::Maya ::Hideo 
1277::Reachability Matrix::Hong ::Clean ::TirthapuraA05 ::28 
Fernandes::Angel Structures::22851113 ::TolaniH02 ::from ::617 
Newton::Charging Vaithyanathan::Nikos ::Jansen ::OgleS95 ::Objective 
View::Naphtali Kaname::PapakonstantinouGW95 ::Tuning ::1100 ::Attacks 
Deepak::SchekPSW90 150::Lan ::422 ::Shu ::tse 
Type::KaushikSBG02 5::Kanad ::LangOS96 ::Cocci ::DeFazio 
Hiroshi::KriegelHS91 Aoying::1384 ::CandanPS96 ::org ::Interaction 
Naumann::Documents Spiros::SuWL06 ::354 ::Martin ::Volumes 
4497416::BerchtoldKK96 4497501::Trees ::Melanie ::ChenD97 ::GraefeM93 
Nicola::User Rate::1179 ::LiLH06 ::SeegerK90 ::Constant 
Weber::Duplicates FaloutsosL95::116 ::Anonymizing ::4497582 ::Neighbors 
BachFGHHHJS96::Balazinska P126::Reiss ::69 ::1083 ::Selectivity 
Ryvkina::Wesley P201::JainDG08 ::Developing ::1348 ::Vakali 
Kenneth::Clients 22851109abs::Johannes ::AssentWMS08 ::Piatetsky91 ::4497452 
MAPLE::Engineering Repairable::Wenliang ::Weifeng ::Hakan ::Ke 
1430::Peters Communication::Batched ::1492 ::Bryan ::15310093abs 
Csar::CoT Sobulo::BernsteinGWRR81 ::Vilhuber ::Jiefeng ::Partitioning 
Toman96::405 Xingquan::Memoriam ::Generato ::Storing ::BunemanNTW95 
Driven::Gen Prasad::666 ::WidomC96 ::Horng ::211 
Yap::Sullivan96 Aggregates::Pinto ::Summaries ::Anne ::AlomariCFR08 
323::Jr Achieving::Simoudis ::Ke ::Salem ::1363 
Chiew::YiuMK08 Hartmut::Chiusano ::Yuen ::Moerkotte ::CruzALRZ97 
27::Shifting DescribeX::CocciTDS08 ::Dai ::Netz ::Scene 
LeuteneggerEL97::Chatziantoniou ChaudhuriW06::Hai ::Alink ::Patel ::92 
1536::P178 Kee::Friendly ::Seltzsam ::AgrawalS94 ::Soo91 
22850949abs::YangP08 MoerkotteN08::22850576 ::Marian ::Ho ::Jagannath 
Mirek::1219 Unlinkable::XingZH05 ::Provisioning ::P2P ::Statistics 
DarFJST96::Maya Hong::Bugra ::Sparse ::JohnsonK84 ::Ranked 
Monitoring::Yamini 15310270::Spreadsheet ::Sonny ::FaloutsosK94 ::Expiration 
Vagelis::914842 Fault::162 ::1500 ::Sakellariou ::Common 
Integrating::Program Anirban::Kazuhito ::MamoulisCYC06 ::ZouC08 ::Publish 
Rau::Barzan Shepherd::Shen ::Shamkant ::Qingchun ::Yu 
Dimensions::Serialization Friedman::Busatto ::MAFIA ::22850576 ::Joxan 
SinghMSPHNC08::Added 551::Henrich96 ::Sudarshan ::Regulation ::Collaboration 
WangLFY02::IBM OGormanAA02::Terms ::Yap ::Xuedong ::HullY90 
AcharyaAFZ95::Whose HuangSW94::CareyDNAGS97 ::Rogers ::MDL ::22850357 
Sideways::Jagadish91 DB2::Ashutosh ::Pessimist ::in ::Kifer 
Chen::ZhangAO05 15310383abs::Prasad ::Barga ::PatonDWCDJ93 ::UDB 
Enumeration::Mohan96 Linkage::Sketch ::Unsafe ::Accessibility ::Rudra 
Measuring::Generalized LeymannR97::Telcordia ::P446 ::Ioana ::cikm 
CatarciCS94::Meisen Group87::icml ::AgrawalJKL06 ::granularity ::Moss 
MIC::Mediator Lars::EsterKX95 ::22850865abs ::Exponentially ::Commutative 
Earth::Kitagawa Bonnet::Charuta ::476 ::Tam ::15310001 
Vrhovnik::Ponnekanti Wilhite::GalpinBJFP08 ::IndexFabric ::4497442 ::OSSM 
dimensional::Crowley 741::Seltzer ::Intra ::HeinzKRS08 ::Rao 
Publishing::Patricia SIREN::IvanovaKN08 ::ChenR94a ::BehrG05 ::TataFS06 
4497537::10010173abs 532::Yk ::1003 ::Co ::Zhuge 
Gsta::Languages WRAP::577 ::SNAP ::OguchiK02 ::Forms 
GawlickK85::Adjoined Accuracy::Ryo ::Characterizing ::82 ::Friedman 
4497601::Itemset Samuel::1318 ::Bloom70 ::56 ::HouleS05 
RamamrithamSSTX96::914863 Joon::Meichun ::FranklinC92 ::650 ::Declustering 
Haibing::Amarjeet Jeong::Support ::Rajaraman ::742 ::Harchol 
Hallett::Counting Computer::Seshadri01 ::Campen ::Dilys ::WolfsonXYC06 
Ugur::Antijoin business::Hongyan ::1001 ::22850742abs ::FerlezFLMG08 
PiatetskyF91::MIC Fabio::PathakCG08 ::CareyHSACFFLNPTWW95 ::1518 ::4497434 
HutfleszSW88::icdt Sankaranarayanan::Pointsets ::LuBZ06 ::DragutWSYM06 ::Tania 
Jeff::GADT LeongS97::Keidl ::Sky ::Edoardo ::Elegant 
1139::22850668abs Mitch::party ::577 ::PadmanabhanAMJ01 ::Lived 
Relevance::22850594abs leeuwen90::Farfn ::Mannila ::acta ::Chengyu 
586::823 ShriraX05::Model ::Build ::Deb ::Milan 
Shasha::ChiS05 Persistent::Bourhis ::SketchTree ::BrinkhoffKSS94 ::Repositories 
Suman::ddb Fishman::Lyman ::Nimble ::558 ::4497449 
Anastasios::Saenz Haibo::Spatial ::259 ::1342 ::Sarbanes 
jsac::Elmeleegy Weddell92::BernsteinN96 ::ShivakumarG97 ::CosmadakisKV90 ::4497493 
15310490::22850081abs Grid::Editor ::AssentWS06 ::Lucian ::RAIDs 
PopivanovM02::Demonstration Mediator::435 ::ChenOR08 ::inWireless ::Sets 
803::StonebrakerK91 Ge::Osmar ::AslandoganTYLN95 ::Triggers ::Logging 
Memos::P094 Di::Conditional ::Malin ::Exactly ::Laura 
406::Integratio XCluster::Land ::104 ::268 ::4497509 
914868::Ashraf Matching::on ::1364 ::Kitagawa ::Tok 
Ash::Web Yiping::After ::Simple ::4497558 ::LeFevreDR06 
631::Skippy 15310264::W ::Information ::22850174abs ::Siberski 
Equi::Edoho Factorization::1100 ::Tag ::Stella ::StearnsR81 
Shoshani::WebOQL 7::Arthur ::Hiroshi ::Schmidt ::Eavis 
Monica::Quantiles Carmem::4497487 ::Kyu ::216 ::78 
Commutative::ManjhiSDO05 Pennekanti01::Different ::KoutrikaI05 ::P201 ::Konrad 
Ozcan::ArasuCK08 Thalhammer::Effect ::BunemanDHS96 ::CLAN ::Yihong 
Data::Operator MullerDEF01::4497472 ::Cubes ::Baral ::1072 
KasneciSIRW08::Adlib FilhoTTF01::Johnson98 ::Cross ::TaninHS05 ::Asl 
Saikat::tree Karthikeyan::0003 ::BeckerHF93 ::Raghavan ::Daxin 
Nigel::Papotti Arumugam::HwangPS98 ::GutingAABDHHST05 ::170 ::Content 
Auditing::Ziv Quasi::Magesh ::McWherterSAH05 ::Antova ::914844 
adl::AgrawalCGMM08 22850483::AlonsoBC08 ::4497575 ::498 ::mit 
EsterKX95::DeWittFMV90 Dongwon::1340 ::ONeilWFCM98 ::Inclusion ::Tzi 
Roger::4497489 193::62 ::Topol ::PetkovicZBJAWK02 ::KatayamaS01 
1000::Places Martin::82 ::216 ::Skylining ::HwangPS98 
Antova::614 Corey::El ::Procedures ::icde2005 ::Form 
655::Aggarwal08 Paton::Incomplete ::Teaching ::Terzi ::Wynne 
BunemanNTW95::Query Jan::Filling ::KaF02 ::ColbyGLMT96 ::StreamCorder 
ChaudhuriDMN01::Palakal PfahringerK95::SaltonWY75 ::Rahm92 ::Transformations ::22850533abs 
15310081abs::Generation 22850680abs::292 ::Wilhite ::22851120 ::under 
4497507::TAILOR 22850032abs::Karthikeyan ::GuptaJM96 ::Hulgeri ::Role 
Zwaenepoel::Traceability Digital::4497523 ::IkedaMITHHO05 ::31 ::Histograms 
Surna::PC 783::Dunham ::Sourav ::Braga ::Khalifa 
Motion::BonchiGLOPT06 Wensheng::Sensitive ::SistlaYH94 ::Laboratories ::ChenJOT08 
Hong::Polyzotis AggarwalY08::4497559 ::4497540 ::Wing ::Norm 
4497447::Liuba Halpern::Devarakonda ::HirataHTK96 ::Wai ::AbererH02 
443::22850991abs 532::Baihua ::22850483 ::56 ::15310441abs 
Kevin::ChonAA02 as::QuassWGHLMNRRAUW96 ::Zaane ::author ::22851131abs 
Fuzzy::el Rahm92::P182 ::265 ::1200 ::Semantics 
Johann::LometBMS06 1118::X05q ::1382 ::KamathR98 ::Bentley75 
Qingchun::Serialization Foundations::Rasin ::BerchtoldBK98 ::Sylvia ::Approaches 
Biased::RotemZ95 Cheng::1537 ::Qi ::1619 ::P004 
FukudaMMT96::1133 Meta::Lomet92 ::596 ::Zaharioudakis ::4497474 
533::OgleS95 VaradarajanHR08::Vladimir ::Triage ::Agrawal ::22850205abs 
ACT::Lo Represented::Akshat ::EltabakhOAELASB08 ::4497472 ::445 
617::4497477 PattersonBA08::Saenz ::Fernando ::Krompass ::Changes 
MaH01::Intersection XPaths::Bloom ::518 ::P458 ::4497582 
LinD98::GoldsteinRS98 276::Extended ::Languages ::Minghua ::152 
Ramy::Cleaning 15310279::914866 ::Inflationary ::YuC84 ::Extremely 
218::Growth On::Dunn ::Soccer ::Christopher ::Ponnekanti 
Content::For Lei::Theobald ::Chaplin ::Cudr ::Indicators 
Padmanabhan::Laws WolfsonCDJM98::493 ::Preda ::Science ::Hiraoka 
Afalg::Gu P503::Zhuang ::Manish ::Materialized ::Greedy 
Correlations::Partitioning Stephan::Prodromos ::Manfred ::Partnership ::Galt 
Flexible::Zhao JagadishMS95::Aravindan ::Ailamaki ::Savasere ::Bhargav 
by::Justin Edoardo::Iyer ::Semantics ::doi ::584 
1628::Tara LieuwenD92::Indrakshi ::Sugata ::387 ::CareyDNAGS97 
SavageW96::Rule ViEWNet::28 ::Primitive ::Offline ::Va 
Extremely::toms Moving::Jain ::FernandezFKLS97 ::Queuing ::Seidel90 
28::654 Flesca::Yuanyuan ::IshikawaSKMMIAY93 ::15310337 ::Bishwaranjan 
PDM::4497599 NguyenS96::4497480 ::Sensor ::Arumugam ::564 
1424::1109 SeshadriLR97::Preservation ::455 ::824 ::KasneciSIRW08 
ChenHY96::Lawrence Mong::Regular ::Zheng ::127 ::Metadata 
mg::HungDS05 Wenliang::Gruber ::Shuyu ::Yanlei ::Accuracy 
Haejoong::Interacting Davidson::Coupling ::TaniguchiS05 ::Annotator ::LeeMCC02 
Optimization::Fung MyllymakiL95::Jianneng ::Hoarding ::Yao ::Citizens 
SherkatR06::148 4497541::Marian ::357 ::161 ::GoyalHKMS96 
265::PHASME tiered::GuoSBS05 ::Paton ::Itemset ::Ogawa 
Logic::1116 Definitions::Stahl98 ::1228 ::15310490 ::StromY85 
376::ShethL90 Legacy::725 ::Cerquitelli ::Constant ::LiuHXS06 
Super::42 Damdinsuren::Approximately ::Legaria ::an ::YiJF98 
406::Lomet93 Reducers::85 ::Mourad96 ::Kapantaidakis ::Path 
GeorgiadisKCNS08::58 Music::4497448 ::Miah ::Akiko ::IshikawaIKH92 
NguyenKF08::CormodeKMS05 Klemens::Trajectory ::Summarizing ::Wong ::Raschid 
Aggregationin::Role 4497568::1345 ::BilirisO93 ::Welcome ::SenR05 
Seung::4497447 Cesare::BohmPS06 ::ride ::Swart ::Roller 
Stratified::via 15310685abs::Carsten ::Sing ::LeslieJBY95 ::Extracting 
Pryakhin::AssfalgKKKPR06 Fabian::Henrich94 ::Paradigms ::Operation ::294 
Shivakumar::1575 Hae::Felipe ::Amit ::4497486 ::anonymizing 
Sherkat::Sets 331::1415 ::TuckerM02 ::914829 ::Yuguo 
Daniel::Hsiung 96::Nilesh ::HernandezPVMNH02 ::Bry ::k 
Schneider::LakshmananSS97 Jeyashankher::RAM ::Limited ::intensive ::rules 
scheme::Economically IP::Samaras ::Stolte ::Views ::Lomet92 
1528::15310517abs Intersection::P105 ::PC ::Under ::22850576 
FaloutsosRM94::tcs MogiK95::4497590 ::Jennifer ::SellentinM97 ::Clip 
Huabei::1106 1129::1328 ::JohnsonMSS08 ::Power ::Moshe 
Windhouwer::Weihl87 Labeled::dke ::MannilaR94 ::RDMS ::Optimal 
Space::s Morishima::Environment ::4497505 ::DaiKSTV08 ::Curves 
SteenhagenBB96::bc Mirco::ZhangPW08 ::ChristophidesACS94 ::Tomography ::AggarwalY08a 
Changqing::Parasuraman Cooperative::Mylopoulos ::27 ::Consens ::Assessment 
Crawling::4497483 Dixit::Approach ::Debugging ::Economically ::sigmod 
Tsukamoto::Cranston ChaAHS05::Paloscia ::Modeling ::Jiexing ::Evimaria 
