::Kitagawa ::Taube 
::Generalized ::Using 
::HG ::Rules 
::512 ::297 
::Elizabeth ::Stole 
::Notions ::33 
::Tanin ::Machines 
::Maurice ::Helal 
::Schnhoff ::Meckler 
::Industry ::Machines 
::Santucci ::Vipin 
::Trickey ::353 
::of ::Zurich 
::192 ::79 
::Hrder ::397 
::Paper ::ConceptBase 
::METU ::Karlsruhe 
::MINOS ::340 
::Knig ::Toolbox 
::Piatko ::Amherst 
::Mendelzon ::Differential 
::Gruber ::Markowitz 
::Pattern ::Willard 
::Brick ::formerly 
::attribute ::Orientation 
::They ::312 
::Nematollaah ::164 
::von ::Estimating 
::Cichocki ::Calculus 
::Woelk ::STRUDEL 
::C ::123 
::Jerrold ::Lo 
::Goetz ::144 
::Lotus ::Funding 
::Saxton ::Colliat 
::284 ::Counting 
::Interface ::Geophysical 
::Lineare ::Camps 
::Advanced ::Assets 
::Dar ::Evolving 
::Security ::Cook 
::yiu ::Nguyen 
::Sycara ::Databases 
::Defense ::544 
::Prospector ::261 
::Aberdeen ::Wade 
::95 ::Karl 
::the ::Transition 
::Nado ::Modelling 
::Geo ::East 
::Ellman ::Display 
::Other ::Alberto 
::Shashi ::Arturo 
::It ::50 
::Didier ::Potamianos 
::yiu ::Hppler 
::Editors ::Jignesh 
::Magic ::Hearst 
::IMPRESS ::Maier 
::Actions ::Reedy 
::Cattell ::Helal 
::INterchange ::Nematollaah 
::Array ::GeoMiner 
::Revisited ::Massachusetts 
::Shalom ::Bolour 
::497 ::View 
::Xian ::Tannen 
::NASA ::Shivakumar 
::285 ::Vijay 
::Tian ::Benson 
::dimensional ::Brazilian 
::Zobel ::Abdullah 
::Ait ::Renner 
::Maheshwari ::Kornacker 
::Baskets ::Site 
::Haim ::Work 
::Carlo ::Segev 
::East ::Walt 
::Piyush ::Study 
::Ron ::Gook 
::Sengupta ::Wiener 
::Tian ::Freytag 
::Keitel ::368 
::Novel ::Claims 
::Ingres ::Wall 
::Vijay ::Kuan 
::Hector ::Theo 
::RDBMS ::Keulen 
::Influential ::Kapitskaia 
::Wave ::Orthogonal 
::Ko ::Daz 
::Semi ::Efficiently 
::Networks ::Novak 
::Chou ::Classroom 
::Morishita ::Generalizing 
::Sockut ::From 
::579 ::Better 
::Belinda ::Sagiv 
::TCP ::Page 
::Project ::Skeen 
::automatic ::Ibrahim 
::Capabilities ::Ingres 
::Mahboob ::lun 
::Bertino ::Qaimari 
::Hussein ::Fraternali 
::Bill ::Baden 
::366 ::Garza 
::BUCKY ::Benchmarks 
::Sun ::Commit 
::Hppler ::23 
::MOSAICO ::Haber 
::Hansson ::Jeffers 
::Duschka ::Vertical 
::Cole ::Software 
::Abiteboul ::215 
::Upgrade ::517 
::Yongjian ::Reuter 
::Reuter ::Pletch 
::Wilhelm ::TODS 
::Their ::Distance 
::Display ::Grosky 
::474 ::Wasserman 
::Geophysical ::Real 
::Despina ::Schiefer 
::115 ::Goh 
::Christopher ::Ganapathi 
::Quickly ::Expected 
::Spatial ::15 
::Arbee ::67 
::Tim ::Kohler 
::Lashkari ::529 
::Representations ::Kao 
::Linda ::SEMCOG 
::Goldfine ::70 
::Sema ::320 
::540 ::Simmen 
::Ramamohanarao ::Nearest 
::Kwei ::Form 
::Cvetanovic ::Papoulis 
::Rulebase ::Goal 
::Eliminating ::Tom 
::Berndtsson ::Geppert 
::MQSeries ::Legat 
::Wilcox ::Zurich 
::Stuart ::Lists 
::Jain ::Baclawski 
::Academic ::Completeness 
::level ::Structural 
::255 ::Tam 
::Flynn ::41 
::volume ::Wen 
::Maurizio ::they 
::Shilpa ::Extendible 
::Solutions ::163 
::Lipeck ::34 
::Energy ::Assets 
::Lightweight ::Kenneth 
::Versioning ::Hanan 
::Ross ::Engineering 
::Geo ::Lehman 
::Rajeev ::ARTDB 
::Stavros ::Distribution 
::Tompa ::Jonas 
::Asserting ::Kupsch 
::Delobel ::Been 
::Prasad ::Alistair 
::No ::Birgitta 
::Burger ::Kossmann 
::567 ::Hide 
::Zwilling ::Cem 
::Binto ::Conjuction 
::Merz ::Tanin 
::172 ::Inc 
::Marek ::database 
::Goh ::Srikant 
::Ozkan ::102 
::McCarthy ::127 
::Ron ::184 
::Tree ::Previews 
::Gawlick ::Tamer 
::Cheap ::465 
::SEQUOIA ::369 
::Wasserman ::Merge 
::Norman ::Ramanathan 
::Datta ::Cocktail 
::Rafanelli ::Pinar 
::SG ::Source 
::NF2 ::Finite 
::ODMG ::Segment 
::Iterative ::Reasoning 
::Bauyer ::Schiefer 
::Widmayer ::Mema 
::Semantics ::Task 
::6 ::Wei 
::Mauricio ::Korth 
::Melton ::256 
::Laver ::326 
::3 ::Chim 
::Kowarschick ::Establishing 
::for ::SG 
::Mendona ::McCure 
::Top ::Lausen 
::360 ::72 
::Andrea ::GlOSS 
::Persistence ::Kucera 
::Riccardo ::Multiprocessor 
::Erbe ::Spaces 
::286 ::Shenoy 
::Dengi ::Tables 
::Sybase ::Christodoulakis 
::Amr ::Thin 
::429 ::Yoshinori 
::Estimation ::LORE 
::468 ::Allen 
::Mecca ::We 
::Bruce ::File 
::Strategy ::Use 
::Garza ::Hypertabular 
::39 ::Wisconsin 
::Codd ::Bra 
::Laurent ::Article 
::Lazowska ::Inserting 
::Gerhard ::Larry 
::Autonomous ::lun 
::Reddy ::Must 
::Enhanced ::Complexity 
::von ::Transition 
::OLTP ::Ramez 
::Hbel ::Clark 
::Ranganathan ::database 
::Anastassia ::Rastogi 
::Hui ::Tova 
::their ::38 
::253 ::Section 
::Madhu ::Decompositions 
::Schemes ::Why 
::Nutt ::Wiederhold 
::Bozkaya ::Bhashyam 
::Nural ::479 
::Compensation ::Andrew 
::Silverstein ::Konstantinos 
::Rundensteiner ::Array 
::99 ::Fowler 
::501 ::Kowarschick 
::GIS ::Values 
::Strategy ::Walt 
::177 ::An 
::Staggered ::Disjunction 
::Modules ::Not 
::Sergey ::Tam 
::Interoperability ::Earth 
::Technical ::506 
::Influential ::Khoa 
::Duri ::Disc 
::Dar ::Bryan 
::Processibility ::Atzeni 
::Message ::Sciore 
::451 ::560 
::MultiView ::42 
::Kilov ::Cvetanovic 
::Change ::Knowledge 
::Mellin ::Gray 
::Widom ::Multimedia 
::Maintaining ::Buneman 
::Kerry ::attribute 
::Widom ::71 
::122 ::Rafanelli 
::Perry ::Transactions 
::Hou ::Indexing 
::Gawlick ::Francine 
::were ::Experiences 
::ORES ::IMPRESS 
::Chih ::Stoltzfus 
::Presence ::89 
::Hash ::Snapshot 
::Queensland ::To 
::Ugur ::ke 
::SEMCOG ::Iyer 
::Sergey ::Mumick 
::Shenoy ::Zurich 
::Repositories ::Tien 
::Soparkar ::458 
::Denis ::Shrira 
::Append ::Engineering 
::Quass ::zsoyoglu 
::Challenges ::Vipul 
::Leo ::34 
::Arturo ::Studies 
::Henk ::SG 
::et ::Bases 
::Sullivan ::228 
::Garlic ::Bayardo 
::Flokstra ::Influential 
::Yang ::Closing 
::Jacek ::ACT 
::Wong ::Efficient 
::439 ::Wilner 
::Kilov ::Mining 
::Peter ::Turau 
::Dimitrios ::Wilms 
::Wave ::Dependence 
::Industrial ::Arun 
::Han ::Processor 
::DBMSs ::Cart 
::Associative ::Commitment 
::149 ::34 
::Sripada ::Roddick 
::Mapping ::Lazowska 
::R ::298 
::Loss ::Workshop 
::Wilburt ::Waqar 
::Lanzelotte ::Ioannidis 
::Syan ::Enhanced 
::Vista ::Power 
::line ::Balancing 
::Molina ::Decision 
::Class ::Ricky 
::Goldman ::Normal 
::Ramez ::Atsushi 
::Proteus ::Brunie 
::Between ::DataBlade 
::87 ::Xiaolei 
::Policies ::Reply 
::Hellerstein ::Processibility 
::Stanford ::zhan 
::Wang ::254 
::Mostly ::Languages 
::35 ::Interface 
::Klusch ::Robertson 
::Tony ::Extendible 
::Carey ::Guidance 
::Tom ::171 
::Beverly ::fu 
::Vincent ::Processibility 
::Report ::Yeung 
::Ricky ::Young 
::Preliminary ::Paepcke 
::Gucht ::Paul 
::Locally ::Alberto 
::MDM ::Conversion 
::Lindsay ::It 
::Massively ::Orientation 
::Chang ::115 
::DAFTG ::With 
::Delobel ::Josef 
::Five ::Internet 
::Enhanced ::Platforms 
::Doo ::Medeiros 
::Maier ::Funding 
::Ooi ::2000 
::39 ::Perry 
::Chen ::Zat 
::40 ::Tufte 
::Tsur ::Christos 
::Eftring ::Tallot 
::Nesting ::Genesereth 
::Lueder ::Integration 
::Future ::Victor 
::Compensation ::Rajiv 
::Optimizer ::Santucci 
::366 ::Conrad 
::271 ::Chungmin 
::Hartmut ::Bhargava 
::Class ::Local 
::Cherniack ::Building 
::Nita ::Brigitte 
::Samarati ::Vincini 
::Surajit ::Chim 
::USD ::Uniform 
::Role ::Solomon 
::Shahram ::Chawathe 
::Lomet ::Eriksson 
::265 ::Vijay 
::Anil ::Ashish 
::Future ::Morin 
::Going ::347 
::405 ::InfoSleuth 
::Yongjian ::Tomasic 
::Sockut ::Jonathan 
::Dynamics ::Nikos 
::Stamos ::DeeDS 
::Images ::Hillyer 
::Gemis ::GIS 
::Are ::68 
::Tufte ::Area 
::Integrating ::Hrder 
::Silverstein ::Dale 
::ichi ::Dietrich 
::42 ::Brad 
::519 ::Kucera 
::Years ::124 
::Rasikan ::Environments 
::Gemis ::Hadzilacos 
::Box ::Trickey 
::Blakeley ::95 
::Marti ::Daniela 
::Celis ::Materialization 
::Jukic ::Directions 
::level ::Luo 
::Tutorial ::Bryan 
::Yossi ::Stefanovic 
::Maheshwari ::Cardinaels 
::Kawaguchi ::dimensional 
::Simple ::Intelligent 
::Reconciliation ::497 
::Hierarchies ::Sushil 
::13 ::57 
::Muth ::Takashi 
::Yuksel ::A 
::Brice ::549 
::Merialdo ::Safe 
::Strategies ::Winslett 
::Theodoridou ::Divyakant 
::Editorial ::Z 
::Hillyer ::Extending 
::Schang ::Three 
::Redundancy ::Extending 
::Why ::Shenoy 
::MMDBS ::Disco 
::Stepwise ::42 
::Rundensteiner ::Amateur 
::Schiefer ::Jumping 
::DB2 ::Collection 
::STRUDEL ::85 
::Christoph ::Processors 
::Alessandro ::Jean 
::Much ::SEMCOG 
::Roland ::543 
::Yasuhiko ::Garnett 
::451 ::Daniels 
::Qureshi ::Executions 
::Sumit ::Mary 
::Radek ::Motakis 
::Yezdi ::Thompson 
::populated ::469 
::in ::With 
::ichi ::Availability 
::Anupam ::0 
::205 ::SE 
::Louis ::Bayardo 
::Inc ::Zwilling 
::Golshani ::Accessing 
::Roman ::Sarathy 
::2 ::Stanley 
::Alonso ::49 
::286 ::Sensed 
::Rates ::Navathe 
::J ::radi 
::Structure ::158 
::Experiencing ::30 
::Mediator ::Mandy 
::Kennedy ::Ramasamy 
::Venky ::Viviane 
::Daniel ::1993 
::Singh ::27 
::Existing ::Characteristics 
::Hansson ::563 
::Bestavros ::510 
::Box ::Sparsely 
::Picture ::Incomplete 
::Similarity ::Stefano 
::Metadatabase ::Raymond 
::Patel ::539 
::Flynn ::Munindar 
::Mannino ::Theodoridou 
::Nado ::Luef 
::Goldner ::208 
::Grossman ::Extraction 
::513 ::27 
::adaptive ::One 
::Must ::Tolga 
::Thinksheet ::Atsushi 
::Kim ::62 
::Lu ::Classroom 
::Ad ::Tertiary 
::154 ::504 
::Kilov ::Red 
::Sandra ::Walker 
::Hayes ::Third 
::Hypothetical ::Klusch 
::Scientific ::Kieling 
::306 ::Uz 
::Goal ::Parallelism 
::Dina ::Middle 
::Jarke ::509 
::Hrder ::Tree 
::und ::VLDB 
::Pages ::Kiyoki 
::Knoblock ::Amihai 
::Kfer ::416 
::Department ::204 
::Tolerance ::Skeen 
::Alternative ::Lois 
::Yang ::CAD 
::Ohori ::Framework 
::Consensus ::Abdullah 
::Directions ::Perspectives 
::Boon ::Applicable 
::Integrating ::314 
::147 ::Terry 
::USL ::Aziz 
::Arguable ::Bancilhon 
::450 ::Giansalvatore 
::Finally ::491 
::Rule ::Datta 
::Brunie ::Niki 
::101 ::Survey 
::Waqar ::Site 
::Teradata ::Seeger 
::Elsbernd ::23 
::Department ::540 
::Workstations ::Andrew 
::Kemper ::13th 
::Chendong ::Personal 
::Anonymous ::VideoAnywhere 
::Gallagher ::Multimedia 
::Nematollaah ::To 
::Dimensional ::34 
::Shrira ::317 
::Samarati ::Module 
::294 ::B+trees 
::364 ::ASSET 
::Visual ::Divyakant 
::Weikum ::Malkemus 
::Beach ::Merialdo 
::Harumi ::Programs 
::Hash ::185 
::IDEA ::Dekeyser 
::Relaxed ::Composite 
::Singh ::Giuseppe 
::Critique ::Sushil 
::Pletch ::Karvelis 
::Shoens ::Keith 
::Mok ::139 
::388 ::language 
::Allen ::Kotagiri 
::351 ::208 
::Availability ::Guangshun 
::240 ::Fugini 
::Reduction ::Acharya 
::Himanshu ::Pedersen 
::Klemens ::Vermeer 
::Arbee ::131 
::Order ::430 
::541 ::555 
::Conversion ::Koch 
::Better ::Amateur 
::Hasan ::7 
::Souder ::Dynamically 
::were ::Establishing 
::Achievements ::Harald 
::Editors ::Example 
::Pratt ::File 
::Egemen ::Dong 
::190 ::Piatetsky 
::Erich ::Musukula 
::239 ::zgr 
::Complexity ::Sort 
::McIver ::versionControl 
::Melmom ::Lois 
::Chairman ::Benny 
::Sudarshan ::Denis 
::Measurement ::Abbadi 
::Sushil ::Merge 
::Jonas ::Editorial 
::336 ::Denis 
::Janus ::Expensive 
::Ouksel ::Jakobisiak 
::Dynamics ::Lorentzos 
::TCP ::Role 
::Scaleable ::Modify 
::Muntz ::Backup 
::8 ::Helland 
::Terms ::231 
::280 ::553 
::Loops ::350 
::485 ::PREDATOR 
::HweeHwa ::Logging 
::Tova ::Qaimari 
::Enterprise ::Sandeep 
::Left ::Raju 
::470 ::Hierarchically 
::Weikum ::Flynn 
::Freeman ::Facilities 
::Rule ::Delobel 
::Java ::Kotz 
::Shin ::Gal 
::Desai ::13 
::Similarity ::Files 
::Daniela ::Berg 
::Maindreville ::Bennet 
::Effective ::GESTALT 
::Special ::Attributes 
::Position ::Toiati 
::Hillebrand ::Bussche 
::Products ::Tyler 
::Atri ::550 
::Suppletment ::Graphical 
::Ugur ::510 
::Oscar ::Biliris 
::Oriented ::Chief 
::Claire ::Klein 
::104 ::Shelly 
::based ::Srivastava 
::Winfried ::Abdullah 
::Miranda ::Workloads 
::Stanford ::95 
::TSQL2 ::Programming 
::540 ::Madhu 
::Levy ::Marek 
::Atomicity ::Blott 
::Beliefs ::DBMSs 
::Gehani ::Bryan 
::Himanshu ::John 
::Ghosh ::Katayama 
::Annotating ::Vaskevitch 
::Weikum ::554 
::Kshitij ::Celentano 
::Manfred ::Jianwen 
::228 ::Separation 
::La ::Free 
::Paepcke ::Invitational 
::Intelligent ::Integrity 
::192 ::Mark 
::Franz ::Sagonas 
::Nolan ::Ricardo 
::Concerning ::Lum 
::Joachim ::Inc 
::Oscar ::Frdric 
::Mining ::ARIES 
::103 ::Access 
::Bryan ::order 
::7 ::zgr 
::Hartmut ::International 
::Beng ::85 
::161 ::Evrendilek 
::Quickly ::Lo 
::Kristin ::Study 
::Line ::III 
::Omran ::Oriented 
::Heterogeneous ::Chungmin 
::Ju ::Winslett 
::Jagadish ::Kemper 
::BeSS ::Quantified 
::Christos ::Earl 
::Loops ::Dean 
::Krishnamurthy ::Assets 
::Maintenance ::Wilhelm 
::Cooperation ::419 
::Wrttemberg ::Walch 
::Timothy ::Lawande 
::Much ::Colette 
::Not ::Neuhold 
::LRU ::Mackay 
::Tsichritzis ::Parallelism 
::Poosala ::HweeHwa 
::McLoughlin ::Logic 
::Engine ::Versioning 
::populated ::Gkhan 
::Critique ::Glossary 
::Sharon ::Very 
::Hellerstein ::Sheth 
::Satish ::225 
::Outerjoins ::Semi 
::Trade ::542 
::Mult ::Alfonso 
::into ::Designing 
::Ksiezyk ::Errors 
::One ::Fong 
::116 ::Mehrotra 
::Realtime ::Ramamritham 
::Study ::220 
::F ::Preface 
::DART ::Modeling 
::306 ::Integrating 
::based ::Taube 
::Audit ::399 
::Newmann ::Katia 
::230 ::Boral 
::Rolland ::Value 
::Timeliness ::Massachusetts 
::74 ::Koch 
::Hartmut ::10 
::Sivasankaran ::FZI 
::Stefanovic ::NASA 
::Adali ::Qin 
::Elliot ::441 
::Yandong ::Reiner 
::technology ::Flexible 
::Stochastic ::Vassalos 
::US ::any 
::Gorelik ::Waramahaputi 
::Consistency ::Prototyping 
::Fixing ::543 
::Issues ::CICS 
::Prashant ::Timothy 
::Incomplete ::ConceptBase 
::329 ::Capabilities 
::Graphs ::Other 
::Douglas ::were 
::Goh ::219 
::Utilities ::Kabra 
::Minyoung ::Shane 
::Domains ::Xiong 
::548 ::215 
::Simple ::Dengi 
::102 ::Editor 
::405 ::Srikant 
::353 ::Mahboob 
::277 ::Scans 
::Availability ::Guarantee 
::Pinar ::Indices 
::Latha ::Alonso 
::Evolving ::414 
::Kiran ::Delcambre 
::Udo ::Patterson 
::M ::Semantics 
::Pedersen ::Soo 
::Trading ::Computations 
::474 ::F 
::170 ::Web 
::Ballinger ::Burrows 
::Logging ::Compression 
::Hodges ::Taosong 
::Constructing ::514 
::Kim ::Feedback 
::Jignesh ::Buffer 
::RAID5 ::Standardization 
::Base ::Kitsuregawa 
::Designers ::Coterie 
::level ::Dimitrios 
::GEM ::In 
::Porter ::Hector 
::392 ::James 
::Brinkhoff ::Medical 
::Weinberger ::Simultaneous 
::Lashkari ::Silvano 
::Schemes ::175 
::Primitive ::90 
::121 ::Infering 
::DARPA ::II 
::Terms ::Schnhoff 
::118 ::Myllymaki 
::Radek ::Backup 
::Don ::Wileden 
::Decomposing ::539 
::247 ::Attribute 
::Evaluating ::Yongjian 
::data ::Malcolm 
::STanford ::de 
::Sandra ::Lewis 
::Hasan ::Augusto 
::347 ::Centre 
::STRIP ::Reiner 
::348 ::Ins 
::Spatial ::Prasadram 
::Franois ::Toolkit 
::174 ::Tables 
::Numeric ::Naughton 
::Relationship ::Chirn 
::Arturo ::Rivero 
::Weienfels ::QuickStore 
::Conflict ::Beliefs 
::Deppe ::Fotouhi 
::218 ::Dirk 
::465 ::Hirata 
::310 ::Walter 
::Dao ::Control 
::Dan ::Observations 
::Profiles ::Downing 
::1993 ::Camps 
::Ada ::Valduriez 
::Globally ::Billion 
::Machines ::Growing 
::Liskov ::Tininini 
::ORES ::Woodruff 
::Shectman ::Euthimios 
::Technologies ::Andler 
::209 ::Berg 
::311 ::430 
::about ::Dhaval 
::Poosala ::Writes 
::Nikos ::Configuration 
::Ebru ::Lewis 
::Towards ::Qingshan 
::volume ::Kiernan 
::217 ::Trigger 
::Rengarajan ::Matthew 
::Daniels ::Kspert 
::Taylor ::Samarati 
::Bamford ::19 
::Area ::Clustering 
::Databases ::Winslett 
::465 ::Oki 
::513 ::Resnick 
::49 ::Form 
::Section ::Francine 
::Alejandro ::536 
::Mathematical ::Suppletment 
::Kincade ::ARTDB 
::Sorting ::Thompson 
::Accessing ::Achievements 
::Editor ::Culler 
::Ins ::Bhashyam 
::Bing ::from 
::Views ::re 
::Legat ::Amit 
::8 ::Eick 
::Lorie ::Yihong 
::Monitoring ::Extension 
::Using ::Bengt 
::Buffering ::100 
::Krithi ::Klonk 
::Kn ::Two 
::Gerhard ::Kossmann 
::Hash ::Abraham 
::Modelling ::MDM 
::Ramanathan ::319 
::121 ::Bertino 
::Architectures ::Florescu 
::Dina ::Joseph 
::Manifesto ::Samet 
::Ceri ::Yangarber 
::Jun ::Commercial 
::Based ::RAID5 
::Parallel ::Alistair 
::Inegration ::Consensus 
::CLASSIC ::Shashi 
::Laver ::Relihan 
::Andree ::Schwarz 
::Abdel ::Norman 
::Principles ::Delayed 
::120 ::Jajodia 
::Hull ::177 
::Erratum ::261 
::ARTDB ::Chairman 
::Jae ::Braunmller 
::Right ::Sampling 
::Linkage ::Larry 
::SPARC ::Thanisch 
::Piatetsky ::Aris 
::Warkentyne ::Languages 
::Glavitsch ::r 
::Approach ::77 
::Miguel ::Gerard 
::Mick ::Sundaresan 
::News ::Solutions 
::Nesting ::Deferred 
::23 ::COntext 
::Integrating ::articles 
::Gerhard ::Article 
::Cardenas ::Shaul 
::Ieong ::Lindsay 
::Stemple ::Extension 
::85 ::Ricky 
::Carsten ::237 
::Geographic ::Melton 
::Megiddo ::287 
::Unifying ::Timothy 
::Extending ::127 
::Information ::Orthogonal 
::284 ::Goetz 
::Jajodia ::Goldberg 
::oriented ::Time 
::Gesmann ::Luc 
::Query ::Zurich 
::Dataflow ::48 
::Kulkarni ::Eugene 
::VMS ::Ranganathan 
::Douglas ::Quass 
::Faloutsos ::Srinivasan 
::Fabret ::Li 
::Maintenance ::Mayer 
::Scholl ::Auwera 
::Thumb ::Papazoglou 
::Kilov ::Query 
::Objectives ::Elke 
::Himanshu ::Without 
::144 ::Shoshani 
::Yannis ::547 
::OLE ::Fabret 
::Thanisch ::Collection 
::Lamersdorf ::X 
::Kolodner ::286 
::L ::227 
::Massachusetts ::Industry 
::Formal ::474 
::41 ::Krishnan 
::ADBMS ::DIRECT 
::Meaning ::GEM 
::Bulk ::data 
::Strssler ::Implementing 
::Aziz ::Takeshi 
::Sequential ::Lionel 
::Yongjian ::Olga 
::Bernard ::Concurrency 
::Lodge ::Term 
::2001 ::Katia 
::Solomon ::Engine 
::Benny ::Raghu 
::Betty ::media 
::Stochastic ::517 
::Waqar ::509 
::Emperiment ::Pipelined 
::Divyakant ::307 
::Jim ::Brice 
::Buffers ::147 
::CoopWARE ::Codes 
::Svetlozar ::Kanellakis 
::P ::548 
::380 ::Phatak 
::Metric ::line 
::D ::Itemset 
::Kincade ::Jr 
::POSTGRES ::Tsong 
::Belinda ::Actual 
::33 ::Sagalowicz 
::8 ::GOOD 
::540 ::Keng 
::Kaplan ::Prefetching 
::46 ::453 
::3 ::Paula 
::Ramachandra ::Ben 
::Dayns ::Tsotras 
::Ulrike ::Anindya 
::45 ::Nita 
::Farias ::305 
::14 ::Gonzalo 
::Extension ::New 
::Rewiew ::TSIMMIS 
::Ozcan ::Neighbor 
::217 ::Warehouses 
::Hot ::Wodtke 
::Prefetching ::Standardization 
::Knowles ::Milo 
::Schuble ::23 
::Jayant ::Gerhard 
::529 ::Mok 
::Curt ::Amihai 
::507 ::IPSI 
::Alejandro ::Distributed 
::Alex ::Ohori 
::Jon ::Gucht 
::Paula ::DART 
::Atomic ::Source 
::von ::Elsbernd 
::Assessment ::Legat 
::217 ::zgr 
::Winslett ::Handling 
::Query ::Rolland 
::Historical ::Termination 
::Rewrite ::Barber 
::Gad ::Praveen 
::Qin ::Analysis 
::Shekar ::20 
::Lipski ::Science 
::Bussche ::326 
::Mikael ::Kent 
::Vista ::relations 
::Influencing ::Eliminating 
::Dyson ::Reference 
::364 ::Improve 
::Torlone ::DeWitt 
::Cheng ::Aberdeen 
::Andrew ::Incremental 
::Determinism ::323 
::Meltzer ::50 
::Snapshot ::VideoAnywhere 
::317 ::Picture 
::Reconciliation ::Schwartz 
::Nyberg ::Rengarajan 
::Skowronek ::Stanford 
::authors ::Pierangela 
::Phatak ::Lightweight 
::Querying ::Poyet 
::315 ::Content 
::Ouksel ::Matchmaking 
::335 ::Storage 
::volume ::Genesereth 
::Creation ::Suryanarayana 
::DART ::408 
::Omran ::Hadzilacos 
::Vertical ::Bhateja 
::Guangshun ::Fong 
::124 ::Ganapathi 
::406 ::Karvelis 
::Umesh ::Bhargava 
::Middle ::Simulation 
::Shared ::Cercone 
::Contextualizing ::Schlageter 
::Consistency ::Merz 
::187 ::Chungmin 
::Graham ::Davidson 
::Beverly ::LRU 
::Ozcan ::File 
::250 ::View 
::453 ::Application 
::Handling ::Hyuk 
::Algorithm ::174 
::About ::Vincini 
::Chin ::Shenoy 
::Independence ::Potamianos 
::HweeHwa ::Dengi 
::Klein ::Mauricio 
::SENTINEL ::Activities 
::OLE ::Z 
::Between ::Nichols 
::SE ::Karadimitriou 
::Jenny ::Kim 
::Kitsuregawa ::Cox 
::Mechanism ::Lo 
::Fred ::Michele 
::Albert ::Klauser 
::Press ::ichi 
::Wimmers ::Yoshikawa 
::Burrows ::Lore 
::Geospatial ::Chaudhuri 
::Compression ::Rewrite 
::Ugur ::de 
::Approximations ::O 
::144 ::Jon 
::Yixiu ::Shum 
::Multiattribute ::Justin 
::Zat ::Load 
::Sang ::Centre 
::Indexes ::Nguyen 
::48 ::Stankovic 
::Marron ::Rewrite 
::WHIPS ::206 
::477 ::Marron 
::Experiences ::Ward 
::Kline ::Wimmers 
::Pull ::Dense 
::Satish ::Has 
::Zloof ::Gerhard 
::Ins ::Kaizhong 
::Informix ::Arturo 
::Leung ::vendor 
::Internet ::Prospector 
::Eric ::522 
::Pedersen ::Mitchell 
::Benchmarks ::Yurek 
::Kwei ::Repository 
::392 ::Ronald 
::Stankovic ::Arthur 
::Imielinski ::100 
::GEM ::Nested 
::LRU ::Notes 
::Logic ::Dimitrios 
::Managing ::Gesmann 
::Helal ::Searching 
::Change ::Soloviev 
::489 ::Stemple 
::Francine ::In 
::Association ::386 
::Halici ::353 
::STRUDEL ::Sparsely 
::430 ::Specifications 
::Quantitative ::Yossi 
::Path ::Rosana 
::Rudolf ::Luo 
::Kon ::519 
::Editorial ::Condition 
::Theory ::Interface 
::Gogolla ::Tarantino 
::Piyush ::Tova 
::Unnikrishnan ::Grandi 
::Beverly ::ONTOS 
::Jay ::Enough 
::Avoid ::Bergamaschi 
::Klemens ::Klaus 
::Beeri ::Unnikrishnan 
::133 ::Rules 
::Compensation ::Masum 
::Ramez ::Jason 
::Xiaoyang ::Free 
::Announcements ::Naacke 
::Constraints ::88 
::George ::Surajit 
::Chris ::Distributed 
::Rapid ::Monash 
::Stoltzfus ::Beliefs 
::Karypis ::Workstations 
::Administering ::their 
::Comparison ::Harumi 
::Mendona ::Biliris 
::Andree ::Gemis 
::30 ::Kim 
::NSF ::Mackay 
::Closure ::Suppletment 
::Maintaining ::Wilson 
::Number ::database 
::Finkelstein ::RISC 
::Adali ::Procedures 
::University ::Summary 
::307 ::Cyclic 
::Specification ::10 
::ETH ::Meltzer 
::Kerry ::Schema 
::470 ::Lionel 
::579 ::239 
::Spyratos ::Nori 
::522 ::Justin 
::Morin ::Moira 
::348 ::System 
::Haran ::576 
::sets ::259 
::Deferred ::339 
::397 ::Muth 
::Anderson ::Exploration 
::Studies ::Yannis 
::Metadatabase ::Neil 
::178 ::Sushil 
::Smith ::Agent 
::McGuinness ::144 
::III ::Representations 
::Store ::Converting 
::Svetlozar ::Air 
::138 ::Acharya 
::Abstract ::Stphane 
::Huang ::440 
::Infrastructure ::Webb 
::Maryanski ::Steinbrunn 
::Distributed ::LORE 
::On ::Dayns 
::Madnick ::BIRCH 
::Chawathe ::Nectaria 
::Video ::Hierarchies 
::Cliff ::Burrows 
::Fabret ::Rational 
::Nimrod ::Morin 
::Environmental ::Actual 
::Sleepers ::Subrahmanian 
::Soumitra ::Woolf 
::Weihl ::Masum 
::Katia ::Haas 
::Stole ::Stonebraker 
::Taube ::136 
::formerly ::Towsley 
::Consistency ::233 
::Betty ::Ramanathan 
::Hartson ::Optimizer 
::Farias ::Dittrich 
::Chopping ::Justin 
::Solution ::Warehouses 
::Yates ::Sequences 
::172 ::Left 
::Darwen ::284 
::Fault ::Subrahmanian 
::Hull ::Jain 
::122 ::Assurance 
::553 ::Schning 
::Nikolai ::Shalom 
::Shalom ::Navin 
::Karthikeyan ::Why 
::Raymond ::Mark 
