::Neel ::412 
::Persistent ::Psaila 
::Middleware ::1552 
::Automata ::ColbyCHJJMSW98 
::RDMS ::HwangBRCSZ05 
::DohertyHR96 ::JVM 
::22851106 ::Sequences 
::Obstacles ::Ifrim 
::Reduction ::SrikantA95 
::314 ::124 
::Lim ::KemperM90 
::SellentinM98 ::Advancement 
::Computer ::ds 
::Load ::Chris 
::Maximum ::230 
::Telecom ::164 
::753 ::SPP 
::Carlo ::488 
::Leveraging ::6 
::LehnerHS02 ::592 
::Associations ::BadrinathR92 
::DeWittNS91 ::15310201abs 
::Gupta98 ::Kyun 
::Walid ::Gertz 
::ChenDN02 ::IHE 
::15310473abs ::Disparate 
::Mehta ::Dinh 
::ShuklaDNR96 ::Integrity 
::Alomari ::Dumas 
::Rotem91 ::Lohman 
::Snapshots ::643 
::Multicast ::Roller 
::4497619 ::Gmach 
::Patricia ::Optimizing 
::1343 ::pe 
::Beckmann ::Tsotras 
::492 ::Nested 
::ChenDN02 ::Hoa 
::JeungSZ08 ::BestR85 
::BorgBGHO89 ::XStream 
::Maruyama ::Labrinidis 
::Processor ::Area 
::Prcis ::Wesley 
::NguGBCDB02 ::665 
::ONeilQ97 ::LudascherGM01 
::GoyalHKMS96 ::Qigang 
::691 ::Snake 
::RoussopoulosKV95 ::Jeung 
::HolsheimerKMT95 ::Maryann 
::Jagadish ::15310331 
::Jeong ::Samples 
::4497507 ::357 
::Baile ::Yahia 
::124 ::Lopez 
::Swart ::P004 
::Tirthapura ::41 
::PapaemmanouilC05 ::Bingsheng 
::De ::Elmeleegy 
::IHE ::Inferring 
::DeligiannakisSKVD08 ::1576 
::ObermeierBHCS08 ::22850631abs 
::PatelD96 ::15310271 
::Widom ::Kyu 
::Nilesh ::SpaceTwist 
::Warner ::Market 
::ShuklaDNR96 ::4497436 
::Christoph ::Riqiang 
::Porkka ::UNIT 
::Molina83 ::Wloka 
::15310685abs ::GuptaMS93 
::AdibaL80 ::GionisMT08 
::160 ::354 
::71 ::CormodeKT08 
::sigmod ::Incomplete 
::KimCD05 ::4497448 
::HenrichHSW91 ::4497450 
::P268 ::YiuJHL08 
::PatelD96 ::V 
::MAFIA ::Binnig 
::FlajoletGPR93 ::Role 
::Prakash ::Motwani 
::RamanSQRDKNS08 ::Ong 
::Wiederhold92 ::Hsu95 
::302 ::1483 
::Panagiotis ::Hett 
::Sunbir ::Ahn 
::604 ::EllisGR91 
::leeuwen90 ::Chafle 
::Chong ::4497606 
::Hetal ::ebXML 
::Airoldi ::Jeffery 
::Projected ::YiuM06 
::tcs ::Hyong 
::Sriram ::Records 
::Rakesh ::Indrajit 
::1111 ::JainDG08 
::22850742abs ::Bypass 
::fayyadPSU96 ::KanagalD08 
::693 ::QoS 
::pe ::331 
::Chakravarthy ::1137 
::Jagrati ::ConsensLO06 
::717 ::1417 
::22850668abs ::586 
::internet ::4497597 
::LevyMSS95 ::Chai 
::Jayavel ::Ludscher 
::Powerful ::22850502abs 
::614 ::GoldbergR83 
::Duan ::Neville 
::4497517 ::TuckerM02 
::Shukla ::Triggers 
::BlossomTree ::529 
::22850258abs ::Welch84 
::Lieuwen98 ::Nectaria 
::Ozcan ::RX 
::4497568 ::Corey 
::NussbaumerPSS95 ::22851144 
::LawrenceB02 ::1369 
::Levandoski ::artdb 
::1599 ::QuLM06 
::Bouganim ::P486 
::HwangC05 ::Arnon 
::Scaling ::Shaull 
::Sizes ::4497503 
::BrantnerKMH06 ::Ang 
::192 ::YangWWY02 
::Numerical ::GuhaK02 
::Spatscheck ::GrabsBS01 
::Martin05 ::Flexible 
::P201 ::Intuitive 
::Franklin ::Estimating 
::307 ::Wlodek 
::Ioannis ::Gubanov 
::Characterization ::GartnerKKZ01 
::wi ::Bundles 
::Gonzalez ::Chong 
::P588 ::Tamer 
::Documents ::Angela 
::Kha ::15310663abs 
::Krishnaprasad ::Jiefeng 
::Vikram ::Study 
::Akiko ::CNN 
::NeumannHM05 ::KimGBW90 
::fAST ::434 
::Access ::Developing 
::Supervised ::63 
::645 ::Caetano 
::1406 ::Huaiyu 
::594 ::1363 
::280 ::YangP08 
::459 ::multimedia 
::PapakonstantinouGU96 ::Vanitha 
::Ang ::Fjording 
::Duplicates ::Tiancheng 
::BunemanDFS97 ::ChenD97 
::Jrgen ::Anonymization 
::AcharyaGJKST08 ::SilbersteinBY06 
::Shadmon ::362 
::Providing ::AttieSSR93 
::Pierre ::4497546 
::ReissH06 ::icmcs 
::Sacc ::SarawagiS96 
::conf ::ZhouP08 
::Cahill ::P074 
::Obermeier ::383 
::BlakeleyCERW05 ::DeRose 
::22850841abs ::Wayfinder 
::1109 ::Sarawagi97 
::BINGO ::Quanqing 
::WuAA02 ::MeoPC98 
::HiWaRPP ::Tony 
::Periklis ::MummertES95 
::Outstanding ::Mal 
::Nearest ::Mahesh 
::Gadia86 ::T 
::Kashani ::22851111abs 
::Transfer ::relational 
::Evaluating ::91 
::Tao ::AslandoganTYLN95 
::967 ::4497547 
::F ::Computing 
::YiuJHL08 ::Kristen 
::P074 ::Trajectories 
::Collection ::Liu96 
::Demand ::Cache 
::Hisashi ::P380 
::Determine ::MendelzonMM96 
::Shaped ::Toward 
::IshikawaSKMMIAY93 ::Wensheng 
::Tomkins ::Shetal 
::Evaluation ::Agents 
::Heerde ::Shouke 
::Shojiro ::MaierS86 
::HenrichHSW91 ::Distinctiveness 
::Chung ::Orchid 
::Environments ::Seidl 
::Jianlong ::GuhaKSY06 
::Interface ::AbiteboulHB99 
::Adaikkalavan ::Prodromos 
::Tsaparas ::Davey 
::333 ::Akrivi 
::MachanavajjhalaKAGV08 ::top 
::OntoWebber ::Hazem 
::1071 ::673 
::Tsukamoto ::JagadishMR97 
::tois ::4497514 
::Kun ::Marzouk 
::Footprint ::Kersten08 
::That ::15310266 
::Claudio ::SegevF90 
::Yip ::X06b 
::Xueyan ::962 
::4497636 ::Maintenance 
::Processor ::SeshadriLR97 
::535 ::Nanni 
::Hernndez ::Stahl 
::Cloaked ::Tuan 
::Virtual ::HeinzKRS08 
::Roller ::Tsukamoto 
::HwangPS98 ::PatonDWCDJ93 
::HellersteinNP95 ::SrivastavaL88 
::237 ::Justin 
::22850360abs ::635 
::4497621 ::Ketchpel 
::Algebraic ::SAP 
::Hnle ::Tiong 
::ZhangTS02 ::EELs 
::Vladimir ::Arnon 
::1504 ::4497465 
::Luo ::Ling 
::GantiCM05 ::790 
::Sam ::ChenOR08 
::Protecting ::1378 
::X05p ::MelnikGR02 
::Goel ::Lomet98 
::4 ::Panos 
::Weis ::FischerK05 
::WangM05 ::1603 
::Signal ::EdmundsMSS05 
::Unsafe ::4497618 
::1047 ::mg 
::Wisam ::KashyapRRS08 
::730 ::1587 
::Query ::Ira 
::Takahiro ::177 
::Harumoto ::630 
::Across ::1399 
::Translation ::Chin 
::Guo ::Translation 
::Weis ::371 
::TaoXLZ08 ::Pushing 
::Dixit ::22850656abs 
::1512 ::Maier 
::Provisioning ::ZhangS06 
::Latency ::4497477 
::Gregory ::Kotagiri 
::Chih ::Perego 
::Hull ::HardwickSRM97 
::Lychagin ::Labeled 
::Afalg ::AttieSSR93 
::883 ::MohanPL92 
::4497598 ::LiuYGS98 
::P362 ::794 
::Gunther93 ::Presentations 
::AstrahanBCEGGKLMMPTWW76 ::Shyu 
::Sam ::638 
::Packets ::Jianliang 
::nato ::Kim95 
::XDS ::Generic 
::MohanN91 ::FranklinCL93 
::121 ::Gryz 
::ChenR05 ::15310264 
::Nested ::Furfaro 
::Kihong ::WolskiKP96 
::TRMeister ::ChenDER05 
::X06a ::1334 
::49 ::1005 
::Haiyan ::Christine 
::1414 ::P588 
::Partition ::22850324abs 
::15310283 ::Pekka 
::545 ::Creation 
::1503 ::PhanL08 
::Tree ::4497616 
::GryzSZZ01 ::KuwabaraT05 
::Views ::1426 
::BurnsDILP08 ::Jin 
::Aoying ::4497449 
::Driven ::666 
::String ::MOLAP 
::Vazirgiannis ::Ramaswamy 
::Chang ::730 
::Dai ::431 
::JiangLWY02 ::After 
::1354 ::FranklinCL92 
::4497590 ::Varied 
::SVL ::Malin 
::BilkeN05 ::Riedewald 
::Ma ::Memory 
::Modern ::Yangjun 
::ZhouOTY06 ::IBM 
::Sequence ::Stonebraker94 
::Algebraic ::Harchol 
::Summaries ::Databases 
::4497451 ::Schemes 
::StreamingWindow ::626 
::939 ::Sourav 
::Spatial ::Scheuer 
::Hierarchies ::Di 
::EltabakhEA06 ::LiLL08 
::17 ::Alkis 
::Eng ::ChaudhuriKPS95 
::Chaudhary ::LeeMCC02 
::Karlsson ::22850583abs 
::Ntoulas ::Koh 
::LudascherGM01 ::Marios 
::Snapshots ::Stonebraker94 
::Errors ::WangHLS06 
::15310494 ::AgesenBPT01 
::WuK05 ::KornSFSP96 
::Pei ::170 
::Wolski02 ::Thakkar 
::Alink ::Haifeng 
::Kihong ::4497516 
::Two ::siamcomp 
::Ester ::Brent 
::Revisited ::ChenLGKP94 
::Naughton ::Fernndez 
::Colors ::How 
::Unknown ::704 
::BenatallahSND02 ::1587 
::Dyreson ::Extra 
::Karlsson ::Knuth73 
::Zhiming ::YuC84 
::Nagaraj ::P458 
::Lieberman ::In 
::Paolo ::Development 
::Ramanath ::Faloutsos 
::Angela ::Martin 
::SchmidtJS06 ::Tim 
::Sherkat ::15310212abs 
::Histograms ::Lai 
::BalkeNST05 ::Mylopoulos 
::P004 ::Kornel 
::Pontieri ::Flattening 
::Prashant ::Majumder 
::892 ::Muralidhar 
::Yossef ::Designing 
::Haggai ::XingZH05 
::WongA85 ::MummertES95 
::BancilhonDK92 ::Tiancheng 
::LiuC08 ::1099 
::Specialization ::794 
::4497492 ::WangZZ06a 
::ZhangTS02 ::Yanlei 
::Shkapenyuk ::Taniguchi 
::Refresh ::Polynomial 
::OGormanAA02 ::Nicklas 
::MeltonS93 ::ChenGK05 
::Variable ::Decoupled 
::22850143abs ::697 
::Elena ::Barbara 
::Information ::15310529abs 
::LehnerHS02 ::Interacting 
::Calimlim ::177 
::bda ::Akiyoshi 
::Michail ::Processors 
::RemiasSZS97 ::Kurul 
::Global ::Bedell98 
::4497627 ::Xiao 
::Wolski02 ::Bogdan 
::1032 ::325 
::WangHLS06 ::pods 
::P066 ::dpds 
::Agarwal ::CosmadakisK86 
::JigyasuBBCDMT06 ::534 
::Hristidis ::22 
::GeZ08 ::Gehrke06 
::1121 ::4497607 
::BaralisCC05 ::Simulation 
::DeRoseCGSDBZ08 ::BreitenederGT92 
::Errors ::Hershberger 
::684 ::Tufte 
::Style ::1091 
::Cha ::Hierarchical 
::Revision ::MoonWL01 
::Sellis ::inproceedings 
::481 ::Lola 
::VrhovnikSRM08 ::22850357 
::DiaoFFT02 ::AndritsosFM06 
::Ramasamy ::Entity 
::Consistent ::Munagala 
::cj ::B 
::Woong ::864 
::BohmK01 ::HadjieleftheriouCKS08 
::PitouraT08 ::AbiteboulV97 
::PeiHL01 ::362 
::P2P ::Leonid 
::514 ::LiBRHCN05 
::Reichert ::22851137abs 
::OrfaliHE96 ::341 
::Tam ::SchroederHIN06 
::Fen ::Gedik 
::KonopnickiS95 ::Shahabi 
::VenkataramanNL98 ::CabibboPT06 
::Problems ::517 
::Operations ::4497399 
::DeWittKLPY94 ::296 
::Samet ::books 
::10010173abs ::1022 
::P014 ::Rahm 
::Hai ::15310225abs 
::Overview ::Jagadish90 
::Browsing ::Shivnath 
::CormodeIKM02 ::Shivnath 
::Bayardo ::Indexes 
::Tsukamoto ::Representation 
::Franoise ::Large 
::McCannKSVSD05 ::PapadimitriouRR94 
::ride ::Scheme 
::415 ::Haibing 
::754 ::Volatile 
::Standing ::Delis 
::BerchtoldKK96 ::Sidle 
::SPP ::4497631 
::Programming ::Kasthurirangan 
::Spatio ::Annita 
::22850106abs ::Chaudhary 
::Han ::MIX 
::4497540 ::Members 
::Authority ::Psaila 
::AbiteboulMPPS08 ::914872 
::Xiaohong ::300 
::AgrawalS94 ::Gabriel 
::211 ::X05s 
::Arijit ::Jinping 
::Design ::Schwarz 
::Kunath ::Kashima 
::Regulation ::TataFS06 
::Lightweight ::BANKS 
::YuHC05 ::Scheduling 
::Stephen ::Quan 
::398 ::Sndor 
::340 ::TangYOCW08 
::Gionis ::1402 
::BargaL01 ::tods 
::HartDV88 ::54 
::22850434abs ::Prabhakar 
::Merging ::F 
::MoDB ::Omran 
::Oracle ::4497569 
::Ka ::BancilhonR86 
::Nicholas ::Roussopoulos 
::ShenSYZC06 ::Magdalena 
::AliCKR08 ::Quasi 
::684 ::Modern 
::380 ::292 
::Cardinality ::Networking 
::Quasi ::Kwong 
::WilschutFA95 ::Punctuation 
::dx ::Marlow 
::Partnership ::Raffio 
::15310555abs ::Xiaohong 
::Kementsietsidis ::Anup 
::4497543 ::Maximal 
::Physical ::Tara 
::Ehud ::420 
::259 ::That 
::Sarvjeet ::Harchol 
::Richard ::155 
::GonzalezHLK06 ::WangXHZWZS08 
::Verifiers ::RyvkinaMCZ06 
::1563 ::Processor 
::LuccheseVRY08 ::HungDS05 
::A ::GartnerKKZ01 
::Framework ::22850069abs 
::YangPPK08 ::JinXDW02 
::Mayfield ::JigyasuBBCDMT06 
::Real ::Goethals 
::Shiroh ::Henrich 
::Their ::Fukuda 
::Hisashi ::RAIDs 
::Masaru ::Jiawei 
::BinnigKLS08 ::Maarten 
::ShaLJ88 ::Vclav 
::4497429 ::424 
::Deductive ::Vectors 
::ChenHS02 ::Young 
::38 ::BOXes 
::AmarmendAK06 ::Zeiss 
::Yu ::Compression 
::Oguchi ::nato 
::Hetal ::Hibino 
::Circumstances ::BuccafurriRPS02 
::SavageW96 ::PGM 
::GrayC89 ::Ntoulas 
::Shu ::Kanaya 
::916 ::Verma 
::Flip ::SayalCDS02 
::IkedaMITHHO05 ::1474 
::4497404 ::Maged 
::Cui ::350 
::Jason ::513 
::Takeshi ::Rene 
::Boolean ::Terabyte 
::MOOLAP ::Tracking 
::Tobias ::Carson 
::Korn ::AthitsosPPK08 
::Bakalov ::LeeKC01 
::MarianAKS05 ::Shubha 
::1218 ::191 
::Vijay ::IvanovaKN08 
::Dan ::Stonebraker94 
::Carl ::Papakonstantinou 
::Mayfield ::Morse 
::k ::Peers 
::Inventing ::Supporting 
::Fault ::714 
::icde2008 ::Malkemus 
::Ozcan ::Aggregationin 
::Sensing ::Kotagiri 
::meets ::Xing 
::Johannes ::Connectivity 
::Logan ::Naumann 
::WuWLM06 ::GravanoGT94 
::Queries ::1448 
::Kanad ::ChenWZY08 
::446 ::ReissRKZV08 
::NgOT02 ::OCallaghanMMMG02 
::Bishwaranjan ::Kanamori 
::Kwietniewski ::Sobulo 
::Tian ::ImielinskiB94 
::4497607 ::Su 
::4497434 ::Park 
::Summary ::Yafei 
::4497432 ::Publishing 
::MitschangPPLS93 ::HwangBRCSZ05 
::1084 ::Extended 
::174 ::Papadopoulos 
::ORDBMS ::Shen 
::P392 ::Dimitrios 
::245 ::4497431 
::JermaineOY02 ::Schwarzkopf 
::Salka98 ::Marx 
::LometBMS06 ::Changqing 
::Workloads ::Tomography 
::4497457 ::Lychagin 
::717 ::Brent 
::246 ::SistlaYH94 
::btw ::Utkarsh 
::YangSRG06 ::Min 
::Trombetta ::4497603 
::Xiangdong ::Nabeel 
::HinterbergerMG94 ::22850583abs 
::15310103abs ::Adaikkalavan 
::773 ::Kulik 
::SketchTree ::VenkataramanNL98 
::Availability ::AraiDGK06 
::Sellentin ::Overview 
::Yoshinari ::Keim 
::4497529 ::ai 
::Faradjian ::Wenjie 
::Suri ::Redo 
::BentleyF79 ::FranklinC92 
::Intersection ::PetitTBK96 
::Labrinidis ::145 
::DanK95 ::Friendly 
::Gudes ::313 
::BlakeleyLT86 ::DayalHL91 
::CasatiCPP95 ::1360 
::Varied ::1209 
::Informative ::CherniackZ96 
::Neeraj ::Stephanie 
::Memory ::Murugesan 
::Roussopoulos ::widomC96 
::booktitle ::Referential 
::Communication ::ShriraX05 
::KornMW06 ::240 
::380 ::Atluri 
::Guestrin ::Tripod 
::Cross ::Ulrich 
::Packets ::Updating 
::Pankaj ::Toon 
::Chow ::Store 
::Zilio ::Lupu 
::Imperatives ::LuBZ06 
::Trombetta ::Inference 
::312 ::Granular 
::Meaningful ::136 
::Bo ::Mappings 
::AgarwalADGNRS96 ::Relaxation 
::PathakCG08 ::Fukuda 
::Shin ::4497600 
::OWL ::Upendra 
::121 ::Lookups 
::LianC08 ::1387 
::Steve ::Marian 
::Arbitrary ::Biton 
::Minh ::Platforms 
::Rajkumar ::Yifeng 
::Robinson81 ::AgrawalJKL06 
::Objects ::Example 
::Iceberg ::22850717abs 
::Leutenegger ::Samuel 
::Herbert ::4497524 
::Optimized ::Coverage 
::Earth ::German 
::Roy ::124 
::Equation ::Telecom 
::Ln ::ChenOO08 
::Luc ::BonchiGLOPT06 
::HarrisonD92 ::SchroederHIN06 
::Assurance ::Sikka 
::1208 ::RohmBS01 
::Its ::Billing 
::Shasha ::Nicoleta 
::Cristian ::Datar 
::Takegawa ::AbiteboulK92 
::ibmsj ::Major 
::Hibino ::1032 
::Qiang ::X06 
::VlachouDNV08 ::Sanjeet 
::AkindJLS02 ::BaralisCC05 
::Etoh ::704 
::4497532 ::Rantzau 
::1208 ::Masaru 
::Anonymizing ::Meng 
::Braynard ::Never 
::Ulrich ::PuKH88 
::Liu96 ::BurnsDILP08 
::Ahn ::Brantner 
::Gao ::Vikram 
::15310333 ::Huan 
::Weikum91 ::KaF02 
::About ::Mummoorthy 
::526 ::15310271 
::Silva ::LuoNE02 
::Identification ::Descriptions 
::Threshold ::Arthur 
::onWeb ::Yuni 
::SECONDO ::BernsteinGWRR81 
::Ertem ::1402 
::Astoria ::Declarative 
::TanGO01 ::735 
::914858 ::Maher 
::1471 ::Fegaras 
::Joxan ::Gertz 
::AlonsoC05 ::Locality 
::FudosPP02 ::Zilio 
::Suman ::1036 
::165 ::Bertk 
::182 ::914819 
::Kwang ::10010473abs 
::Categorical ::536 
::KatayamaS01 ::LaiTB05 
::Sikkupparbathyam ::Heterogeneous 
::ChonAA02 ::4497579 
::673 ::level 
::KonopnickiS95 ::Supratim 
::ife ::VLEI 
::Shuqing ::137 
::914869 ::Dhamdhere 
::Jianliang ::Dirty 
::Xiaofei ::35 
::992 ::MyllymakiL95 
::JiangAC05 ::HirataHTK96 
::SchmidtJS06 ::Managing 
::Wikipedias ::Rudra 
::Forms ::Graciela 
::DanK95 ::ChongDES06 
::Jagan ::Zhuang 
::DunnDDS02 ::TungHH01 
::Leveraging ::Draper 
::I ::Structured 
::4497463 ::LiuSYR98 
::Heterogeneous ::KramerP96 
::Stored ::Disparate 
::Pucheral ::Raymond 
::Shi ::KuwabaraT05 
::Jain98 ::XiongMA05 
::Ohler ::Graphitti 
::66 ::SinghL08 
::642 ::LakshmananSS96 
::Seluk ::BohmHLW08 
::4497558 ::Keith 
::ONeilG95 ::Terracina 
::Wavelets ::Direct 
::Katsumi ::Shantanu 
::4497602 ::Haritsa 
::Benatallah ::Burdick 
::914839 ::Morishima 
::Error ::Tracking 
::Muhammed ::92 
::GruberKP01 ::1604 
::EppingerMS91 ::Capturing 
::Mamoulis ::436 
::Browsing ::1482 
::acr ::Munagala 
::1148 ::Obermeier 
::Aliekber ::1480 
::Effective ::After 
::1043 ::Sunita 
::Cohe ::Shamkant 
::P380 ::Delis 
::Dialect ::Tool 
::Atallah ::28 
::Self ::FernandezFKLS97 
::Aravindan ::Online 
::Your ::2008 
::253 ::Tsukamoto 
::Yuguo ::Intelligence 
::933 ::Miss 
::Generalizing ::Cao 
::DBMSs ::Haejoong 
::Goethals ::Natural 
::Shin ::Lieberman 
::IMAX ::LianC08 
::Acharya ::Sanjay 
::Ngu ::LeungMSVVZ93 
::L ::Making 
::Prasan ::dimensional 
::Tatemura ::Selection 
::YangL01 ::YounSun 
::4497442 ::Type 
::LuoNE02 ::390 
::Persistent ::JaberV06 
::Scalability ::EltabakhEA06 
::Subramanian ::Zilio 
::JiangAC05 ::335 
::Archetypes ::Time 
::0002 ::1489 
::BhideDD93 ::Random 
::CNN ::Efficiently 
::Asonov ::Outsourced 
::Michal ::586 
::Legacy ::Osman 
::4497607 ::mta 
::Did ::Arijit 
::Gignere ::4497421 
::Enforce ::DeFazio01 
::UchiyamaOH05 ::623 
::22850258abs ::1390 
::GanesanSG05 ::Xiaofeng 
::DewriRRW08 ::470 
::P324 ::991 
::Jeff ::Manuel 
::Tien ::Gummadi 
::De ::Confidence 
::icde ::22850143abs 
::DasguptaGJSV05 ::3D 
::Mukhopadhyay ::nwosuTB96 
::Primary ::932 
::2005 ::593 
::992 ::15310496 
::CabibboPT06 ::Sharad 
::22850188 ::Xingdong 
::0003 ::358 
::735 ::cikm 
::1950 ::1513 
::Advances ::ife 
::4497534 ::190 
::Transform ::Ulrich 
::587 ::Sotiris 
::Heikki ::Iida 
::Oxley ::Andreas 
::LakshmananSS97 ::ChawatheRGW96 
::Index ::Davey 
::JakobGHN05 ::577 
::ChenWWM06 ::1388 
::Programming ::Gedik 
::Cunningham ::Mihai 
::Role ::Rules 
::252 ::495 
::Panayiotis ::Stonebraker 
::year ::61 
::OptRR ::Gupta 
::1583 ::P558 
::48 ::Rajagopalan 
::Exponentially ::45 
::Varadarajan ::ups 
::PoosalaIHS96 ::Ping 
::Tony ::4497610 
::583 ::Chrysanthis 
::Accessibility ::Bhm 
::Norio ::Knowledge 
::Syan ::LeFevreDR06 
::Multilingual ::BunemanDHS96 
::Ferhatosmanoglu ::Salka98 
::Technology ::SIPPER 
::15310323 ::JinZLWS06 
::Jagan ::Hector 
::Eberhardt ::Remote 
::P542 ::AggarwalY08a 
::HampapurJW95 ::Error 
::CastroN08 ::Conceptual 
::inproceedings ::Inside 
::GibbsBT94 ::Medical 
::Nisheeth ::Hashing 
::465 ::1396 
::440 ::15310488 
::Added ::Fegaras08 
::Infrastructure ::307 
::1351 ::Roy 
::Fayyad ::Laurent 
::914848 ::Provenance 
::GaoHPSA06 ::Burns 
::P424 ::VenkataramanNL98 
::4497423 ::Patel 
::Dam97 ::Repositories 
::Hendrik ::Committee 
::627 ::LeungMSVVZ93 
::Hongtao ::WangL08 
::Zhewei ::Engineering 
::conf ::111 
::Agarwal ::CocciTDS08 
::AITVS ::22850193abs 
::IC ::Optimal 
::XML ::Zaniolo 
::4497472 ::Subbarao 
::Multiple ::1489 
::YanOZ08 ::SolworthO91 
::EllisGR91 ::Fayyad 
::Miss ::15310323 
::4497474 ::Refresh 
::Sherkat ::Johnson98 
::Alberto ::Lo 
::Tanin ::Houtan 
::BittonMT89 ::Denny 
::Are ::Wolski02 
::SchmidtKW01 ::Sarvjeet 
::Zhou ::359 
::Bowman ::Mladenic 
::376 ::Leong 
::516 ::1624 
::on ::ShriraX05 
::Paths ::Quan 
::Loops ::Array 
::Eltarras ::P466 
::SarawagiS96 ::IshikawaKOYKK96 
::516 ::4497524 
::Bhat ::icde2005 
::Torlone ::Domenico 
::327 ::1560 
::Unknown ::LinVM06 
::AggarwalY98 ::Cattell91 
::Lieuwen98 ::ShriraX05 
::Compliance ::Guo 
::Replication ::Chitta 
::4497602 ::Le 
::Seltzer ::Chow 
::Daniela ::Paton 
::HaraHTN97 ::Approaches 
::Faster ::GuptaM95 
::Brent ::Immerman 
::Rotem91 ::YuC84 
::22851024abs ::4497419 
::Provisioning ::Extensions 
::Bry ::Mayur 
::697 ::Numerical 
::NetzCFB01 ::Informative 
::Gabriel ::Andrey 
::1516 ::MengLWG02 
::Searching ::679 
::Tool ::4497450 
::Sup ::1405 
::Dik ::Peery 
::Sing ::Mohan90 
::680 ::Tilo 
::Garret ::Triggers 
::Songyun ::toms 
::GreifSW86 ::MolinaLV84 
::1448 ::Pu 
::Scripting ::Transfer 
::Direct ::osdi 
::1424 ::P108 
::380 ::4497587 
::Hjaltason ::Pei 
::Bowers ::4497540 
::Counting ::P296 
::Hilda ::Fischer 
::JagadishMM95 ::AHYDS 
::Continuous ::Flip 
::XSEED ::Torlone 
::SmithC96 ::Robert 
::AmarmendAK06 ::1612 
::185 ::CastellanosC05 
::Lychagin ::294 
::46 ::KashaniS06 
::Feltes ::Ting 
::P066 ::Evripidou 
::533 ::KahveciS01 
::660 ::Atluri 
::4497461 ::Yip 
::KamelF93 ::Curves 
::Rigsby ::Duality 
::Arai ::33 
::Magesh ::Enumeration 
::Dependency ::Surajit 
::LivnyRBCDLMW97 ::Alberto 
::Davide ::DREAM 
::1608 ::890 
::Takahide ::Ravishankar 
::Usage ::Mendez 
::1504 ::NabeelB08 
::Seltzer ::HwangCZ08 
::LangOS97 ::code 
::Leung ::iandc 
::MittalHH01 ::pe 
::P014 ::192 
::Directed ::Sidle 
::Khalifa ::873 
::4497493 ::Pfoser 
::967 ::rtdb 
::Chaplin ::Roelof 
::Onizuka ::Balaporia 
::Miyuki ::Fudos 
::ChenOO08 ::CormodeKT08 
::Franklin ::Henrich 
::Raschid ::Uncertain 
::914824 ::Moerkotte 
::4497566 ::AggarwalY98 
::Sergei ::Fits 
::Navathe ::1580 
::WhiteJ96 ::1430 
::EstanN06 ::GrahneLWX01 
::Xiaoxin ::1531 
::22850514 ::Mor 
::Shrivastava ::Invariant 
::22850230abs ::CareyD96 
::SunAA02 ::1415 
::Peiya ::1036 
::usenix ::1 
::WiwatwattanaJLS06 ::ZhangYST06 
::Voronkov ::Bentley75 
::Girish ::Rundensteiner 
::http ::DakkaI08 
::JohnsonK84 ::GalAX02 
::ICDE98 ::Hammad 
::Jacobsen ::227 
::PeiHL01 ::Stoumpos 
::Tarik ::Profiles 
::sac ::Novel 
::765 ::Zhou 
::Join ::Ander 
::Ketchpel ::ChanET05 
::FLWOR ::Jia 
::Tanveer ::sup 
::Store ::Agma 
::Scientific ::IshikawaYIK96 
::554 ::GangerK97 
::1120 ::Zhiping 
::Son ::Views 
::Martin05 ::ONeilWFCM98 
::Seltzsam ::549 
::Yap ::Margo 
::Simon ::Outsourced 
::Brian ::Crime 
::Prashant ::Annotations 
::4497517 ::UNIDOOR 
::695 ::Fischer 
::AlonsoAAKGM96 ::Felber 
::Engovatov ::Laura 
::Judice ::Antoshenkov93 
::65 ::Nasi 
::Memos ::Felipe 
::Nguer ::ZhouOTY06 
::1072 ::Howe 
::Imai ::StodolskyGH93 
::Convoy ::Series 
::Architecture ::LuoWL08 
::Synopsis ::Mehmet 
::RoussopoulosKV95 ::Intelligent 
::Iida ::Hsu93 
::660 ::Suchanek 
::intensive ::Pathak 
::Rosy ::Ravishankar 
::Segmentation ::Sevcik 
::4497466 ::Gehrke06 
::McWherter ::983 
::4497425 ::JagadishMR97 
::Gertz ::ChenDN02 
::XiongMA05 ::548 
::Feida ::Savasere 
::Guided ::TanselCGJSS93 
::BeckerHF93 ::4497504 
::tse ::X06b 
::X06b ::TrombettaB06 
::Heterogeneous ::Nabeel 
::Nisheeth ::Shah 
::Geoinformation ::Kraus 
::Inflationary ::1033 
::1367 ::Milena 
::Vineel ::Till 
::CORBA ::Castellanos 
::On ::Series 
::Luk ::Wolski 
::15310225abs ::Graefe 
::3D ::Sarvjeet 
::Yibin ::Preference 
::Phantom ::Teoh 
::That ::Enumeration 
::Hammer ::ModelGen 
::Orenstein91 ::LiC98 
::Vlachou ::sp 
::LiuYT05 ::Mei 
::Richard ::Wide 
::constrained ::TataP08 
::Resources ::1552 
::Environment ::Smoothing 
::Conceptual ::4497398 
::4497524 ::Krithi 
::Madlmayr ::WidomC96 
::882 ::Maier 
::TaniguchiS05 ::MuralikrishnaD88 
::1036 ::237 
::Pollack ::Jagan 
::15310345abs ::187 
::794 ::Fei 
::Extensions ::60 
::MohanLO86 ::Solutions 
::Commutative ::Carson 
::LindsayHM86 ::Signal 
::Guan ::Doulkeridis 
