Tyrone::LiuC08 HanYY06::Collections Wayne::256 ::4497503 ::Simon 
DarFJST96::Antoshenkov92 Swart::NagarajNRS08 989::Strong ::BrantnerHKM05 ::1473 
Lal::based Weining::33 Paradigm::581 ::1179 ::SCADDAR 
Burke::cj 188::Sketch Leonid::isca ::Shamkant ::522 
Mengsheng::Outlier 15310264::Sarma Kemper::ThuraisinghamHRM98 ::Partially ::ShaLJ88 
Venkitasubramaniam::AcharyaAFZ95 1391::AutoGlobe Hon::Porkka ::csdl ::Jakob 
ZhouOTY06::Performance Location::CuiLXCDZ08 PapadimitriouRR94::Filtered ::DewriRRW08 ::Yin 
Mohan::201 Myoung::Migrating Better::625 ::SPEX ::1599 
189::Output 22850578abs::DIPBench Barzan::HeZC05 ::Queries ::Steven 
22850131abs::Terms Gisela::Todd ArefCEFGHIMPRTTTVZ02::AcharyaFZ96 ::214 ::1003 
Grouping::1454 Semi::Ngai SEMCOG::Queuing ::FudosPP02 ::AndresO98 
Facet::Security NgH94::Jiangchuan Never::DingCRTHC08 ::4497446 ::BryanEF08 
SEMCOG::Annotations ZhangGW08::22850490abs Teamwork::Raymond ::Resolution ::Bohannon 
Djafri::Distributors Rau::Coupling DasguptaGJSV05::584 ::22850656abs ::Memos 
Pandis::Ge Pedro::Ihab v8::Mingzhe ::Azar ::CASTLE 
Donald::1492 Watzke::ups Abiteboul97::Mariano ::ZhouZQZ06 ::Spiros 
Mobile::LimB08 BhalotiaHNCS02::1494 Joan::15310283 ::Nakamizo ::artdb 
ParkKL01::Deb Mayur::Terms Dasgupta::334 ::366 ::Windows 
Babu::Bookmarks Anand::Renner01 Patricia::Architecture ::1111 ::Applications 
1118::Datar 1106::LangOKT98 BrinkhoffKS96::Navigation ::Akinde ::YiN05 
Kornel::LiC98 Indices::Graciela P314::N ::22850742abs ::Stacy 
Mario::StreamingWindow 261::AnwarMC93 Sponsored::Stella ::4497535 ::Fjording 
Sanjoy::cosit 15310706abs::Markus 1457::CopelandK85 ::15310383abs ::Lived 
CruzALRZ97::Levy SistlaWCD97::Huan Analysis::ShanADDK95 ::Welch84 ::Gignere01 
914858::15310287abs Selinger05::LeeHL08 Doan::Pietzuch ::Pfoser ::Braynard 
1427::Agents Rishi::1393 Corey::onWeb ::MAFIA ::Campi 
Twee::4497574 1352::Hannu 92::Region ::Caching ::4497524 
CormenLR89::229 PhanL08::P599 813::Hyun ::Lian ::Gubanov 
Papadopoulos::P164 DalkilicGR97::Gounaris 594::Murat ::Algorithms ::214 
913::FeeleyMPKL95 1522::Manolescu Economically::Crawler ::NievergeltHS84 ::Tanveer 
Rong::1405 ShethR93::Piatetsky91 Johann::1525 ::RastogiMBKS93 ::Jansen 
purpose::523 a::P144 Barbara::KitsuregawaTM83 ::554 ::Transparent 
KreplinZ01::Abiteboul97 18::Xiaopeng P600::Guido ::764 ::Radeschutz 
Down::15310261 1470::Moshe Fusheng::Evolving ::Star ::Master 
KornackerMH97::499 ZhouYGCD08::22850968abs Chrysanthis::1053 ::Qiang ::Wrapper 
leeuwen90::ShalemB08 LiedesW06::Concurrent Kanellakis95::22850878abs ::Atsuyuki ::1149 
Krithi::Westmann Scheuer::Elke 316::Environment ::Laboratories ::Sinha 
Boncz::AlomariCFR08 Videos::Shuang MalikBC05::Research ::22851126abs ::BorgBGHO89 
AdaliCCES96::704 Mover::Ian Orenstein89::Reduction ::Hannu ::KapitskaiaTV97 
Yannis::Watson 22850742abs::Abdel Order::Markos ::Szabo ::KatayamaS97 
Yasin::LorentzosM97 Microarray::MONDRIAN DB2::Myoung ::225 ::4497506 
Agma::join Zwol::411 Butterfly::22850032abs ::118 ::Segmentation 
389::4497574 column::Weihl88 btw::Problems ::Vikram ::Wing 
LangOKT98::286 DingCRTHC08::914840 Hidden::Ho ::Gting ::Vaithyanathan 
82::Models Makoto::JeungLSZ08 Shape::Goethals ::AndresO98 ::Abraham 
Jan::4497501 artdb::Stoumpos lisa::914852 ::Deductive ::Muhammed 
Hui::Hieu Yu::Methodical String::Don ::BabuDM08 ::1131 
Aristides::247 1129::AlonsoBC08 Scheme::Scaling ::Geerts ::Olivier 
HarinarayanRU96::LiZBSZN06 Edoho::Christoph Vectors::mms ::4497506 ::15310268 
TataFS06::Min 208::HanYY06 integration::to ::Brantner ::Shared 
Strategies::Minos 453::NgR95 Monotonicity::Distributors ::Push ::Lag 
Raffio::QianW91 15310333::Rathakrishnan 1510::ShatdalN93 ::be ::536 
22850081abs::Algebra Characterization::EROCS 15310697abs::22851109abs ::Detect ::15310093abs 
Platforms::4497456 Willis::Jason HanFWCGKLLRSXZ96::Approximated ::won ::22851120 
Amrish::Elizabeth 773::Shivakumar Ramakrishnan08::Wook ::Tuan ::Balanced 
Mariano::TianP08 Elizabeth::Compiler ZhangLRB08::Ifrim ::tocs ::914842 
Series::1307 er::LiC08 Yiu::Joshi ::Mladenic ::RothH93 
Orenstein89::Forecast 264::Hashing 22850143abs::252 ::Judice ::Munir 
Asymmetric::on Problem::22851098 Debate::Sheu ::Shiyan ::Hiroaki 
Aoki98::15310327 Ngai::ichi Plans::Managed ::Volker ::P154 
2005::P076 1423::BonczQK96 X05q::bc ::HermanGLW87 ::Threshold 
Seidel90::Sheth Joxan::1035 Sengar::Pearson ::with ::Dixit 
635::Internet Hailong::FlicknerSAHDGHLPSY95 Novak::High ::Tarik ::Oguzhan 
Underprovisioned::Rights Suresh::Michal 1477::4497582 ::KolliosGKB01 ::Anomalies 
HardwickSRM97::Janine LiOW08::I Shape::YangL87 ::Olston ::Suleiman 
Anirban::10010131abs 309::ssdbm Viglas::452 ::Vu ::LiLH06 
BonczQK96::Sharma 1394::Relationally 1584::KetchpelGP97 ::Injector ::1588 
Explicit::Zhang Triage::Qigang Shuigeng::Kou ::Everyplace ::Rakesh 
Right::avi 1127::22850958abs RaoLLPS01::Sarvjeet ::SNAP ::cdrom 
Associations::Netz Mukherjea::good HouleS05::Joan ::Gignere01 ::CareyDNAGS97 
Partitioning::Loreto 939::1551 4497563::Hristidis ::1118 ::LinAGD08 
Xuedong::Malicious LiZBSZN06::4497555 ShethL90::BorkarCELWW08 ::1139 ::HenrichHSW91 
Manikutty::tkde Rosenthal::SuWL06 dood::biased ::Qin ::party 
4497537::Strong Castellanos::Deng Guang::Designer ::22850403abs ::PapadiasT97 
P370::Dimitrios Accelerating::914831 Automatically::Videos ::Candan ::Queuing 
DaynesC01::4497500 Samples::Experiment 309::914863 ::GaoHPSA06 ::Repositories 
Scale::1515 Borealis::Holger TsatalosSI94::Generalizing ::FelipeHR08 ::Reorganization 
Lyublena::4497409 599::Strict SmithS96::Wolski ::Jayapandian ::databases 
1249::Inderpal Accessibility::Xiaofei Model::TORPEDO ::22850791abs ::scheme 
Kobayashi::QiaoIAA06 Schlimmer93::Xiong 1022::Davey ::164 ::4497553 
Antoshenkov92::LindsayMP87 Raghavan::Aravindan 1125::Athitsos ::890 ::493 
Papaemmanouil::Arnold DingCRTHC08::Yossef Milan::493 ::elmagarmid92 ::Debugging 
Fernndez::Graphics Sergej::Top Utilization::Zeiss ::ZhouOT05 ::Xiaofei 
Mu::455 Guan::Borealis Diagnosis::Morishima ::Meta ::Shu 
22850545::22851048abs 134::MendelzonW95 Tan::Mitchell ::Bttcher ::internet 
972::Fetching 1457::Shetal Anonymous::ObermeierBHCS08 ::RiTE ::ArefS94 
Shoshani::Estimator CeriW91::booktitle 643::442 ::Karras ::Stoumpos 
Bulk::Suman 4497438::ChoR02 anonymizing::Venky ::Aggarwal ::15310268 
RinardD96::Sheng 1459::Sakuma HuangD08::Progressive ::Extracted ::Sourav 
Lynch83::Psaila 531::767 Style::475 ::DREAM ::icdt 
42::LiuYT05 BrantnerHKM05::Mahmood 4497585::Dhamdhere ::ChiuehB08 ::XiongMA05 
Krkkinen::22851120 1399::Bernhard Fathima::Sanjay ::Sengupta ::Pei 
Ordered::Optimizing 676::Guoyu Multiresolution::Goh ::Eket ::Stefani 
Classification::Praveen Weiping::Riemenschneider Prabhakaran::FilhoTTF01 ::Dinesh ::4497521 
Lutz::Cyrus Chris::NievergeltHS84 HuangD08::10010661abs ::Dieter ::Piotr 
Ixent::Finding 1402::22850968abs Chaudhary::Apurva ::Prefix ::962 
4497586::1608 What::X06a Fegaras::Tuning ::fm ::Zurek 
241::Sanjeet Friendly::AlexanderR06 ChuaR95::Zwaenepoel ::U ::Sismanis 
CareyDFHMNSSTTWZ94::H Process::Kishiko Charging::CarterBZ95 ::Mason ::Afalg 
KashaniS06::1354 SpaceTwist::Shepherd Correlation::466 ::88 ::AutoLag 
LiC98::Trajectory Lois::Histograms WolfsonXYC06::Inside ::Bulk ::AyadNWS06 
1228::Wlodek Development::482 Machine::Right ::Shrivastava ::P436 
Rahm92::Daniel 4497399::Manfred 1318::Iceberg ::MoonWL01 ::Michail 
PabmanabhanG06::Miled 1378::Quanqing Arnold::Telecommunications ::Seung ::Variable 
Warehouses::MeoPC96 77::22850594abs Tam::22851061abs ::DeRoseCGSDBZ08 ::225 
Abiteboul97::Yip 22850583abs::Pablo ElmeleegyOE08::Kanellakis95 ::Yueguo ::IpeirotisNCG05 
Common::Rank Arno::Georgakopoulos Ong::ShenSYZC06 ::360 ::Ipeirotis 
1408::Asynchronous Materialized::667 RDFS::NAGA ::integration ::Dunn 
Draper01::1396 XuEKS98::DIPBench Flow::Linfeng ::KriegelKPS08 ::2285 
Overview::22851102abs Li::Tara 1147::406 ::Xing ::Kahveci 
Bradley::Anonymization InstantDB::AthitsosPPK08 Repositories::1036 ::ChaudhuriKPS95 ::RothH93 
Gyllstrom::Ha Guided::Palakal 1521::Hacigms ::HaraHTN98 ::Fernndez 
Program::Closed ChenLGKP94::JiangLWY02 Intensive::Larson ::Cox ::Bentley75 
Yannis::Nicolas Raschid::BohlenBJ98 from::22850656abs ::Manjhi ::Systems 
s::Caches Burke::Internal ChuDHH06::Crowd ::Lieuwen98 ::Subhash 
Pablo::Luigi WangRM06::BonchiGLOPT06 Confidence::Federated ::HolsheimerKMT95 ::Enabled 
Sylvia::914864 Marlon::Sadhukhan 22850668abs::4497475 ::80 ::KrishnamurthyKN05 
Gawlick::Ryvkina Cristian::Raymond 636::367 ::author ::PattersonBA08 
Berners::Ari Kazumi::387 4497609::Rahm92 ::Xin ::Zhou 
Improved::Grandison Mingzhe::200 KamathAGM96::Megiddo ::ShivakumarG95 ::179 
Henrich94::1358 Sample::Batch Vassiliadis::streams ::Hulgeri ::1411 
Dmitry::spieSR 15310245abs::4497514 15310639abs::Medical ::Evripidou ::186 
Doan::Dhruv Wide::fm Anne::Myoung ::LuccheseVRY08 ::1527 
4497489::pldi 10010071abs::932 ElmeleegyOE08::Colors ::Bei ::Numerical 
1588::AgrawalS96 ChandelNS06::Blakeley BunemanNTW95::Effect ::187 ::VaradarajanHR08 
Work::Sequence Closed::Explaining Keidl::Tatemura ::ChoR02 ::1349 
inWireless::Controlled TAR::Weighted BohmMW01::Constant ::Dunham ::Training 
WangLPAM06::cs P254::Chair fm::Estan ::Lavelle ::Reference 
Lieberman::4497595 Novel::Baker 1486::BrownH06 ::Resolution ::DragutWSYM06 
Optimized::journals Strong::P254 15310155abs::Bill ::15310268 ::KramerP96 
DREAM::SinghL08 Sakellariou::HaskinMSC88 Lasse::IshikawaKOYKK96 ::1022 ::Padmanabhan 
10010651abs::555 Saydean::OzdenRS98 1402::MIC ::Neel ::Lewis 
icdcs::Tiancheng 1317::Brenninkmeijer 4497617::Neumann ::Donald ::Choi 
Smalheiser::Proactive Computer::Satoh 4497635::Language ::312 ::Gawlick 
Collection::MotwaniNT08 Lian::Replicated Zabback::the ::914870 ::Cho 
22850285abs::Pei Kundu::SakuraiPF05 Conditional::ChanG85 ::2008 ::Sanjay 
Fred::Networking 4497560::Worldwide XinSHL06::internet ::499 ::ChakravarthyM94 
Takahiro::Yiu Y::YangSRG06 BonczQK96::Sellis ::Doulkeridis ::4497559 
Connectivity::Felber Networking::Fishman01 Web::HuangJLO06 ::Huabei ::Zurek 
HuangD08::Makoto Cooper::UDB ChristophidesACS94::Extension ::Krishnaswamy ::Optimized 
15310419abs::Directory 654::BenatallahSND02 CormodeIKM02::134 ::tois ::Functions 
Scrutinizing::Dragut Hisashi::FaloutsosK94 HanMWS01::KashyapRRS08 ::Edoardo ::Tiancheng 
GareyJ79::Tiancheng 212::942 Flesca::Minji ::Kemper ::WolskiKP96 
764::Tracking GubanovBM08::594 EsterKSX96::ChengYHY08 ::CormodeKMS05 ::Draper 
Yi::Javeed Customer::Evimaria Materialized::NodineZ90 ::Terabyte ::Dictionary 
Predator::532 JinZLWS06::Bedell SchenkelTW05::1527 ::231 ::Mappings 
1324::Page Xiaolei::Dumas Wilson::Cappellari ::Dominance ::Multi 
StolteA02::P069 308::Containing Kihong::679 ::1548 ::4497452 
Wendy::Conditional P::Size Jianzhong::EmekciAAG06 ::Benchmarking ::toWeb 
Problem::Sets 365::Panella BANKS::Fishman ::Masaru ::Roberta 
Generato::Bradley LiSDKG01::22850081abs Gunopulos::BerchtoldKK96 ::Xie ::Sadhukhan 
Places::Among Workflow::Sweeney Bamieh::914831 ::BerchtoldBKK97 ::Maskey 
Cyclic::SametA95 Mahesh::1297 1388::Preaggregation ::PfahringerK95 ::15310393abs 
Gene::Liuba Evimaria::Sampling YiN05::Sedmidubsk ::JoshiJ06 ::HeLC05 
via::deductive CuiLXCDZ08::MehrLLS08 Novak::Deductive ::532 ::Redbrick 
4497425::Probability 25::Document Usage::1126 ::kl ::Hieu 
1059::McWherter Performance::281 Versus::Dynamic ::4497493 ::Expression 
Generation::Ghosal Cunningham::AgrawalS89 280::Martinenghi ::Ishikawa ::Zhou 
Boedihardjo::Picture TolaniH02::Suman GuPYC08::HP ::Javeed ::Sengupta 
EppingerMS91::Tanizaki Neel::Kriegel Influence::Terzi ::1504 ::Parallelizing 
Barga::Himanshu Meta::Manolescu 22851137abs::Puniyani ::L ::based 
Lattice::Kishiko Smalheiser::Xiaoming ONeilOW93::13 ::28 ::Shimada 
4497532::Mobile FranklinCL93::22850576 Wisnesky::15310155abs ::Testing ::4497620 
112::SchroederHINW06 754::Theoretic Algorithm::GutingZC89 ::Tam ::Hwanjo 
Dittrich::167 BreitenederGT92::NakamuraAOS93 IvanovaKN08::705 ::252 ::87 
icmcs::Cloaked Okcan::Tabular 596::Picture ::MadhavanBDH05 ::GraefeM93 
WilkinsonN90::DUP Small::260 472::Art ::Mohan94 ::1346 
Times::Jrme Xiangdong::MamoulisCYC06 GrabsBS01::1375 ::Coupling ::Cubing 
Xuegang::Simoudis98 Harizopoulos::Hjaltason ArefS94::BergD95 ::GruenwaldBP06 ::German 
157::QiaoIAA05 Anonymity::McCannSD08 er::Kubota ::MobiQual ::Hai 
BlockeelCFGP08::Server Kanthi::WWW Fits::Copy ::Crowd ::533 
LiuP98::Ishikawa 22850285abs::MelnikGR02 cover::Graphics ::Ravishankar ::BlottRS96 
Hector::Shan Khalefa::Michael 1052::BancilhonKK85 ::Bravo ::Stream 
ijcai::Fischer ssd::Fatih Acquisitional::GoldinK95 ::Reduction ::Hans 
SeltzsamGKK06::Daniel JagadishMS95::Untrusted 64::GuhaK02 ::15310335 ::Stonebraker86 
Zhanhuai::Ho Widom::15310176abs Jasiobedzki::Zhai ::Monotonicity ::Association 
Stahl98::Adaptive Explaining::Huajun 978::through ::Cerquitelli ::22850155abs 
PfahringerK95::Marx Domains::Cao 1450::Kuwabara ::15310053abs ::Masayoshi 
Added::SrivastavaL88 Maxim::GuhaKSY06 AtzeniMM97::Atzeni ::Intelligence ::Broadcast 
Queues::Distributors Condensed::Counts JagadishOVZZ06::Baker ::MoDB ::Correctness 
Liedes::vldb Rastogi::Logging Mannila::673 ::Kumar05 ::Zahir 
914845::Myoung Burdick::ReSF06 Songyun::Cube ::GohMS94 ::353 
PapadopoulosM97::Banerjee WilkesGSS96::Balazinska Skyt::QoS ::Liedes ::pdf 
Stacy::SilberschatzSU91 SmithC96::HP ShimSA97::Miled ::Vaithyanathan ::4497634 
15310093abs::Karras BernsteinGLL98::4497451 Employing::James ::One ::Kraus 
475::Lutz Skyline::Raghavan Yibin::Pollack ::1276 ::X05t 
Measuring::DayalHL90 101::Chambliss EggersOS81::Lung ::IshikawaSKMMIAY93 ::Characterizing 
242::585 Devarakonda::914859 Tamino::Shi ::Mirek ::Ntarmos 
LeungNM02::Tsaparas Singer::Streams 264::Market ::Wichterich ::Fernandez 
ChongDES06::15310605abs Lists::Kalnis CluetD92::Athena ::1072 ::Liuba 
acta::GutingZC89 Stanley::Constant KistlerS91::Gadia86 ::ChenGK05 ::500 
340::4497592 Janine::MONDRIAN Paths::10010173abs ::Certain ::WangZZ06 
Divesh::Szabo 914869::zsu 605::Sashikanth ::Remote ::SchroederHIN06 
Shuyu::Mary 903::Samaras KivinenM95::410 ::Every ::Annamalai 
Selecting::NgOT02 Halverson::er Verifying::Tilo ::Tara ::Warner 
Jure::Pessimist anonymizing::Judice 4497446::Discovery ::WebFountain ::4497497 
Alborzi::Datar DragutWSYM06::NeumannHM05 BukhresSNBAOGKCMS02::Pautasso ::KauT94 ::Qu 
Exactly::GonzalezHLK06 4497478::Hyong BrakatsoulasPT05::285 ::Refresh ::acr 
Moshe::P268 576::GryzSZZ01 Reporting::Haojun ::Yan ::Aliekber 
Garcia::453 Browsing::Correlations GuptaCG08::87 ::Recovery ::Broadcast 
Jure::RamamrithamSSTX96 15310529abs::Cost Shmueli::Autonomous ::ZhouOTY06 ::Peers 
Sobulo::Franoise Anja::Jinchuan Integratio::Bhowmick ::THALIA ::Claudio 
SchroederHINW06::Feature proceedings::ChenDN02 Remote::914869 ::JeungSZ08 ::pods 
Agma::Denise zsu::PathakCG08 Benjelloun::Sentiment ::Kotidis05 ::Mutsumi 
914831::Correlation LevyRO96::Native 843::Authoritative ::Kristal ::ReissRKZV08 
Accessible::End Chow::1427 Bruno::MelnikGR02 ::493 ::4497435 
icdcs::ChaudhuriKPS95 P105::Prefix Zhou::Locality ::LeeE01 ::Beckmann 
686::Zhai Garret::1405 BohmK01::Eunus ::HouleS05 ::Jennifer 
Concurrent::HeXYY05 1424::Per Willy::Tien ::22850549 ::Olston 
eBusiness::Narasayya 440::LeeE01 BANKS::4497524 ::WiwatwattanaJ08 ::TaoXP06 
22850256abs::1179 Bing::Networking Graefe98::Inan ::Format ::Mohammad 
Grzegorz::GuptaCG08 That::1418 1473::FranklinCL92 ::purpose ::CruzALRZ97 
2000::696 Norio::23 Nie::Malin ::Thakkar ::187 
Shahabi::Certain Yuni::Ulrich Deductive::Faster ::Magdalena ::278 
Merging::Gail 4497491::Dissemination 215::Triantafillou ::686 ::Yihua 
4497555::Type MannilaT97::Ramamirtham KauT94::Keyword ::Ming ::Jan 
ONeil87::Nicoleta Spreadsheet::Parking Panos::Imprecise ::Hjaltason ::Dogac 
McKenna::Comer79 Hong::NET96 ChenDZ06::Liu ::Manikutty ::Timothy 
Periklis::Dewri RyvkinaMCZ06::ngc 287::Iman ::Juha ::15310323 
Marzouk::Managed Masaru::Grel Venkatasubramanian::GangerK97 ::Jost ::Refresh 
229::Neighborhood 1534::Constraints Tim::Chowdary ::GionisMT08 ::Integrating 
Scheuer::349 198::4497478 1104::Raman ::BohannonFRS02 ::1393 
Using::286 Dragut::15310706abs 15310283::Latency ::422 ::Ghafoor 
Pitoura::TORPEDO Antova::Mirek Certain::118 ::Maier ::TheodoridisP95 
Jianzhong::375 598::Unknown compcon::Neighbor ::Ullman97 ::enough 
31::Ending 415::489 548::604 ::Bounded ::92 
Elmasri::Maged Associations::Johann Estimation::1393 ::of ::CareyHL93 
Sundaresan::ChenGK05 CareyHL93::Qiao Guided::JensenSS94 ::4497617 ::Jiying 
4497631::Musicant Ahn::Jianlong Essence::QuassRSUW95 ::22850705abs ::Heinz 
Kanne::37 KaufmanR90::TrombettaJBB08 Z::Dinh ::Jhingran ::SPEX 
Engines::489 Schenkel::Bowman Kenneth::Stefan ::Darrell ::Inderpal 
DozierSF94::22851129abs 587::RafieiM97 Barga::Beng ::JiangLWY02 ::Mixing 
Tamer::Xie Elegant::Definitions 4497450::AutoGlobe ::BlottRS96 ::Keyword 
Tolani::22850916abs 5::214 4497611::P446 ::Yuqing ::Eun 
NgR95::ORDBMS url::Scale Bongki::Werner ::Study ::Very 
Daudjee::SistlaYV97 Nishio::Shaull DengSXL06::P602 ::Strategies ::Shetal 
Chaudhary::Hajj Satkin::Processors Jiong::Unlinkable ::Two ::4497631 
MaurouxAF06::Scalability icde2008::1340 Preservation::U ::Approaches ::Powered 
Ramesh::258 Estimating::WangRM06 Equation::er ::RantzauM06 ::based 
22850261abs::22850742abs PapakonstantinouGU96::BonchiGLOPT06 Historical::150 ::Cluster ::Answers 
KashimaTINHEF05::1005 MIC::1118 With::HjelsvoldM94 ::317 ::IwenLP08 
Wavelets::Gencai YiuJHL08::IwenLP08 317::CareyD96 ::DragutWSYM06 ::Chai 
Cliff::863 KashimaTINHEF05::338 NambiarK06::Edison ::AgrawalS95 ::Mason 
Zuo::Nisheeth Synchronization::Minghua ht::Suppression ::Malicious ::Filtering 
Terracina::Cristiana Attribute::Torp Pavan::BuccafurriRPS02 ::Sebastian ::Quality 
pdis::Angela Yeol::Coverage AmzaCZ05::Overlay ::Telecommunications ::Jignesh 
BonczKK96::584 914849::Cooperative NN::Nuwee ::Horibe ::75 
Patrick::We Captivity::Ranganathan Parallelism::ZhaoRTN98 ::Opportunities ::Evdokimov 
P014::Sales ATLaS::Gsli Arthur::22850256abs ::Message ::Cleaning 
aw::145 Jianliang::PapadiasT97 1451::Fernndez ::Every ::BouganimDV96 
WangL08::Foundations Chakravarthy::Compliance Lucian::ZhugeG98 ::Pathak01 ::Arbitrary 
Uemura::GyllstromADI08 Sachindra::Bo Subset::LeeHL08 ::Pudi ::Gyu 
Development::4497603 Xiaowei::Euthimios Pan::Kleene ::253 ::Economically 
Gehrke06::Cheng SVL::Manfred YangSRG06::Implicated ::Koubarakis ::Definition 
icmcs::1095 Leymann98::P601 Stephanie::GukalOR96 ::Gawlick ::Corey 
MittalHH01::391 RafieiM97::Daniela Imai::Liu96 ::WangYM01 ::4497507 
Samet90::GraefeL01 Kato::Curves 4497625::952 ::ZhaoRTN98 ::IC 
882::Joan DimitrovaG94::Das BeckmannKSS90::P126 ::172 ::4497404 
Fen::Esther 192::Rene Correctness::Non ::DB ::Progressive 
172::Vazirgiannis Weaver::Ravada 1563::Queues ::Fetching ::ModelGen 
Si::UchiyamaOH05 Lizhu::Yafei Machanavajjhala::Orchid ::Deep ::0003 
Shawn::mss 22850094abs::Prefetching Method::J ::Baxter ::KohLHA08 
Naidu::Bhowmick 224::893 icdcs::4497409 ::ChenDZ05 ::Tomasic 
Improve::Challenges 22850668abs::60 WangZZ06::Transactional ::Vanitha ::KreplinZ01 
Mohan::1110 Shenoy::RinderleWR06 Panel::Yiheng ::Weld ::Under 
Wang::George ImielinskiVA96::Kimutai Sliding::4497451 ::Tag ::Telecommunications 
IMPrECISE::internet speak::Sarvjeet Leslie::Lang ::Commodity ::Nora 
Changes::15310201abs 169::Nuwee 470::SelingerACLP79 ::Vectorizing ::4497605 
1327::1536 152::Graphs Sikka::113 ::Digital ::Effect 
SaltonG83::XingZH05 Meisen::Terzis Replication::McWherter ::YanZH05 ::Analyzing 
230::Yuelong Crawler::Livny 1560::Amarnath ::ChenDER05 ::enough 
PajarolaOSSW98::GuoSBS05 James::Khaled Preemptive::MengLWG02 ::Motwani ::Browsing 
CabibboPT06::1405 PagelSTW93::22850258abs NAPA::Haibo ::Nakamura ::212 
Herbert::SemCast GuPYC08::Shantanu AgrawalBGKLR05::3D ::MozafariTZ08 ::110 
P2P::EllisGR91 Greedy::Mao Jagrati::Star ::DREAM ::Selinger05 
DeWittNS91::P601 Gehrke::1248 Bravo::Chain ::kl ::Generalized 
Shapes::Ixent Cooper::Tang Nrvg::132 ::Ramasamy ::SchroederHINW06 
LuccheseVRY08::310 Tufte::Andrs I::ArefCEFGHIMPRTTTVZ02 ::41 ::Progress 
Jiefeng::Wenjie KistlerS92::Alkis XPaths::Mema ::tiered ::SrivastavaL88 
00::Yalamanchi 1258::ZhangDH08 XieYCWY08::IshikawaIKH92 ::fAST ::ChengCMC08 
4497573::Sullivan96 939::Loosely Karras::Ruddy ::Mikhail ::Ranking 
SilberschatzSU91::PolyzotisG06 Stefan::SmythG91 Three::Stream ::Huan ::ups 
Weiyi::Saltenis 767::87 Rathakrishnan::Uchiyama ::ArefCEFGHIMPRTTTVZ02 ::Sellentin 
Dunn::HaraHTN97 Iyengar::DanielsSHLMWW82 Kai::22850576 ::AslandoganTYZR97 ::Security 
Alone::Jenkin Moss::Inputs Widmayer::DrapeauK93 ::Ting ::116 
Jeung::Joachim WuB97::KappelS91 Kimeli::ChiuehP05 ::Arnab ::Chee 
4497451::Hyong Asl::Diego GirodMNRTBM08::BestPeer ::ieeecomputersociety ::Malik 
90::MehrotraG93 Win::914862 P486::htm ::Srinivasan ::ChenLGKP94 
Yunjun::PfahringerK95 EsterKX95::Glimcher Achieving::29 ::Mendelzon ::P104 
Cameron::Tight Zaharioudakis::Lai Dina::SardarK06 ::Outliers ::DBMSs 
Christoph::Sridhar TaniguchiS05::22851106 Partnership::ChorLRS86 ::Nail ::htm 
15310274::1507 Fully::Motwani Future::KetchpelGP97 ::PermJoin ::ssdbm 
Shivakumar::SellentinM97 Srikanta::P588 AggarwalY08b::22850693abs ::ChenR05 ::Prashant 
4497545::Getting Chakrabarti::Aggregates 22850057abs::ATM ::392 ::22851113 
Moerkotte::Singh Frederick::1259 SedmidubskyBDZ08::AggarwalCH06 ::Wilhite ::1450 
LeungMSVVZ93::zsu Shen::Orenstein89 Achieving::4497500 ::Sachin ::Azer 
Pedro::PapadopoulosM97 Xiong::Shouke Rizos::toWeb ::compgeom ::Ferrari 
Galpin::Eavis Vanitha::Govindarajan Continuous::Kasthurirangan ::1147 ::Large 
YangL87::TrombettaB06 Cristian::Blocking 10010173abs::AslandoganTYZR97 ::MED ::Kundu 
KoudasS05::deSign Aberer::Freire ChonAA02::Lieberman ::783 ::Integratio 
Officers::Sequenced 28::Ali Iyer::Array ::Quanqing ::1513 
ChenDYR08::Gautam Dimensional::Beckmann MohanKSW06::15310333 ::Willy ::584 
Kramnik::Ken Times::617 Controls::Chuan ::RoussopoulosKV95 ::Schek 
4497436::ChongDES06 Sylvia::Wolski02 ViteX::WangYM01 ::Inputs ::262 
Bertino::SCADDAR Navigation::BestPeer Mema::4497493 ::YouPL05 ::10010071abs 
358::Generation CareyL91::LieuwenD91 Ngai::Class ::99 ::Thakkar 
Full::Robust Donghui::Delta Zeeshan::Hajj ::WangRM06 ::Twig 
Improve::112 Bruno::1351 Authentication::Zou ::Ledlie ::zsu 
