::Banich ::BatoryBGSTTW88 ::Xiao ::RaffioBCPH08 
::Minos ::fm ::N ::Crowley 
::Sundaresan ::Leymann98 ::MannilaT97 ::OMNI 
::Exploiting ::Thiagarajan ::Sudipto ::4497539 
::SunAA02 ::DUP ::ChawatheGHPUW94 ::Whang 
::KitsuregawaTM83 ::It ::LiLHC06 ::SkytJP02 
::SIPPER ::ProcopiucS08 ::493 ::ChenDKLRS95 
::22850631abs ::498 ::RAD ::Aleksandra 
::Ning ::WangRM06 ::SIPPER ::4497397 
::Weihl88 ::Theoretic ::Azar ::StonebrakerADNR93 
::Lieuwen98 ::1022 ::Estimating ::SrikantA96 
::152 ::GyssensLS96 ::HellersteinNP95 ::LuoJHYW06 
::Tanizaki ::HuaPZL08 ::583 ::902 
::Scannapieco ::Shivakumar ::Sudipto ::384 
::4497519 ::Chin ::Daxin ::Herbert 
::AdibaL80 ::1611 ::Rajasekar ::ngc 
::914827 ::357 ::P436 ::Five 
::AbiteboulHV95 ::Windows ::Judice ::Telcordia 
::943 ::AlonsoBC08 ::ManolescuP05 ::Structured 
::Unlinkable ::SeshadriLR97 ::Szabo ::Min 
::SpinCircuit ::Chaum85 ::WangL08 ::Kwok 
::483 ::Immerman87 ::Schroeder ::511 
::Weddell92 ::1118 ::Vectors ::Heiler 
::RamanSQRDKNS08 ::NieWWM06 ::Numeric ::Mohammad 
::Dependable ::Iceberg ::Derivation ::P254 
::Location ::Michal ::Nahum ::Nakamizo 
::Flood ::LinYWL05 ::Khoussainova ::Hett 
::1333 ::Achieving ::Uncovering ::ElfekyEV02 
::458 ::Gawlick98 ::113 ::1461 
::475 ::John ::Ending ::Song 
::AITVS ::Sources ::528 ::265 
::Xiaofeng ::Boulakia ::SampleCFHSC02 ::Generalized 
::Mayur ::Gubanov ::1576 ::Zhang 
::Sun ::VelegrakisMM05 ::ChenC08 ::ShenOT06 
::Judice ::Clean ::Usama ::Fuxman 
::579 ::Vazirgiannis ::Tzi ::Sujata 
::VaradarajanHR08 ::German ::FayyadPS96 ::Lomet98 
::Rogers ::50 ::252 ::Associations 
::HanYY06 ::Windhouwer ::2007 ::188 
::Gupta ::15310517abs ::Castro ::ChengDNPKWAAFSSS97 
::1591 ::Spyratos ::Kanne ::15310496 
::402 ::SIPPER ::Repairable ::Henrich 
::PapadiasYMT05 ::compcon ::Ramez ::stoc 
::dexa ::Ljosa ::10010473abs ::779 
::4497587 ::Jiexing ::GeorgakopoulosHKM94 ::914853 
::IvesT08 ::Mirit ::Optimize ::Pathak 
::Check ::22850656abs ::1259 ::FernandezFLS97 
::1370 ::Skyline ::15310191abs ::Reduction 
::mk ::Sheth ::1616 ::4497482 
::Semantics ::KochSS08 ::Ioannidis ::77 
::546 ::TrombettaB06 ::131 ::Pseudo 
::XuLTW06 ::Sismanis ::Jiexing ::FaloutsosL95 
::CareyHMW96 ::497 ::VlachouDNV08 ::CarminatiFB05 
::1405 ::ZEBRA ::Nina ::4497457 
::Multimedia ::HuangJLO06 ::Jeonghee ::Stephan 
::4497621 ::22850804abs ::Woong ::22850341abs 
::Isoline ::Wombacher ::Madhyastha ::19 
::Sonny ::Sueda ::Bruno ::ChapinHRG95 
::How ::Du ::Vasilis ::Lopez 
::Gone ::Zadeh89 ::1336 ::PoosalaIHS96 
::Robert ::Melanie ::Butterfly ::Jiefeng 
::Nori ::Saydean ::GedikWYL08 ::Aggregates 
::Enterprise ::HuaPZL08 ::Teoh ::Reporting 
::Segmentation ::C98 ::WebOQL ::Punctuation 
::Csar ::Prado ::YaminiG05 ::Reality 
::Obstacles ::Authoritative ::Ivanova ::22851122abs 
::Arumugam ::Ruoming ::JiangLWY02 ::Mamadou 
::Memory ::Ramkumar ::1568 ::914844 
::Mirek ::1436 ::Ning ::Sizes 
::AkindeCJK01 ::Stacie ::Koudas ::BouganimFPV01 
::TuckerM02 ::Feifei ::Mehmet ::375 
::4497516 ::Amer ::1381 ::815 
::Theoni ::Mohan ::Nikolaus ::el 
::Raghav ::Junglee ::Added ::4497582 
::KahveciS01 ::OMNI ::BrunoGM02 ::BouazizKPW97 
::CasatiDS01 ::IwenLP08 ::Elizabeth ::Quantiles 
::Connectivity ::183 ::Yoshikawa ::Chain 
::Hierarchical ::KoloniariP08 ::Kalogeraki ::153 
::Ellmann ::Rizos ::Frdric ::dblp 
::DeeringC90 ::72 ::Yidong ::Chaudhary 
::1592 ::Sheu ::Sarbanes ::1399 
::Mondrian ::Xiang ::Load ::168 
::AbiteboulV97 ::RotemZ95 ::Arie ::497 
::Wenfei ::566 ::Forms ::535 
::Stacy ::tods ::4497406 ::Kitagawa 
::Puzzle ::Orenstein89 ::Saake ::PermJoin 
::Seung ::FlicknerSAHDGHLPSY95 ::Ganesh ::ADEPT2 
::Zhe ::Cliff ::Topol ::Chin 
::SmithC96 ::Stacie ::832 ::Jaber 
::Beckmann ::ZivL77 ::WachterR92 ::Jeyashankher 
::KoblerBCH95 ::914877 ::isca ::Maxim 
::Pham ::Aggregates ::Vassilis ::Ramakrishnan08 
::Authors ::Meyerson ::Cubing ::Henrich 
::Wiederhold92 ::Xiaohong ::Daudjee ::BlottRS96 
::CastellanosC05 ::173 ::LinYWL05 ::Nicolas 
::Lattice ::LianCY08 ::Sithirasenan ::Bundles 
::Labeling ::Graphs ::TAR ::Inferring 
::Shifting ::Across ::Amrish ::LakshmananSS96 
::Generation ::DBLP ::Ruoming ::DeligiannakisSKVD08 
::LiuYGS98 ::Halverson ::Gail ::onWeb 
::Images ::Ester ::multimedia ::KrishnaprasadLMWA05 
::778 ::Cooper ::Pui ::GrayC89 
::914850 ::Kristian ::ks ::scale 
::Miller95 ::4497579 ::Shuang ::Subbu 
::15310235abs ::ZhangLW08 ::FaloutsosL95 ::Record 
::486 ::15310269 ::Aravind ::Mohammed 
::Mutsumi ::Whang ::Indexed ::Fred 
::Torlone ::Netz ::Weaver ::Huahai 
::MozafariTZ08 ::once ::ArefCEFGHIMPRTTTVZ02 ::GhandeharizadehHJ96 
::1325 ::Tarik ::QPipe ::Vassalos 
::Ramamohanarao ::4497564 ::Past ::Aoying 
::Duan ::4497427 ::Mengsheng ::Speeds 
::Gio ::Hutchison ::Helmer ::Paton 
::Pankaj ::Places ::Dhruv ::We 
::Jimeng ::15310331 ::Their ::BanerjeeC96 
::Sunbir ::Huabei ::Vladislav ::535 
::Latha ::Building ::62 ::Franklin 
::DBXplorer ::X06c ::Maier ::Wide 
::Shoshani ::BabuDM08 ::Environment ::4497493 
::Andrew ::ChangC02 ::Kazuhito ::WuK05 
::Onizuka ::4497518 ::Mohamed ::Timothy 
::ChiuehP05 ::Muse ::199 ::BorzsonyiKS01 
::Korth ::Detection ::Teixeira ::Biased 
::AntovaJKO08 ::Douglas ::B+ ::Tanveer 
::BrinkhoffKSS94 ::Providing ::Johnson98 ::686 
::Dinh ::Gignere ::Minh ::Quasi 
::MehrotraG93 ::4497540 ::Tsukamoto ::Volker 
::Match ::Claudio ::Naughton ::Prasan 
::1587 ::Luigi ::Sandeep ::MohanN91 
::Sudipto ::4497585 ::Chai ::Aleksandras 
::Monotonicity ::Approximate ::Henrich96 ::BlumrichLADFS94 
::Sergei ::HaskinMSC88 ::Dan ::Stream 
::1540 ::DIPBench ::ChenC92 ::FAST 
::306 ::DaynesC01 ::Candan ::128 
::15310517abs ::Portal ::Maher ::The 
::FaloutsosL95 ::Calton ::Accuracy ::Similarity 
::Reformulating ::IdreosTK06 ::DeshpandeH02 ::914818 
::Xing ::van ::Roger ::Linear 
::Aoki ::Rsch ::Lizhu ::Conscious 
::Languages ::SchenkelTW05 ::543 ::LiH89 
::SilbersteinBEMY06 ::Ramy ::4497464 ::Davey 
::TanGO01 ::Rishe ::4497436 ::351 
::XML ::Raghu ::spieSR ::Sideways 
::Leveraging ::Gunopulos ::Push ::Extending 
::Khatchadourian ::Changing ::HeS06 ::Leymann95 
::Challenges ::ChanFGR02 ::Indriyati ::189 
::T ::Portal ::1456 ::Bamieh 
::GruberKP01 ::46 ::Leung ::Anant 
::Indyk ::hpts ::Amlie ::Ray 
::Relationships ::15310053abs ::deSign ::784 
::Oliver ::Saltenis ::DrivenWeb ::779 
::meets ::oodbs ::9 ::ImielinskiVA96 
::Incomplete ::452 ::Shahan ::Elmagarmid92 
::Knig ::Sanjoy ::126 ::Mover 
::4497495 ::584 ::Nagendra ::Tu 
::MalinS06 ::215 ::22850521abs ::Preserving 
::Unity ::22851098 ::Enderle ::Threshold 
::Mayfield ::Benatallah ::Alfons ::Popa 
::Gencai ::toWeb ::ShafiqSBG06 ::Symbolic 
::Yuxin ::Content ::After ::ZhugeG98 
::Descriptions ::518 ::Subramanian ::922 
::Sales ::Descour ::107 ::4497583 
::ER ::Kashani ::Jialie ::10010071abs 
::Has ::Linguistic ::WolfsonXYC06 ::Bry 
::Freeston95 ::1411 ::Condit ::Bo 
::Multimodal ::1417 ::Widmayer ::Monica 
::1375 ::Jos ::Bhalotia ::Andrea 
::Pietzuch ::LangOS96 ::Packets ::642 
::Weikum91 ::1357 ::Sanjoy ::BulutS05 
::ChanFLNR82 ::BrantnerHKM05 ::Adaptation ::World 
::Ji ::Pekka ::QPipe ::Laws 
::Array ::Hidden ::Diego ::28 
::Chu ::Quan ::403 ::2007 
::RotemZ95 ::Jagannath ::PattersonBA08 ::Mahesh 
::Rahm92 ::Ranking ::22850190 ::Jigsaw 
::Descour ::Tu ::Georgiana ::Rong 
::Indexed ::Recently ::Chun ::15310593abs 
::Subset ::660 ::Mihai ::Modern 
::Logic ::Mamadou ::ht ::AbiteboulCCMMS97 
::OLE ::Vista ::1403 ::Scientific 
::P284 ::StonebrakerC05 ::Sing ::120 
::Adriana ::YanZH05 ::Melnik ::Behr 
::Aoki98 ::Banaei ::Automatically ::Mirek 
::HwangCZ08 ::15310274 ::622 ::Qiang 
::C98 ::Offline ::Mukherjea ::Buccafurri 
::Bulut ::4497418 ::JermaineO02 ::Science 
::AgrawalCGMM08 ::Real ::Chakravarthy ::WuAA02 
::AndritsosFM06 ::Chee ::482 ::Dmitry 
::Cox ::Jayapandian ::Shrivastava ::Master 
::22850256abs ::Amr ::326 ::AntovaJKO08 
::Buffering ::22850656abs ::Wai ::15310503 
::4497635 ::Laura ::RDFS ::Papapetrou 
::00 ::Ammar ::Regnier85 ::Pin 
::Beyer ::PuHK06 ::KemperK93 ::XinSHL06 
::914868 ::Nagaraj ::15310453 ::Shuqing 
::AtzeniCB05 ::TokOLAB02 ::Athitsos ::in 
::Wai ::Venkatasubramanian ::LoR96 ::914844 
::cj ::Pollack ::Vazirgiannis ::Huhtala 
::214 ::HeinemanK97 ::SankaranarayananAS06 ::Ramamritham 
::SizovSTW02 ::NguGBCDB02 ::CampenXRGFSPL08 ::Smoothing 
::15310212abs ::VLEI ::Parallelizing ::Dimensional 
::Circumstances ::ChangM88 ::ChoR02 ::144 
::Cherniack ::Fekete ::without ::1013 
::Jeyashankher ::Histograms ::Mondrian ::Easy 
::4497635 ::McCannSD08 ::Gruenwald ::650 
::1560 ::Similar ::Dual ::Execution 
::ChaudhuriDK06 ::Mario ::Grobelnik ::Subhash 
::Dimensional ::927 ::KaushikSBG02 ::P086 
::Accelerating ::Sang ::313 ::SubrahmanianJ96 
::22850273abs ::Thomas ::Kotagiri ::AbiteboulMB08 
::15310673abs ::Bases ::Approximately ::Wouter 
::Korolova ::Sylvia ::Muralidhar ::linear 
::Krompass ::Partnership ::King ::H 
::Shuai ::Designer ::Koloniari ::Methodical 
::117 ::Tryfonopoulos ::Surrounder ::Jagadish91 
::Kit ::KiferKS92 ::Personalized ::Xiaopeng 
::Xianghong ::Mappings ::Jerry ::914814 
::Schlesinger ::Bhm ::P231 ::GartnerKKZ01 
::AbiteboulK89 ::Coupled ::142 ::630 
::4497571 ::1548 ::Keijzer ::636 
::Paradigm ::Zwaenepoel ::Exploration ::XiongA06 
::Zadeh89 ::MalinS06 ::Amarmend ::Cudr 
::Immerman ::Wrapper ::Mutsumi ::4497449 
::ZhouZQZ06 ::Alps ::Malin ::4 
::1099 ::Big ::Neighborhood ::15310282 
::Airoldi ::RoitmanGR08 ::Checker ::Mahajan 
::372 ::Wireless ::hpts ::Navigation 
::22851148abs ::10 ::Hashing ::15310093abs 
::Bicer ::149 ::Sndor ::ContinuouslyMoving 
::865 ::Franklin ::22851073abs ::UNIDOOR 
::BabuDM08 ::Burdick ::P568 ::LeslieJBY95 
::168 ::Gehrke06 ::Musicant ::SrivastavaL88 
::AilamakiGM06 ::Segmentation ::FlajoletGPR93 ::Meichun 
::Sweeney ::BittonMT89 ::Benjelloun ::Creation 
::Kashima ::Interpretation ::Sideways ::914813 
::15310191abs ::22850384abs ::VenkataramanNL98 ::BohmHLW08 
::22851120 ::SemCast ::Automatic ::JoshiJ06 
::Frequent ::Yongqiang ::Yifeng ::103 
::RoussopoulosK86 ::Refresh ::578 ::icdt 
::Bosworth ::Na ::Ghaffar ::Bolin 
::Lasse ::Fixed ::735 ::Bringing 
::Ari ::Computation ::Halevy ::h 
::Composition ::876 ::1627 ::Kleene 
::Fusheng ::Manjhi ::GriffinL95 ::169 
::Sets ::ZhangAO05 ::Meta ::Pu 
::Kurul ::Hierarchical ::Down ::914845 
::Saltenis ::Gudes ::Odysseus ::EvangelidisLS95 
::4497403 ::LiaoLL01 ::Clusters ::15310283 
::Harald ::Shukla ::446 ::Leakage 
::Increasing ::Athitsos ::Mangold ::625 
::Son ::Methodical ::Good ::Generato 
::Fatih ::246 ::Dominant ::Security 
::Enterprise ::Majumder ::AslandoganTYZR97 ::Jiexing 
::Skippy ::Ranked ::CarterBZ91 ::Tsotras 
::ShengHL06 ::Hyon ::elmagarmid92 ::714 
::Tsukamoto ::P259 ::Erdem ::1000 
::Xuedong ::P600 ::Vaupel ::Powerful 
::Search ::Synthesizing ::1418 ::269 
::Pudi ::22851149 ::NakamuraE02 ::1360 
::Heterogeneous ::Acyclic ::Radwan ::517 
::Leslie ::4497574 ::Kristen ::RafieiM97 
::86 ::DesphandeGMH05 ::WuK05 ::Concurrency 
::GhandeharizadehHJ96 ::28 ::1043 ::141 
::PadmanabhanAMJ01 ::402 ::P241 ::Pinar 
::Theodore ::Bettina ::Hongyan ::127 
::Skyt ::4497410 ::655 ::Maher 
::Badillos ::Khoussainova ::X08 ::4497529 
::ChenRDEGS06 ::4497551 ::1409 ::Balancing 
::Sameer ::Janine ::isca ::Signatures 
::Yiming ::287 ::Archetypes ::Renner01 
::Simonas ::22850415abs ::Integrating ::KorolovaMNX08 
::1572 ::Meaningful ::Gaurav ::Chu 
::PeeryWMN08 ::Pei ::el ::Bernstein 
::Stephen ::Cabibbo ::Sherkat ::Changqing 
::4497623 ::Extension ::Pierre ::Sanjoy 
::YiLKS08 ::Coverage ::Chengyu ::15310337 
::Frequency ::Kornel ::Planning ::676 
::PfahringerK95 ::4497433 ::DunnDDS02 ::using 
::LuBZ06 ::164 ::HouleS05 ::Chow 
::AgrawalFS93 ::Hendrik ::Zwaenepoel ::Schenkel 
::622 ::Edison ::Jigsaw ::Kristin 
::P104 ::Bird ::Zadrozny ::Kramnik 
::el ::Rajasekar ::through ::1348 
::Neoklis ::Expensive ::314 ::Junghoo 
::Bossi ::pldi ::411 ::HenrichSW89 
::1412 ::Rundensteiner ::15310155abs ::ChangM88 
::ContinuouslyMoving ::Extensible ::Farhana ::Wikipedias 
::Cocci ::icdcs ::Goldin ::2 
::391 ::IdreosTK06 ::Has ::Extension 
::Ramon ::PrabhakarAAA98 ::Data ::15310463abs 
::IBM ::Intelligent ::Blok ::517 
::Control ::HanF95 ::Christopher ::Panel 
::RooholaminiC95 ::4497506 ::Kumar ::Ramamirtham 
::4497473 ::Lizhu ::Approximation ::SteenhagenABB94 
::ArefCEFGHIMPRTTTVZ02 ::Shim ::BorkarCELWW08 ::KreplinZ01 
::Planning ::DeligiannakisSKVD08 ::MalkemusPBC05 ::Cal 
::Mukherjea ::DHT ::KilgerM94 ::Mondrian 
::Tsaparas ::Lola ::Relation ::AssentWS06 
::NambiarK06 ::Mover ::Merging ::DalkilicGR97 
::Theobald ::Ngu ::Luping ::ZhangLRB08 
::22850205abs ::Sobulo ::1071 ::PanZW08 
::Bakalov ::Vlachos ::Mani ::Wlodek 
::Systems ::CasatiCPP95 ::fodo ::Weikum91 
::Rsch ::Freeston87 ::Twig ::335 
::Mei ::System ::LiCHH97 ::Laurent 
::872 ::Nested ::Aduri ::Sakuma 
::SinhaWWSS08 ::Delcambre ::Carson ::OomotoT93 
::inWireless ::RDBMSs ::SeltzsamGKK06 ::Kjetil 
::Mohan94 ::Khalefa ::HanF95 ::4497598 
::1567 ::Etoh ::Ketchpel ::Marios 
::441 ::XingZH05 ::Carla ::Joseph 
::Sellentin ::BurdickCG01 ::XinSHL06 ::Hoa 
::Alvaro ::22850606abs ::ArocenaM98 ::505 
::Gabber ::744 ::1391 ::XML 
::ConsensRV08 ::CLICKS ::Focused ::48 
::ds ::Validating ::GabowT89 ::Gokey 
::4497469 ::between ::XPlainer ::Bruce 
::Nested ::Lin ::606 ::Nobutoshi 
::94 ::22850490abs ::4497473 ::Facet 
::Joan ::KamelF93 ::tree ::DelcambreMBDWGALL01 
::Two ::Baralis ::LuoWL08 ::517 
::Information ::Padmanabhan ::287 ::Music 
::Gjergji ::Furfaro ::22850742abs ::426 
::pldi ::Memoriam ::Yasin ::259 
::X06c ::Dunja ::XuLXM06 ::4497509 
::Xiaoming ::162 ::Weikum ::Alps 
::Alexe ::CasatiDS01 ::TungHH01 ::Leong 
::Soloviev93 ::Wiederhold93 ::AlomariCFR08 ::Simoudis 
::Xiaojin ::Sistla ::Zeng ::Umeshwar 
::Fischmann ::914833 ::Schek ::4497468 
::Olsen ::ChangMZS98 ::Statistics ::DimitrovaG94 
::KramerP96 ::Provenance ::Automatic ::MONDRIAN 
::icml ::ECA ::ParkKL01 ::22850143abs 
::1627 ::15310129abs ::Lightweight ::Knowledge 
::Aggregationin ::4497404 ::AntovaJKO08 ::Harumoto 
::673 ::Thalhammer ::Dam97 ::22850417abs 
::1460 ::Habich ::DennyF06 ::Nora 
::Capturing ::Never ::Cattell96 ::WRAP 
::Ganesan ::4497505 ::Heterogeneous ::You 
::22850742abs ::Verykios ::Through ::Salzberg 
::22851084abs ::BabuMWM05 ::Conceptual ::Joseph 
::RDFS ::Hsu95 ::Microsoft ::Ash 
::Rafiei ::Controls ::672 ::After 
::LometT95 ::GutingS95 ::22850081abs ::Visualization 
::Reiss ::227 ::Faster ::1061 
::hoc ::Computation ::Dalvi ::Tetsuya 
::Mass ::RafieiM97 ::Guido ::Pankaj 
::22851122abs ::Improving ::Westmann ::Shanmugasundaram 
::102 ::Shahabi ::P108 ::CormodeKMS05 
::BOXes ::Rights ::Girish ::Johannes 
::Shweta ::1199 ::Closed ::Gil 
::cp ::Prioritization ::Sourav ::PeiHL01 
::Ullman97 ::Ordered ::Vclav ::Publish 
::1494 ::Systems ::22850157abs ::ColbyCHJJMSW98 
::GaoHPSA06 ::NodineZ90 ::DB ::ChaudhuriGK06 
::FLAME ::4497455 ::Commerce ::Meyerson 
::Howe ::AbiteboulMZ08 ::1035 ::164 
::CormodeIKM02 ::Kun ::Yokota ::1024 
::4497521 ::LeslieJBY95 ::Jiefeng ::Aravind 
::4497550 ::22850631abs ::Jr ::Kee 
::P054 ::Welcome ::Liuba ::110 
::Heinz ::Tomography ::Kreutz ::22851048abs 
::4497482 ::Novak ::4497478 ::914867 
::RDF ::Reduction ::Pedro ::4497405 
::XQSE ::mg ::XParent ::Gravano 
::Levy ::Rules ::138 ::1095 
::Michail ::ChengYHY08 ::Miled ::Jianjun 
::Procedures ::Roger ::Bosworth ::CandanPS96 
::Juchang ::Centric ::Ziv ::443 
::Burst ::MAPLE ::Schenkel ::Gunther93 
::BernsteinL96 ::MolinaS87 ::GrayR93 ::Fischer 
::WangLPAM06 ::Sebastian ::Silvia ::Kriegel 
::4497426 ::Chuck ::NabeelB08 ::Nabar 
::1322 ::Bamieh ::Hallett ::SellentinM98 
::436 ::4497616 ::YanOZ08 ::AbulBN08 
::4497547 ::Calton ::TaoPZL05 ::Shuqing 
::FukudaMMT96 ::Silvia ::crossref ::Alexe 
::Xueqing ::TanGO01 ::Hidden ::22850828abs 
::Ninghui ::iBOM ::Aggregates ::GionisMT08 
::EggersOS81 ::AhmadABM08 ::599 ::AmzaCZ05 
::Vasilis ::4497566 ::Woong ::Jin 
::4497411 ::Vassiliadis ::AgrawalS89 ::Duality 
::Array ::Linear ::297 ::GuptaHQ95 
::XiaZT08 ::Cappellari ::RohmBS01 ::650 
::Master ::linear ::4497606 ::Megiddo 
::Quanqing ::645 ::Acquisitional ::22850549 
::Arai ::398 ::Martin05 ::615 
::BrantnerHKM05 ::Ramesh ::Zhuang ::BanerjeeC96 
::926 ::328 ::KiferKS92 ::Communities 
::Takeshi ::Pipelined ::Charuta ::KolliosGKB01 
::Jhingran ::1473 ::Park ::Kazuhito 
::1084 ::Delta ::Nassima ::Speeds 
::Automata ::4497620 ::Tirthapura ::ShanADDK95 
::1229 ::sp ::Triggers ::Resolution 
::ZhangGW08 ::icmcs ::1363 ::Sayed 
::AgrawalS94 ::QuassRSUW95 ::ibmsj ::Functions 
::Xiaochun ::Privacy ::419 ::FLWOR 
::SimitsisVS05 ::Khaitan ::949 ::Patel 
::Reality ::Wilson ::BirdCDLZ06 ::Tsukamoto 
::Commerce ::DrapeauPK94 ::Vana ::hoc 
::Kishan ::4497483 ::Mudumbai ::ieeemm 
::X06b ::Subbu ::958 ::Specification 
::Comparative ::Grobelnik ::Haruo ::Erich 
::Edison ::tois ::436 ::Arun 
::4497553 ::Discovering ::LieuwenD91 ::Hoare69 
::Reinhard ::15310272 ::QShuffler ::PiatetskyF91 
::tit ::Row ::Timely ::LiSDKG01 
::Languages ::Kimeli ::Eket ::Enforce 
::Maurice ::NAPA ::402 ::coopis 
::Fromont ::TomasicRV96 ::P182 ::ChiS05 
::Fernndez ::358 ::LeFevreDR06 ::Emmanuel 
::isci ::MansuriS06 ::Every ::22850143abs 
::Unknown ::Panagiotis ::Delis ::Liangzhong 
::Volatile ::37 ::914823 ::BohlenSS96 
::Neel ::ZhugeG98 ::MyllymakiL95 ::Kollios 
::Widom ::131 ::Attacks ::Dehne 
::Imprecision ::Jigsaw ::Bruce ::Lyman 
::Vishal ::Exploratory ::Kemme ::BouganimDV96 
::1145 ::AliCKR08 ::Petko ::GrabsBS01 
::Approximating ::Ryan ::Explicit ::KamathR98 
::ebXML ::311 ::22850841abs ::Sudipto 
::meets ::Lola ::340 ::Cruz92 
::Activities ::Madlmayr ::Jiaheng ::625 
::753 ::Prashant ::228 ::XinSHL06 
::Kasneci ::BonczQK96 ::Master ::Vasilis 
::22850118abs ::btw ::1190 ::Panagiotis 
::22850155abs ::Boolean ::LOCUST ::LevyRO96 
::Stocker ::914839 ::262 ::Novak 
::1433 ::ZhouZVQ08 ::databases ::1331 
::Yanif ::Mor ::Class ::137 
::91 ::425 ::k ::PeiHPCDH01 
::22851131abs ::ChenOO08 ::Oriented ::Opportunities 
::4497568 ::GPIVOT ::Soccer ::Azar 
::Accuracy ::NaackeGT98 ::Koh ::1287 
::Chaudhary ::Sets ::1442 ::Security 
::icmcs ::1363 ::Goethals ::GriffinL95 
::4497517 ::1522 ::Yeol ::4497575 
::LuoNE02 ::WuK05 ::236 ::Zukowski 
::Takashi ::It ::Salka ::Molina02 
::Conceptual ::127 ::NguGBCDB02 ::15310453 
::ShenSCT06 ::PhotoSpread ::310 ::Habich 
::Devices ::tods ::Past ::JoshiJ08 
::322 ::Units ::Boualem ::993 
::Prefix ::506 ::545 ::15310593abs 
::PopekK79 ::Zhiping ::Measuring ::LiuYGS98 
::Vlachos ::Sachin ::Koh ::Kurul 
::1396 ::Hong ::Ryan ::Renz 
::Shoshani ::Tiancheng ::1144 ::Rudra 
::SkytJP02 ::4497554 ::JakobGHN05 ::FernandezA02 
::LowTLL02 ::Sakuma ::Subsequence ::nato 
::MansuriS06 ::Rao ::Jermaine ::Gionis 
::Rinku ::ks ::Opportunities ::Hierarchical 
::AcharyaFZ96 ::147 ::22850326abs ::Yin 
::Quang ::Maps ::234 ::636 
::YuC84 ::Ludscher ::22850324abs ::WRAP 
::Simoudis ::GrayBLP96 ::914845 ::ThuraisinghamHRM98 
::Compiler ::22850357 ::15310483 ::Antal 
::BOXes ::Fan ::Anna ::Characterization 
::Atluri ::Bitmap ::Jia ::Scheuer 
::505 ::van ::Correlated ::1486 
::StoumposDKD08 ::Zwaenepoel ::PreparataS85 ::Manocha 
::MohanPL92 ::Leveraging ::Abraham ::1053 
::Cudre ::1150 ::Incomplete ::Oliver 
::ibmsj ::Jae ::195 ::Stefanakis 
::Lead ::Valduriez93 ::68 ::Confidence 
::ShalemB08 ::ChengDNPKWAAFSSS97 ::P522 ::Alfons 
::168 ::Xiong ::speak ::BorgBGHO89 
::Nicola ::Bing ::TelegraphCQ ::LiedesW06 
::ZouSL98 ::Knowledge ::IoannidisP95 ::536 
::Redo ::CareyL91 ::Padmanabhan ::446 
::525 ::RAM ::SAN ::Testing 
::Papaemmanouil ::P209 ::Recovery ::Si 
::CarminatiFB05 ::883 ::KeijzerK08 ::Surrounder 
::Kriegel ::914877 ::Inventing ::1287 
::Pollack ::Syeda ::Ruoming ::ZhangCMS97 
::KitsuregawaTM83 ::CastellanosCSD05 ::Gawlick ::Doulkeridis 
::Electronic ::Chun ::SavageW96 ::AbiteboulHV95 
::1510 ::ChongDES06 ::SherkatR06 ::Estimation 
::162 ::4497586 ::SlidingWindow ::BentleyF79 
::Isolation ::LiBRHCN05 ::Defined ::Salka 
::WuK05 ::P294 ::22850668abs ::Aaron 
::865 ::Alper ::Papotti ::ChanFGR02 
::4497551 ::Recycling ::NakamuraE02 ::4497532 
::1354 ::Loh ::Dennis ::Zaniolo 
::Zhang ::754 ::DHT ::About 
::A ::TangYOCW08 ::Cao ::P231 
::BerchtoldEKKS98 ::Gene ::RoitmanGR08 ::KamelF94 
::266 ::Assent ::Common ::Boedihardjo 
::1134 ::244 ::Beyer ::Aggregation 
::Hristidis ::Liu ::134 ::1169 
::Zhiping ::22851106 ::Enumeration ::741 
::Seung ::Rabindra ::Teamwork ::Lohman 
::Making ::Gabber ::mss ::WangHLS06 
::Sarawagi97 ::793 ::Cristian ::Xiaofang 
::Zaiqing ::Kwok ::MyllymakiL95 ::Delta 
::Idreos ::41 ::Yuhui ::AggarwalCH06 
::843 ::4497551 ::McKenna ::Scalable 
::LowTLL02 ::Implementing ::501 ::Objective 
::RaoLLPS01 ::145 ::Kashima ::Ari 
::Olu ::Stack ::External ::Goh 
::Fernandes ::Radwan ::Ordered ::1061 
::147 ::Yanif ::AlonsoBPHK01 ::ChongDFSYJTK01 
::Patricia ::KamelF93 ::Kenneth ::Graphics 
::Tim ::1287 ::SinhaWWSS08 ::4497493 
::ds ::Azar ::Rezgui ::79 
::533 ::Papadimitriou ::Randal ::Ouzzani 
::StockerKBK01 ::Felber ::Gawlick ::Transactional 
::79 ::Cloaked ::1379 ::Gill 
::Under ::BalkeNST05 ::76 ::914854 
::LevyMSS95 ::BodenCFKSSS95 ::Decayed ::Bugra 
::22850205abs ::D ::Srikanta ::552 
::Shift ::Meichun ::67 ::Krger 
::64 ::FungYLY05 ::Kotagiri ::Cliff 
::Kedar ::Yuelong ::BANKS ::isca 
::Cart ::CosmadakisK86 ::Coherency ::744 
::Model ::Sensor ::Microsoft ::1297 
::Captivity ::4497438 ::Anonymity ::Hui 
::StreamCorder ::1287 ::Tag ::Specialization 
::Bhat ::SaltonWY75 ::Luis ::Your 
::Jun ::495 ::FernandezA02 ::Sadhukhan 
