::Garbage ::314 ::Gyssens 
::10 ::Yasuhiko ::McCarthy 
::Barinderpal ::Josef ::Ieong 
::80 ::323 ::Marek 
::Jukic ::Meyer ::Teorey 
::Groupware ::Sparsely ::Goal 
::Samet ::Schneider ::Oracle 
::Basket ::Predicates ::Rozenshtein 
::Yehoshua ::tree ::Update 
::Catarci ::Wave ::Fault 
::14 ::Cube ::Subrahmanian 
::Xiaolei ::Designing ::wish 
::Answering ::Frameworks ::Khoa 
::557 ::Cattell ::Materialization 
::Active ::Wong ::Series 
::Sidell ::Dan ::AMS 
::238 ::Closure ::Errors 
::Guidelines ::226 ::Babis 
::GIUKU ::Libraries ::Distributing 
::Venky ::Paris ::Mitchell 
::Hoc ::Definition ::Incorporating 
::Singh ::Dirk ::Gibbs 
::Among ::Taosong ::Validation 
::Stavros ::206 ::Hung 
::175 ::Catriel ::Haritsa 
::Terry ::Michle ::Comparison 
::539 ::Attribute ::Johnson 
::Forte ::Hbel ::Garbage 
::Sources ::Access ::Wiest 
::Builders ::Waramahaputi ::Krll 
::Hall ::Fernandez ::Histograms 
::site ::430 ::261 
::Association ::Pozzi ::Stefanovic 
::389 ::Larson ::439 
::Visualizations ::Theodoulidis ::277 
::Karim ::Elliot ::tree 
::Forms ::Deshpande ::Klug 
::Not ::Georges ::Breaking 
::163 ::Jeanine ::10 
::Scientific ::Stanford ::Rajendran 
::525 ::Scalable ::Tiziana 
::Mathematical ::Networks ::File 
::Cole ::DEC ::Fowler 
::Sheldon ::Alphanumeric ::AlphaSort 
::Mandy ::Applications ::Stephanie 
::Molina ::226 ::Brigitte 
::Kabra ::Flat ::Michle 
::Activity ::Grandi ::Caching 
::Sudarshan ::Alfons ::Janus 
::Load ::Celis ::Retrospective 
::Sybase ::Tables ::430 
::Lukas ::Jennifer ::Remotely 
::Toiati ::Joosten ::Correctness 
::Hierarchical ::Arpinar ::48 
::Chungmin ::Gist ::Answering 
::Davison ::Degradations ::Reordering 
::Soparkar ::Heap ::Ubell 
::Perspectives ::Incorporating ::McLeod 
::Paris ::Wade ::Penalty 
::Windows ::Gist ::113 
::Deshpande ::Cartesian ::Ramasamy 
::113 ::GIUKU ::Henry 
::Wayne ::DBMSs ::Configuration 
::Stepwise ::Tyler ::any 
::Arie ::Influential ::Ghandeharizadeh 
::Ibrahim ::Dimitrios ::Upgrade 
::Rajeev ::Been ::Influential 
::Sten ::Gallagher ::Obrst 
::Mick ::462 ::2000 
::Laks ::Lionel ::Durusoy 
::Rosneblatt ::76 ::Murphy 
::Rasikan ::Partial ::Quickly 
::116 ::OGDI ::571 
::Graphical ::Jonathan ::Medical 
::Geo ::Gogolla ::Lohman 
::Best ::Benchmark ::SMP 
::Lin ::Computations ::Tiziana 
::R ::Reminiscences ::Ramesh 
::Bruno ::Arbee ::Append 
::Outer ::Guo ::Hampapur 
::Interoperability ::HPCC ::SENTINEL 
::XPRS ::Naacke ::61 
::26 ::Budget ::title 
::Medical ::Goel ::Mogi 
::Nascimento ::Adali ::Sybase 
::Hwang ::Silvano ::Manfred 
::Effectiveness ::Establishing ::NSF 
::Keng ::Challenge ::End 
::InfoSleuth ::Disco ::Maurizio 
::Franklin ::UNIX ::Mariano 
::Tannen ::Hanan ::Birgitta 
::Duschka ::503 ::Scans 
::Jessie ::DBS ::What 
::IM ::123 ::International 
::Administering ::Recursive ::Stepwise 
::Unpacking ::Pedersen ::Random 
::Pernici ::Papazoglou ::Haritsa 
::Buff ::Durusoy ::547 
::Anindya ::164 ::Therber 
::Objectives ::Bertino ::474 
::Normal ::based ::Hillebrand 
::Effect ::Moore ::356 
::EUG ::Replication ::Terranova 
::Mick ::270 ::Buffering 
::Rao ::Harald ::120 
::O2 ::Norman ::Ghandeharizadeh 
::Qingshan ::Mohamed ::Labio 
::59 ::Kilic ::Step 
::Fritz ::387 ::Subramanian 
::Products ::547 ::Kent 
::Personal ::Hide ::Goldman 
::for ::Visualisation ::Materialized 
::Maintenance ::RAID5 ::Surajit 
::Stanley ::Seeded ::467 
::Stoltzfus ::Satellite ::Hillebrand 
::Exploration ::Refresh ::Hrder 
::Effelsberg ::Backup ::Machlin 
::Goldberg ::Kazuhiko ::Melvin 
::Sheung ::Novak ::Warehouses 
::Nematollaah ::sets ::Musukula 
::Davood ::Easy ::Shin 
::McGuinness ::Garofalakis ::Luo 
::Administering ::Actual ::Darrell 
::Storage ::Rengarajan ::Amy 
::Validation ::Brad ::Weikum 
::473 ::Milt ::Kooi 
::ISS ::539 ::Meyer 
::Mining ::Gruber ::DDT 
::Maintaining ::Achievements ::Cartesian 
::MQSeries ::Abdullah ::Crestana 
::Alejandro ::56 ::Towsley 
::Unruh ::based ::Internet 
::Domains ::435 ::Shrira 
::Fault ::Stanley ::Glossary 
::Scott ::Testing ::Establishing 
::Constraint ::Larry ::Base 
::45 ::Application ::404 
::Proteus ::Papoulis ::Deppe 
::Liuba ::Normal ::Jarke 
::Gardels ::Syan ::Benchmarks 
::structured ::Updating ::Hot 
::Techniques ::Ahn ::Mohammed 
::Paton ::Minos ::Mohamed 
::Bhm ::Bauzer ::Konstantinos 
::Vance ::Relaxed ::Kuck 
::Hide ::zsu ::Amouroux 
::Soo ::Widom ::Hasselbring 
::McLeod ::452 ::25 
::231 ::Mikael ::337 
::WHIPS ::Elmasri ::Krll 
::Virtual ::Sean ::Duval 
::Gouin ::EOS ::Sagiv 
::Schrader ::Hans ::HyperStorM 
::Ley ::McCarthy ::Geyer 
::DeWitt ::Group ::289 
::Kotidis ::335 ::Wahab 
::Pons ::Waheed ::Christmas 
::Terms ::Marco ::186 
::Realizing ::Moore ::Yasushi 
::Bressan ::382 ::Step 
::Standards ::524 ::Reordering 
::Representation ::ITRI ::Persistent 
::about ::Kotagiri ::214 
::80 ::Nichols ::vendor 
::Vossen ::Norrie ::Commercial 
::Special ::Identity ::Time 
::Graphs ::406 ::Gelernter 
::Fixing ::Atomicity ::Actions 
::Executions ::70 ::173 
::Gelernter ::Hamid ::Narasimhalu 
::Table ::Thin ::Vienna 
::Cube ::de ::Yihong 
::Hoppenbrouwers ::91 ::Load 
::Sharon ::Taosong ::Jrg 
::Elsewhere ::554 ::ACM 
::Entity ::Tokens ::fu 
::Infomaster ::Contextualizing ::Nancy 
::Atomicity ::Karthikeyan ::Jamison 
::Benson ::Burrows ::Sethi 
::Ching ::491 ::OODBMS 
::Task ::Medeiros ::Controlled 
::Hasanat ::SQL3 ::Poosala 
::Stamos ::Alain ::Susan 
::Skew ::Append ::Information 
::507 ::Aiken ::DBA 
::Ramamohanarao ::Pirahesh ::Luc 
::Doo ::388 ::Sam 
::Muth ::Orientation ::Stoltzfus 
::364 ::Schning ::Delobel 
::Experimental ::Neptune ::551 
::Geographic ::using ::Chih 
::131 ::Executive ::Reedy 
::Attributes ::Database ::Joosten 
::Reduction ::66 ::Consumer 
::Frank ::Munindar ::Versus 
::Juergen ::Odysseas ::Aberer 
::Back ::429 ::Hasanat 
::Jyh ::Tanin ::184 
::Amherst ::Images ::Going 
::71 ::were ::Gnther 
::Allen ::Lieuwen ::Deadlock 
::von ::Mayer ::Relly 
::den ::516 ::Donald 
::81 ::Scheduling ::Shapiro 
::423 ::non ::Attributes 
::195 ::Order ::Marina 
::I ::Form ::Fll 
::Craig ::Shea ::282 
::ODE ::Vipul ::Wileden 
::Terrance ::Local ::Medeiros 
::Anastasia ::Dependencies ::Intelligent 
::Minos ::Seeded ::Angelika 
::Tsuei ::Kn ::Workshop 
::56 ::Set ::Bigelow 
::Serge ::Yongdong ::Kline 
::Mariposa ::286 ::Comparison 
::Quantified ::Rule ::355 
::Fundamental ::Gad ::Hans 
::Eftring ::Dyson ::DARPA 
::Cyclic ::Letter ::Bryan 
::Next ::Manfred ::Buff 
::Lim ::Silvano ::Large 
::Frameworks ::307 ::Date 
::Closure ::Lamersdorf ::Downing 
::Kirby ::Generating ::Rmy 
::Connell ::321 ::Value 
::Annotating ::Answering ::Radek 
::Klemens ::articles ::Forms 
::Mark ::524 ::Date 
::Sang ::Pull ::Sevcik 
::Theo ::Postgres ::offs 
::Shing ::Engineering ::Ariel 
::Borras ::Georges ::Heuristic 
::Virtual ::Leo ::Yue 
::Hoel ::294 ::Store 
::Relly ::Three ::Deduction 
::Wrapper ::X3 ::Larson 
::Loops ::Hammer ::Ramez 
::Stephen ::Hellerstein ::Checking 
::Kspert ::Clustering ::Viswanathan 
::Morimoto ::Lawande ::ETH 
::106 ::Hongjun ::Julian 
::Magic ::Validation ::Gehrke 
::Remzi ::Kitsuregawa ::Suryanarayana 
::Jeanine ::Tallot ::Enterprise 
::Bezenchek ::Malcolm ::Leung 
::Kon ::Lum ::204 
::Curtis ::Cowley ::84 
::Efficiently ::2001 ::Sudarshan 
::114 ::134 ::Called 
::Krishna ::Presence ::Gibbs 
::20 ::Karlsruhe ::Very 
::DB2 ::Inter ::Mogi 
::153 ::Sleepers ::Buffer 
::RISC ::Narain ::Retention 
::Bill ::Legaria ::439 
::388 ::Goel ::Rmy 
::Dayns ::Cem ::Goal 
::Doan ::Martin ::Pat 
::Walch ::Jutta ::DOODLE 
::Celentano ::Nori ::Interoperability 
::Fynn ::Ohori ::Manipulating 
::Lawande ::Luther ::Revisiting 
::568 ::163 ::L 
::Perform ::551 ::T 
::Cevdet ::Evaluation ::ZOO 
::46 ::Bhide ::266 
::Shalom ::297 ::11 
::Enforce ::Paepcke ::Ballinger 
::Wei ::Huffman ::Luther 
::Fine ::Marianne ::Udo 
::541 ::Flaws ::Fatima 
::Bandwagon ::Dean ::Client 
::technology ::Staggered ::Natarajan 
::Yangarber ::308 ::Implications 
::O2 ::Predicates ::Karim 
::Mukul ::Kazuhiko ::341 
::Sidell ::Computing ::Glavitsch 
::Delayed ::324 ::Key 
::556 ::Dozier ::Activities 
::Schiefer ::AlphaSort ::Sarda 
::Relihan ::Content ::Agigdor 
::Ahead ::technology ::CAD 
::Miron ::for ::Nyberg 
::428 ::Smith ::Optimal 
::Brad ::Brown ::Pirahesh 
::versionControl ::Honeyman ::Capability 
::Consumer ::Critical ::Rewiew 
::164 ::516 ::Discovery 
::Lam ::Schek ::469 
::volume ::Anita ::Edwin 
::FZI ::Bolour ::Algorithms 
::Saxton ::Multisafe ::Meaning 
::Robertson ::Jean ::Everthing 
::Carl ::Bargmeyer ::Jiawei 
::Joins ::No ::Jianwen 
::Shalom ::Lehman ::UDK 
::Multisafe ::Codes ::Tufte 
::Norman ::Sean ::Egemen 
::Blanken ::Polyzois ::Braham 
::Chen ::al ::XPRS 
::452 ::454 ::Val 
::406 ::NASA ::OODB 
::Andrzej ::Catarci ::Gebhardt 
::Conflict ::367 ::Buchmann 
::219 ::Domain ::Standard 
::Kenneth ::BCNF ::External 
::Zurich ::Thinksheet ::Assisted 
::Rdb ::Development ::Other 
::Queens ::A ::SR 
::Susanne ::Heuristic ::Jumping 
::74 ::Bauyer ::COntext 
::Studies ::Qian ::413 
::S ::Baclawski ::Myers 
::FaceKit ::Publication ::Heytens 
::Mobile ::Stephan ::Freeman 
::246 ::Berson ::Its 
::MDM ::zden ::Inc 
::Size ::Approaches ::34 
::310 ::Miranda ::Muntz 
::Content ::Francine ::Johann 
::493 ::Editorial ::Dozier 
::Masses ::Jerry ::41 
::Jefferson ::154 ::Kooi 
::Bra ::Converting ::Ahlberg 
::zden ::Boon ::450 
::Compiled ::505 ::Maindreville 
::Transitive ::Interval ::Iyer 
::Picture ::68 ::Doppelhammer 
::ANSI ::Phatak ::DeMichiel 
::Mendona ::Conflict ::50 
::312 ::Banu ::Guidelines 
::Monitoring ::Kriegel ::Harandi 
::Alexander ::239 ::Annotating 
::377 ::Quass ::24 
::Harumi ::San ::78 
::370 ::486 ::Four 
::Applicable ::View ::Infomaster 
::Final ::Statistical ::Domain 
::Perry ::Penalty ::Completeness 
::Indices ::Llirbat ::Lineare 
::Koksal ::Stuart ::Dittrich 
::Zurich ::Taosong ::531 
::Pernul ::Client ::Bhateja 
::Xian ::Mannino ::Petterson 
::Experiencing ::Data ::ARTDB 
::266 ::Timos ::Clemens 
::Extended ::340 ::Adelberg 
::Constraints ::Auwera ::Chiang 
::View ::Jamison ::Moshe 
::Marcel ::Browsing ::Hou 
::Traversal ::SQL3 ::Han 
::Rabinovich ::Antonio ::Nolan 
::Janet ::An ::Schema 
::Harandi ::Griffin ::Warren 
::Bezenchek ::Estimation ::Database 
::Usage ::Salton ::Boon 
::Investigation ::Narain ::Roman 
::Beyond ::Ulusoy ::Geospatial 
::Extensible ::Rivero ::Good 
::Cubes ::Image ::544 
::AMS ::543 ::III 
::Weikum ::Dirk ::486 
::215 ::Hoppenbrouwers ::163 
::511 ::Souza ::Workshop 
::Ralf ::Ni ::10 
::Roddick ::Panel ::EOS 
::Janet ::Beverly ::Lo 
::Xiangyu ::Abraham ::231 
::I ::Dependencies ::Chirn 
::Navarro ::Sibel ::Jumping 
::Julia ::Cruz ::Medeiros 
::Behaviour ::560 ::Piatko 
::Center ::Counting ::CICS 
::G ::125 ::Worst 
::Baden ::88 ::Dataflow 
::Summary ::Historical ::Rozenshtein 
::Server ::403 ::Vincent 
::Their ::time ::251 
::214 ::Extending ::Strssler 
::ONTOS ::Into ::Feedback 
::404 ::Press ::Much 
::William ::Devolution ::Gilles 
::Burns ::Another ::21 
::Terry ::Cardenas ::Survey 
::Store ::Contents ::Entity 
::517 ::412 ::Jyh 
::Fast ::Reuter ::Implementing 
::Heytens ::Per ::Jefferson 
::Ramamohanarao ::Kupiec ::Cyclic 
::formerly ::242 ::250 
::Robert ::Piatetsky ::Andrzej 
::Scaleable ::Kossmann ::Optimization 
::Entity ::about ::Gerald 
::offs ::Mariano ::Queens 
::Nichols ::Davis ::Meeting 
::Overview ::Jerry ::DIRECT 
::Shapiro ::Critical ::Mellin 
::NII ::Mason ::Kasi 
::Third ::236 ::Hall 
::Tetelbaum ::Dennis ::STRUDEL 
::129 ::508 ::Sean 
::King ::Press ::Jessie 
::Ching ::Baden ::Comparison 
::Modification ::46 ::Universal 
::Thuraisingham ::Static ::Image 
::Gordon ::Linderman ::SigmodRecord 
::Project ::Radzyminski ::Rasikan 
::their ::Isabel ::Penalty 
::Warren ::McIver ::Nothing 
::Thanasis ::Neuhold ::Ecklund 
::Sandeep ::Restrictions ::224 
::245 ::Tang ::Seluk 
::EDUCE ::161 ::Negotiation 
::Manola ::519 ::Jensen 
::Au ::22 ::De 
::Ebru ::Wodtke ::Dogac 
::Graefe ::Ramakrishnan ::Reclustering 
::MQSeries ::Keulen ::Breiteneder 
::Jessie ::X ::559 
::Hide ::Work ::Gupta 
::CICS ::Roy ::Estimating 
::Buchmann ::Tova ::Calculus 
::Ramesh ::Asgarian ::Georges 
::Bohrer ::575 ::40 
::Tei ::Degradations ::Query 
::Kriegel ::Guy ::Versioning 
::Jumping ::331 ::Benny 
::Kim ::Maindreville ::Frameworks 
::Laver ::Bltzingsloewen ::412 
::Hypertabular ::Theodoulidis ::Growing 
::Wasserman ::Techniques ::Boral 
::Locally ::Trees ::Golshani 
::Konstantinos ::Gemis ::Er 
::Wendy ::Joosten ::Gal 
::Chirn ::Nicolas ::Navarro 
::402 ::SEMCOG ::Klonk 
::Predictive ::Vardi ::Simmen 
::Gottfried ::To ::Compression 
::Overview ::Fry ::Who 
::General ::337 ::Shan 
::Seeded ::95 ::Himanshu 
::Elmasri ::Scheduling ::Genesereth 
::MYRIAD ::non ::Push 
::Lotus ::SIM ::Staggered 
::Scalability ::driven ::Lougenia 
::Ibrahim ::Third ::Mason 
::453 ::107 ::James 
::Usability ::Incomplete ::Mema 
::54 ::Sivasankaran ::Kramer 
::Arjan ::OLAP ::Berson 
::94 ::Atomic ::Editor 
::Queries ::Kolodner ::Montage 
::Ching ::Revisiting ::Paepcke 
::Paper ::Audit ::365 
::Influencing ::Phatak ::Gadia 
::Versioning ::230 ::518 
::Nesting ::Inheritance ::Kurt 
::Didier ::Graphs ::Giuseppe 
::Mayford ::Coherency ::Secondary 
::Celis ::Sharing ::Florescu 
::Agenda ::Graphical ::Mackert 
::Urban ::98 ::Environments 
::216 ::Schning ::550 
::Deleting ::Calculus ::Missing 
::Definition ::Klein ::Margulies 
::Geo ::Sensed ::Elizabeth 
::Akira ::556 ::Thatte 
::Niki ::Resistant ::Teorey 
::Commitment ::Kowarschick ::416 
::MDM ::35 ::Snapshot 
::zhan ::Dr ::Dyson 
::Life ::East ::Pattern 
::Minyoung ::Van ::Framework 
::Patrick ::Problem ::Justin 
::Gerhard ::Kucera ::96 
::Inheritance ::Andree ::Broadcast 
::Willis ::Rupawalla ::Raju 
::172 ::Nori ::Abdelsalam 
::Asuman ::Review ::Darrell 
::VideoAnywhere ::BUCKY ::Schning 
::Impact ::Kapitskaia ::331 
::Much ::Processing ::Rolland 
::Schnhoff ::Jan ::SG 
::Segment ::Donald ::13th 
::Delayed ::Nandlal ::555 
::Heuristic ::Fast ::Tuning 
::Incremental ::Madnick ::153 
::39 ::Kapitskaia ::RAID5 
::Shum ::Eui ::Resistant 
::Desai ::HyperStorM ::Despina 
::Dao ::Images ::535 
::Gonzalo ::Hou ::Eisenberg 
::eva ::P ::Tien 
::Arthur ::Paul ::543 
::S3 ::292 ::107 
::Gkhan ::486 ::Ghosh 
::Are ::Ellman ::Sistla 
::Jacobs ::Durusoy ::481 
::Costly ::Flaws ::Agents 
::Cevdet ::Shectman ::Coterie 
::Shalom ::Tajima ::among 
::Vijay ::Dennis ::Bibliography 
::Kent ::Scans ::Rajaraman 
::Wrttemberg ::287 ::Dangers 
::Standard ::Queries ::OnLine 
::Jessie ::Segment ::Daz 
::Deadlock ::IMPRESS ::Brinkhoff 
::Spatial ::Starburst ::Observing 
::Omran ::Notes ::McKenzie 
::Scalable ::Frameworks ::Execution 
::109 ::Yossi ::Winds 
::Presentation ::Geophysical ::120 
::Katia ::Klemens ::164 
::Gerald ::Erhard ::Reorganization 
::Margaret ::Kam ::Arya 
::Realizing ::Sang ::Kemper 
::Claude ::Edwin ::184 
::Gregory ::Numeric ::Distribution 
::Products ::Prolog ::Grandi 
::Validation ::Maier ::Breiteneder 
::Kerschberg ::Klaus ::232 
::Usability ::23 ::Dynamic 
::Mauricio ::Scientist ::Application 
::Harris ::Sean ::Static 
::Integrating ::Tertiary ::Index 
::Class ::OODBMS ::Harris 
::Snodgrass ::Semi ::Mehrotra 
::Pernul ::Representing ::Sandra 
::For ::Gouin ::Heuristic 
::Parallel ::van ::Resolution 
::Distributing ::Biskup ::Evrendilek 
::Residues ::508 ::Liskov 
::Wrttemberg ::Anindya ::529 
::McHugh ::Eliminating ::Lorie 
::Complete ::Glavitsch ::Sharad 
::III ::414 ::Left 
::Informix ::172 ::at 
::541 ::Haran ::Ghandeharizadeh 
::Gordon ::Cody ::BUSINESS 
::Nascimento ::378 ::4th 
::Asit ::Federated ::Mehdi 
::Shoshani ::Merging ::508 
::Meyer ::Ilker ::Lori 
::File ::Automation ::Wenger 
::Documents ::Gyssens ::Rules 
::Yih ::Toiati ::Rates 
::ODBMS ::Elke ::Kuntz 
::Scientist ::Jian ::340 
::Laguna ::STRIP ::Neptune 
::Spaces ::Shing ::Lee 
::Techniques ::Can ::Kfer 
::Gal ::Cruz ::Shashi 
::Inference ::Olkin ::271 
::Consistency ::236 ::Peter 
::575 ::Hanan ::Balakrishna 
::Stemple ::IPSI ::Jon 
::Srivastava ::Computers ::Han 
::Opportunities ::Generalized ::Atzeni 
::Frasson ::Thomas ::70 
::Influential ::Hypothetical ::Philippe 
::For ::Case ::546 
::Objectivity ::Document ::Meral 
::Rivero ::He ::Retrospective 
::Lefler ::Vasilis ::525 
::Limsoon ::Measurement ::Bhargava 
::1 ::Extension ::Fundamental 
::Consumer ::SONAR ::Magic 
::Ramesh ::Lorie ::Luther 
::Web ::Step ::Tree 
::Yun ::Ming ::Shoens 
::Modification ::Agigdor ::Servers 
::Hull ::Nectaria ::Not 
::Ramakrishnan ::Ariav ::Ko 
::Fritz ::Kucera ::Bruce 
::Internet ::Paris ::TPC 
::273 ::Piatko ::Mosh 
::James ::Trade ::Kuo 
::Technical ::about ::Entity 
::Woodruff ::media ::Correctness 
::by ::Sorting ::Libraries 
::Krishna ::Client ::Ling 
::DBS ::Vienna ::Dimitra 
::Omran ::Geophysical ::Andree 
::Arya ::Billion ::Vipin 
::Wall ::Ramanathan ::64 
::Silvana ::RIDL ::Rewiew 
::Wave ::152 ::Salza 
::Resnick ::Wechsler ::Secondary 
::Quest ::Unifying ::INterchange 
::Krishnan ::Ni ::Sistla 
::O ::Xian ::Yerneni 
::QuickStore ::381 ::Formal 
::Optimized ::Utilization ::Lamersdorf 
::Existing ::Skew ::Woolf 
::Baskets ::Designing ::Partition 
::Meeting ::DeWitt ::Bhargava 
::Rao ::Jenkins ::Griffeth 
::Selection ::S3 ::Ambuj 
::trees ::Knoblock ::413 
::Evrendilek ::Tree ::Roberto 
::Five ::CLASSIC ::Shenoy 
::Sudhir ::Reich ::186 
::Divesh ::Chawathe ::Bukhres 
::Bauzer ::Key ::Hugh 
::Multimedia ::Article ::Korth 
::Higher ::Maxine ::Hernndez 
::Jianguo ::Note ::Area 
::Zarka ::Rebuilds ::N 
::Annie ::532 ::Lukas 
::Red ::Lorentzos ::Raju 
::non ::Autonomous ::Shane 
::Shaul ::510 ::Timos 
::Guo ::Sharon ::Mishra 
::Chinya ::Garofalakis ::Disjunctions 
::fu ::McAuliffe ::129 
::DataBlade ::Previews ::Five 
::Schrader ::Metadatabase ::Balancing 
::Tsur ::Stefanovic ::Disjunction 
::Wilner ::Musukula ::247 
::Tsichritzis ::Tom ::Hoc 
::Terrance ::Rates ::Cartesian 
::Salvatore ::Thyssens ::Pratap 
::Motro ::484 ::Earth 
::Unifying ::Rakow ::427 
::Mechanisms ::Lazowska ::Tsatalos 
::Hanan ::Henry ::Displays 
::23 ::Function ::Botnich 
::Desai ::Grosky ::Leung 
::OASIS ::321 ::Enterprise 
::Julian ::Transaction ::15 
::289 ::Praveen ::Priti 
::File ::Shekar ::DEC 
::47 ::450 ::IPSI 
::Ambuj ::USL ::Betty 
::Acharya ::233 ::Kilov 
::zsu ::MENTOR ::Melmom 
::72 ::they ::359 
::Brunie ::Stankovic ::Adding 
::over ::Expensive ::Melton 
::Orenstein ::Stuckey ::Discovery 
::Technology ::Cheap ::Halici 
::Nikolai ::Kenneth ::50 
::Nolan ::Piero ::Pedagogic 
::McHugh ::Elsewhere ::ARPA 
::Vaskevitch ::Algorithms ::Exploration 
::Molina ::DeeDS ::404 
::TPC ::177 ::DataBlade 
::Goldman ::Complex ::145 
::Datta ::Bushy ::Position 
::Angelika ::Tang ::Educational 
::Academic ::Despina ::Denis 
::Number ::Benchmarks ::514 
::Gehrke ::Rewrite ::Qaimari 
::Bing ::Tajima ::23 
::Resnick ::Jnsson ::Gravano 
::Approaches ::Egemen ::Santucci 
::Future ::Berson ::Answer 
::447 ::67 ::30 
::Terms ::Notions ::Forth 
::Stored ::Stokrp ::Zloof 
::Complex ::Wrappers ::Hull 
::Versus ::Sakahara ::Buff 
::Hanson ::Jefferson ::224 
::Wrappers ::Arun ::Ozkan 
::Haradhvala ::293 ::Discovery 
::Higher ::165 ::Duval 
::Sidell ::186 ::relational 
::Chris ::Comparison ::387 
::Carsten ::Ceri ::Kitagawa 
::Costa ::272 ::Jennifer 
::Caching ::369 ::Marek 
::Jerrold ::wide ::Ranganathan 
::MQSeries ::Troyer ::Interval 
::Generating ::Heytens ::Fukuda 
::Rao ::yiu ::Gunter 
::Walch ::131 ::Stefan 
::Odysseas ::Zobel ::Chungmin 
::Defined ::there ::Joakim 
::Gupta ::Online ::Daniel 
::Sistla ::Beng ::Sanjay 
::Harald ::Reconciliation ::Updates 
::Singh ::Brigitte ::Link 
::Han ::Haas ::Hoch 
::Stefano ::Disambiguation ::Winds 
::Partitioning ::Adya ::Satoh 
::Alex ::Griffeth ::Karypis 
::Trade ::Interface ::Right 
::Garcia ::467 ::Erbe 
::Ee ::Jianwen ::Orenstein 
::Sleepers ::Ulrike ::J 
::Tork ::Qian ::title 
::ETH ::Enterprise ::Jim 
::185 ::zden ::Winds 
::Expected ::Polymorphic ::Deduction 
::281 ::PREDATOR ::of 
::Geo ::Stamos ::Association 
::Nimrod ::Discovery ::Expert 
::I ::Desai ::Eui 
::Deleting ::Metadatabase ::Renner 
::150 ::volume ::Calculus 
::Confluence ::Ghassan ::Seeded 
::509 ::82 ::Brick 
::557 ::Lehman ::Carey 
::Federated ::Generating ::Phatak 
::Kenneth ::Analysis ::Catriel 
::Gook ::Hubert ::Meaningful 
::Inc ::Easy ::Rates 
::Mattos ::286 ::formerly 
::Practice ::Platforms ::Udo 
::Ahmed ::Egemen ::Hayama 
::447 ::Mackay ::Designing 
::Patricia ::Sou ::zden 
::Philippe ::Davis ::Papers 
::Bernard ::57 ::Zaane 
::Ion ::Bra ::Berg 
::Donko ::Their ::Constraint 
::49 ::Tei ::Media 
::ISS ::Brice ::RAID5 
::to ::Strssler ::Eui 
::Anthony ::Gadia ::Another 
::Kitsuregawa ::Gupta ::Kyoji 
::Okay ::Alessandro ::Sites 
::Arya ::Mary ::Burrows 
::Wrapper ::Anand ::Lieuwen 
::Gilles ::Mick ::Can 
::Anand ::Kincade ::Compensation 
::Multiattribute ::336 ::DEVise 
::COSS ::Zurek ::Balakrishna 
::Hugo ::Joosten ::automatic 
::Bamford ::Industry ::Referential 
::Klein ::25 ::Gottfried 
::Down ::Zhou ::Chin 
::Crisis ::Observing ::Motro 
::Article ::Chim ::Taosong 
::Clifford ::Metrics ::110 
::Toolkit ::Stef ::Zoerntlein 
::Fox ::Building ::Ramakrishnan 
::Source ::580 ::Recurrent 
::Z ::Yuksel ::Sheldon 
::Sergey ::21 ::Kyoji 
::Gelder ::Decomposing ::Schek 
::Clements ::Size ::Tai 
::Detection ::Wendy ::97 
::Missing ::Kao ::Freytag 
::330 ::Disjunction ::Bohrer 
::Leonardo ::GIS ::450 
::Janus ::Gerlinde ::Hung 
::Plaisant ::473 ::306 
::David ::Seth ::Tam 
::Botnich ::Referential ::Section 
::Patricia ::Berchtold ::Dimitra 
::Roman ::Remzi ::Impact 
::Contextualizing ::Burns ::Interfaces 
::Free ::Charles ::Transfers 
::Annie ::Jerry ::Interactive 
::Yehoshua ::Preface ::Bolour 
::Already ::319 ::Schnhoff 
::Kieling ::Birgitta ::Optimizers 
::Jenny ::Tsuei ::Lougenia 
::Ling ::News ::Cowley 
::Bryan ::Beyer ::Melton 
::dimensional ::Gives ::Polymorphic 
::Yerneni ::Yongjian ::Justin 
::Curtis ::Vipin ::George 
::Reconstructed ::Ouri ::21 
::Wahab ::Characterization ::Wolfgang 
::490 ::Thin ::Kanellakis 
::Partial ::Querying ::Recovery 
::Message ::Grossman ::Configuration 
::413 ::in ::Wolfson 
::Safe ::Lashkari ::Yannis 
::Controlled ::Mechanisms ::Flokstra 
::Hodges ::Libraries ::Next 
::Join ::Jack ::Kazuhiko 
::Evaluate ::293 ::35 
::Informal ::185 ::Time 
::GIS ::Kspert ::Yu 
::155 ::Implication ::Stankovic 
::Studies ::time ::DBLearn 
::Iakovos ::Chairman ::301 
::563 ::Residues ::Alon 
::Nectaria ::Gregory ::Picture 
::Hugh ::Written ::121 
::Generalized ::Babis ::337 
::Vipul ::memory ::Kilov 
::Levy ::Tam ::To 
::503 ::Skew ::Englert 
::AI ::571 ::Allen 
::159 ::Prolog ::Keun 
