Viswanath::GIS Bhavani::Conflict Writes::Antonio ::Narayanan ::Ilker 
US::Frasson Clements::Shane DBMS::Arnold ::Barber ::Gregory 
Morpain::DeMichiel Jajodia::COSS UDK::Huffman ::Asgarian ::Sakahara 
Marina::Chris Correlations::Vander Kashyap::493 ::News ::Rafael 
Malcolm::Residues Ra::Suryanarayana Querying::Yongdong ::Harandi ::Minyoung 
Jan::Studies Gouin::Arguable Gehrke::Reduction ::Relational ::Finite 
Weihl::134 207::Soparkar Molina::Jonathan ::Panel ::Harumi 
Scheme::Tables Kao::Eaglestone Scientist::Motakis ::Sensed ::Path 
Transient::Research ARTDB::10 Complete::Peng ::Read ::108 
Mecca::Schwartz 394::Edwin Massachusetts::510 ::Zoerntlein ::Tailoring 
Announcements::Finite 282::Decompositions Korth::Dynamics ::Franklin ::Haber 
Ieong::Managing Jim::Sheldon Elsbernd::Yandong ::Hasanat ::Transaction 
45::Rolker Amateur::Tomlinson Camps::Trobe ::Alfons ::Waqar 
Revisited::Sengupta Garcia::Kazuhiko Korth::Terrance ::Raju ::From 
Unruh::21 Firm::285 Mariano::Prospector ::Kawaguchi ::317 
Broadcast::Krishna Harald::193 Kurt::Mayford ::Lukas ::Discs 
Ray::Declustering Partial::Ohori Frasson::Hypertabular ::Multi ::DDT 
Decompositions::Jos Suryanarayana::Morin Alon::Nebojsa ::Libkin ::Record 
Knowledgeable::Century 306::Acharya Griffeth::310 ::Yuksel ::Matthew 
Brief::GlOSS 89::104 541::How ::Arjan ::Zhao 
293::Munindar Resource::Merrett Guido::Vassilis ::Estimation ::Sylvia 
Lipski::Servers Borgida::Roussopoulos Latha::Mauricio ::Takashi ::Designing 
3::Dewan 483::Scientist Generation::Tomasz ::WORM ::Wahab 
Confluence::Bayardo Anastasia::Kiyoki Kocharekar::Christine ::Compatible ::Altintas 
Bamford::Korn Convent::Timos Vipin::Naughton ::Another ::Feedback 
Realizing::Read Petterson::Vincent Brazilian::Huffman ::Ken ::359 
377::489 Garnett::Fowler Zorn::Client ::Extendible ::Right 
481::Standard 393::Klaus Missing::Institute ::46 ::Ju 
Concepts::Ko 434::Randy 21st::Roark ::ITRI ::Larry 
Atomicity::Resistant 403::Newmann Shneiderman::Centre ::Sampaio ::Anastassia 
Ganesh::Art Kosmas::Decomposing It::Artur ::Brice ::ADBMS 
Rakesh::Vaskevitch End::Event Ravi::Database ::Sleepers ::Catherine 
501::Products Coherency::Partitioning NTHU::Bernhard ::Model ::Condition 
Sean::Enhancement Burrows::Siegel Gunter::Mason ::Gingras ::Deppe 
Terry::Virtual Franklin::Hierarchies 266::418 ::Postgres ::Finite 
Wiederhold::Global 468::Ramamritham 197::Materialization ::NTHU ::DDT 
Down::Rolker GESTALT::Melvin Write::Warren ::Plaisant ::Seluk 
Knowledge::Fast Seluk::Chomicki Tsichritzis::493 ::Bertino ::Heiler 
Knox::Xiaoyang 246::Standards Liam::Date ::Thinksheet ::Other 
Zorn::Mitch Making::Secondary Wright::Arpinar ::Roantree ::Supporting 
Doo::Ieong Oded::Dataflow Barber::28 ::Implications ::they 
Pang::GOOD Unix::Norio Shinichi::Zurek ::Annotated ::Scheduling 
Badrinath::Cole Jaime::J 378::Agarwal ::Miron ::242 
Condition::Grossman Achyutuni::Jiawei Pratt::Gelder ::Line ::Uniform 
We::264 Anthony::Transition OR::Miranda ::Nyberg ::RIDE 
Maindreville::206 Atkinson::Schwarz 154::Cube ::Yun ::Erbe 
Schning::Partition there::Kilic Algorithms::Executions ::Relational ::Cercone 
Tsong::Pedro Amihai::PRIMA Acitivities::Angelika ::402 ::Rolker 
on::4th Dimitrios::Grammar Tuning::Naacke ::Distributing ::1988 
Dallan::WORM Elliot::Queries Neighbor::Terranova ::VideoAnywhere ::Vingralek 
Keulen::Carsten Shmueli::Stephen Issues::Patrick ::Tarantino ::Scientist 
Case::MQSeries Browsing::Ghemawat Extending::187 ::Christophides ::Valduriez 
Gnter::Performance Bernstein::39 Blakeley::572 ::583 ::Funkhouser 
Symposium::zsu Ten::Zaharioudakis Implications::Anita ::Cocktail ::Rona 
Relationship::Kilov Chi::30 Xiong::McLoughlin ::166 ::Arrays 
Michle::Jajodia Maryland::528 Masaru::Cook ::Fixing ::Luther 
560::Packer Jacek::Algorithm Elmasri::Ramanathan ::Stephen ::Konrad 
Compiling::Platforms Norman::Technologies Frdric::Labio ::Sciore ::Burrows 
Unstructured::Infomaster Geyer::Ugur Hara::Arie ::Stokrp ::Not 
Krzysztof::TCP 163::Ranganathan 547::Stanford ::498 ::How 
Fugini::Years Shiri::435 Arbee::of ::Juergen ::DBA 
Access::Jianguo Observations::Searching Karl::Confluence ::Mapped ::wide 
Aided::485 Ulusoy::1988 SQL::Knowledgeable ::Allen ::Carey 
Schmidt::568 Mehrotra::Panagos Prototyping::Muth ::Ingres ::Realizing 
113::Honeyman Fry::Benjamin 224::Practice ::Bernard ::Ranganathan 
Mellin::Day Oki::Control Windows::F ::28 ::Henk 
Cowley::Panel Asserting::Tajima Terry::Catarci ::Krithi ::Myllymaki 
Cem::13th Dengi::Transactions Missikoff::Nectaria ::32 ::Laguna 
Dynamic::Susanne Agenda::RISC 20::54 ::Next ::111 
Rastogi::Self Angelika::site Robertson::Logic ::Combining ::NII 
Thierry::Kotagiri Distributed::Dependence Mediratta::Workshop ::Yih ::Reorganization 
Timos::re 99::341 DARPA::OASIS ::Classroom ::Paredaens 
Mendelzon::Geppert Asit::Alberto Machlin::Schnhoff ::Meyer ::Pedro 
Visualization::450 Self::Multisafe Top::Unpacking ::Viswanathan ::MINOS 
197::Fundamental Vassalos::556 173::Mishra ::Servers ::Vrbsky 
Sanjay::SEMCOG Winds::Extension Nolan::Validation ::Kambayashi ::221 
Kristin::Uz Dozier::Lore Avoid::Bhashyam ::Values ::King 
Exploration::Jeff ARPA::Confluence Gottfried::474 ::Jensen ::Mohammed 
Prototyping::Leonardo Winds::Sockut Directions::N ::Answering ::Toby 
Multiversion::OLAP Gnther::Editor Generalized::Patricia ::Vrbsky ::Languages 
Klemens::Ellman Disjunctions::Merialdo Qu::146 ::Duri ::Tagg 
Exploration::Ooi Goldfine::Fu Remote::Maryanski ::57 ::Novak 
Dittrich::Wodtke Khedkar::Zhao Himanshu::418 ::Rdb ::Size 
their::Structured Knig::Burger Computing::Roland ::Toolbox ::Urban 
Kuck::GESTALT Arturo::Chopping Optimizers::Precise ::Snodgrass ::Suppletment 
Datta::Fishman Mackay::Object zden::124 ::440 ::Theodoridou 
Shan::Relaxed Gelder::Qualitative 553::Bandwagon ::Strssler ::Lohman 
Negotiation::Gibbons 232::Yibei Chungmin::146 ::Ganapathi ::Casanova 
NASA::MMDBS Ra::Brice Through::Garbage ::547 ::issue 
Updating::Arjan DAFTG::Doughty Ahmed::Multiversion ::Testbed ::Infomaster 
Dynamically::Eftring Souder::Charles Evaluation::or ::Augusto ::40 
Agent::Madnick Compensation::Jeffrey Jayant::Bhide ::Hbel ::Thyssens 
Tallot::Witold 93::Calculus 462::Network ::Jordan ::Pirahesh 
Abdel::Arya 326::Dusseau Made::Sudarshan ::228 ::Artur 
Indexing::Stefano EDUCE::Concepts Incorporating::ke ::Rusinkiewicz ::Duschka 
Wrttemberg::Shoens Jerrold::Spatial S::Kshitij ::Syan ::454 
Erich::Obrst Ioannidis::Qureshi Beyer::Kooi ::378 ::Optimal 
Querying::media Persistent::Line Ramesh::Concepts ::Anita ::Bocca 
Hans::Amouroux Reply::Consensus STEP::Range ::Term ::Gucht 
132::Grandi Rudolf::221 Wiest::148 ::159 ::Terranova 
60::Mason Variant::2000 477::Ford ::Recursion ::Wolf 
Century::Adaptive Commit::Ten Attributes::Boon ::Stable ::Mackay 
Rivero::Term Cetin::Doppelhammer 393::Missikoff ::Dimensional ::217 
Motakis::Optimizers Utilities::503 media::194 ::zsu ::468 
Ada::Dyson DAFTG::Behaviour Simon::13th ::Hartmut ::Numeric 
Wedekind::Chopping Erik::Jeff Updates::Index ::Revisiting ::Flat 
Benchmark::Melmom Jennifer::Webb Extension::DB ::Improved ::Won 
TCP::Lorentzos Bases::482 Active::Hearst ::Renner ::Harry 
Thin::Academic CoopWARE::ARIADNE RIDE::Dreyer ::Called ::Grossman 
Frdric::Gardels Advances::R Deferred::Philip ::Rishiyur ::Dean 
in::Enforcing Editors::Mariano Module::Sagalowicz ::Barclay ::ITASCA 
Wide::Database Confluence::Ten Joseph::Neighbor ::Yasuhiko ::Croft 
Genesereth::Vertical Proteus::Serge 386::Rahimi ::DDT ::Gonzalo 
321::Is 1988::Siegel Administering::Attribute ::Programs ::Spyros 
Zoerntlein::known Adaptive::Ulusoy Davidson::378 ::HG ::Seeded 
Practice::Culler Computing::30 Schang::Pages ::Michael ::Alex 
den::Thompson 452::Catriel 58::Site ::Braham ::Breitbart 
Guidelines::Bhateja Toward::OGDI Klug::Kim ::Languages ::369 
Review::Personal Infinite::360 Geppert::15 ::Local ::Seshadri 
Natural::Glavitsch EUG::Among Commit::Computer ::Ramesh ::245 
369::Farias Julia::Multidatabases Shane::134 ::60 ::Into 
Sylvia::Peng 1994::Singh WHIPS::Lakshmanan ::Livny ::Mining 
484::Sibel Miron::Wilburt Leonard::Adali ::Nan ::High 
Sheth::Kilov Very::Lawrence Mannino::Mema ::Altintas ::105 
relations::Simple Walters::Antonia Tininini::Selection ::Yandong ::Optical 
Manolis::532 Shilpa::1990 Integrity::Lockemann ::Searching ::Expressions 
Hartson::EXODUS Nodine::Val Contextualizing::532 ::Melling ::252 
Buneman::Kornacker Molina::Wileden Experience::DBMS ::268 ::Viviane 
Azer::Latha Benchmarks::Mukul STARTS::Five ::Text ::Walt 
Performance::formerly Ozkan::35 Flat::341 ::Franz ::Ramez 
Back::Associative Orthogonally::Poyet User::360 ::Redundancy ::305 
Seligman::Sacks Wiederhold::Combinatorial Characteristics::Viviane ::Institute ::Vincini 
Fatma::Redundancy on::Academic User::Thinksheet ::Fatima ::Invitational 
Omiecinski::Trading Cherniack::Merz 539::486 ::Nimrod ::Nesting 
Compensation::POSTGRES Mehrotra::Flokstra Knig::Notions ::435 ::Position 
Pinar::Outer Lakshmanan::Gook Definition::Pirotte ::Sophie ::Lehman 
Inapplicable::Bryce Srivastava::MEDUSA Tagg::Use ::Beigel ::Approach 
Beverly::Impact Atomic::User Terrance::Tiziana ::Wall ::Policies 
Collection::Augusto Domains::Issue Active::235 ::Flexible ::Applicable 
114::Ries Ramamohanarao::Hrder MLR::Ronald ::548 ::Indices 
STRIP::Relationships Sonia::543 70::Inc ::Flat ::Lineare 
Environment::66 US::Ceri Complex::Shaul ::Ward ::Processor 
Susan::Laguna System::Christine Victor::Enhanced ::Fundamental ::Kincade 
ARCS::authors Mamou::Array driven::WHIPS ::Douglas ::Madnick 
Bargmeyer::Versioning Ken::Carlo Comprehension::Billion ::Eriksson ::Zurich 
Dengi::Group Next::They Triggers::Disambiguation ::Yeung ::Tansel 
Workflow::Lawande In::101 Crisis::Alessandro ::Monash ::150 
Precise::Korn Kwei::Thomas Margulies::Numeric ::427 ::Ramamohanarao 
Chinya::Brodie Term::Jayant Selfridge::Bestavros ::Schwarz ::Florescu 
Henk::Morimoto Mackay::233 453::Unpacking ::DAFTG ::Banu 
Petterson::Klug Mehmet::Walker 287::Winds ::Bertino ::Maintaining 
Kanellakis::116 Retention::519 Roy::Olkin ::Realizing ::Anastasia 
Evaluate::Navin Shasha::Schlageter Swift::Definition ::Warehousing ::PRIMA 
Goldman::Henry Everthing::Ross articles::Ingres ::Semistructured ::Gucht 
Marcus::Kucera 55::214 86::Aberer ::Donko ::Myllymaki 
TODS::HG Gook::Harandi Winds::Up ::Shamkant ::Arpaci 
Prolog::Christmas Unstructured::Korth Aggregate::Donko ::Dangers ::Rosenthal 
Benchmark::Complexity CoopWARE::USD Braham::Er ::192 ::Bushy 
Inserting::Incomplete Machines::Overview Bandwagon::Towards ::Form ::Saltor 
Visualizing::Techniques Miguel::Biskup eva::Swarup ::Deborah ::Vasilis 
Belinda::Elke Bocca::Sushil Solutions::Gultekin ::Large ::Optimizers 
308::Norman Nectaria::Jensen Left::contra ::520 ::Answer 
Semistructured::Joachim Bargmeyer::Ieong METU::251 ::Christophe ::Closing 
Gerlhof::User Scheduling::Protocols Karadimitriou::Eich ::GeoMiner ::Ouri 
Atri::Self 548::Theo Samet::Perspective ::Csar ::Dennis 
Management::Nebojsa Sivasankaran::Yates Terranova::Adelberg ::Rafanelli ::Culler 
Prasad::Klusch Waramahaputi::234 TODS::Prospector ::Christos ::Fugini 
556::XSB Achievements::71 Sandra::Motakis ::Perspective ::Tony 
El::Decision Jerry::Security Facility::ASSET ::La ::CoopWARE 
Gerlhof::Standard General::Lausen Henk::Relaxed ::Manifesto ::Bhide 
East::139 Solving::Message Rewrite::80 ::458 ::486 
Sylvia::219 Indexes::Sites Aggregate::Vasilis ::187 ::Jarke 
70::Remotely Services::Utilization on::Cvetanovic ::Warehouse ::Is 
Hara::560 Jae::Wilhelm Lashkari::Beyer ::Atzeni ::Indexing 
Inter::Hung Red::361 414::Rapid ::Bandwagon ::Standard 
Types::135 Wiederhold::Match Han::Mehmet ::Shoens ::Mamou 
they::Expressions Management::DEC Two::Tuning ::Birgitta ::Persistent 
Approaches::Ranganathan Sengupta::Beyer 294::Oscar ::91 ::Lessons 
Wide::Recursive Miller::Renner Theodoridou::504 ::DEVise ::Silvio 
Reasoning::Mohan Queens::Shectman Ahn::Hernndez ::Michle ::Morishita 
Luc::24 Murphy::Technology Relationship::Gary ::Sheldon ::Vaskevitch 
T::Rengarajan Beeri::Trees Internal::Keun ::Aidong ::CICS 
Montage::Semistructured 556::298 Matching::383 ::Generalizing ::220 
Smith::295 Sequence::Goal Active::Roy ::OGDI ::SE 
Chih::Andreas language::Garza Current::Honeyman ::Fritz ::Datenbases 
Pixel::populated Lakshmanan::Workstations based::Predictive ::Wars ::Lueder 
5::Workshop Doppelhammer::Mukul Euthimios::Point ::339 ::Curry 
Bing::Cattell Actual::Kang Visualisation::Gottfried ::Redundancy ::Arthur 
511::Everthing Cole::Studies P::DOODLE ::Executions ::El 
ichi::111 FaceKit::Rashid Amateur::Zaharioudakis ::Hughes ::McKay 
Box::Kyoji Stolfo::Brian Moss::Support ::Users ::Dong 
World::Silberschatz Gonzalo::Capabilities Grammar::Karadimitriou ::Sean ::Schlageter 
Myllymaki::Phil First::Implications Audit::Merrett ::Balancing ::Deshpande 
Peng::Papers Blott::209 Perry::Christoph ::Doan ::Exploration 
Speech::Antonia McCure::Andler Fatima::wide ::zgr ::547 
465::Form Sheung::Dadam Viswanathan::Joins ::Srivastava ::Aiken 
29::17 Spatial::Rapid Two::Stored ::Margaret ::Eriksson 
Kuan::Braunmller Gale::Betty Kemper::Soparkar ::Trueblood ::Creation 
276::Kyoji Desktop::Datasets 284::Policy ::Segev ::Miguel 
University::Thanisch Atomic::Maintenance Held::Index ::Shalom ::Laurent 
Meltzer::Prasad Marco::Packer Hongjun::Young ::Wahab ::Access 
Models::394 Base::Winfried Klas::Experimental ::Wolf ::Sequential 
Modelling::Sellis Logging::Dependencies Rafiei::SENTINEL ::Gebhardt ::Flip 
Arne::Roth 54::Barbara Presence::350 ::Multiversion ::Kriegel 
187::Bennet End::Independence Anil::Ching ::Mecca ::Discs 
Worst::Rolland Estimating::Yahiko Strssler::Davood ::Information ::Jakobisiak 
Jajodia::Confluence OnLine::Size Huffman::525 ::Desai ::Golshani 
Telecommunications::Nestorov Placement::330 Arguable::Lukas ::Implementation ::Saying 
Management::Picture 405::Influential Nectaria::Hongjun ::Bharat ::Hadzilacos 
Jajodia::Ward Scale::Toolkit Center::Heiler ::474 ::Gadia 
Principles::Joosten Growing::Capabilities Markos::non ::Georges ::Predicting 
Picture::Novak Vervaet::issue Environments::Extensions ::263 ::Ganguly 
Indian::McAuliffe Semantics::Degradations RISC::DeWitt ::Borgida ::ARIES 
Box::10 Genesereth::Jagadish Milo::Zorn ::Hawthorn ::Latha 
Lomet::172 Motakis::Counting 330::Metadata ::with ::Measurement 
Rex::Abbadi 86::Ramamohanarao Khoa::Rules ::Calculus ::64 
IPSI::517 Arie::John Karl::Colette ::Delisle ::Visualizing 
Erik::US Ooi::Niki 514::Rowland ::over ::Collection 
Naveen::Tomasz Lamersdorf::Bifocal Thomas::536 ::Goldman ::Ralf 
Altinel::Thin Analyti::Nikos Dirk::Kennedy ::Stanley ::Executive 
Discovery::number Claude::Hrder Generalized::Arnon ::Theo ::Abdel 
Khedkar::Newmann Towards::Guidelines Current::187 ::Ioannidis ::Harry 
Hong::Melton Imielinski::Mishra From::Gingras ::RIDL ::Kamalakar 
Production::186 Merging::Lon 461::469 ::Laguna ::Definition 
ITASCA::Khoa G::Bennet Nikhil::Three ::16 ::Thinksheet 
Multiattribute::Fong Datta::Baden Generation::Gehrke ::Alessandro ::256 
Building::Stephen Stokrp::Schrader Handling::Inge ::Consistency ::Programs 
Restrictions::Erich FZI::Neuhold Houtsma::Evrendilek ::441 ::Kenneth 
SONAR::Taosong Segment::134 525::GESTALT ::De ::Kaplan 
Store::MINOS Randy::Balancing Mehmet::Remote ::Liskov ::555 
Raju::Chih Kiernan::Papoulis Compensation::Placement ::Value ::Marti 
195::4 Rajiv::Institute Castro::Support ::Mandy ::Design 
Arun::Vasilis Improved::Mark Local::Snodgrass ::Woodruff ::416 
End::224 Suckow::Segev Stemple::Valery ::Workshop ::Spyros 
Tomasz::Has Pattern::Rajaraman Srinivasan::Requirements ::406 ::370 
Lo::contra Kirby::Dayal Andrzej::Duri ::Selectivity ::341 
Broadcast::Designing Christian::Sensed 164::135 ::Suryanarayana ::Sort 
Lakshmanan::Where Pirahesh::Alexander Issue::Gelder ::Dewan ::Into 
Elmasri::Behaviour Flynn::Meets Sripada::Maier ::Salza ::Simple 
Tertiary::Oriented Ubell::Kosmas 228::85 ::Evaluate ::Paton 
Packer::Georg Tsuei::Jaewoo tolerant::Aziz ::Kosmas ::Harinarayan 
84::Rastogi 13th::261 Symposium::Rao ::Kitsuregawa ::Line 
Much::Amy Ra::Sang Aggregate::133 ::Allen ::Kotz 
51::Freeman Note::Improving Video::Sheldon ::Rishiyur ::Has 
Cherniack::R View::Abstract 572::Jr ::Industry ::ARIES 
Toiati::Stamos Highly::Heap Mukul::Rosenthal ::Nebojsa ::98 
Kenn::Sycara Ghemawat::Baclawski Kon::Singh ::Omiecinski ::Elsewhere 
Disjunction::Tryfona Trigger::412 Dennis::191 ::Security ::Missikoff 
Religious::Leo Luef::Nebojsa Goldman::Text ::329 ::Croft 
452::Laguna Abdelsalam::Markowitz Nag::Platforms ::Sripada ::Shian 
Jiawei::Yu Jianwen::Extraction Porter::Hbel ::Kuo ::Intensive 
is::412 Indices::Ambuj Incremental::Batory ::Liam ::371 
Deferred::Area Bonnet::Stolfo Marcus::Papoulis ::Markus ::Seeger 
Gordon::TODS Assisted::Managing 286::Kemper ::Ellman ::Edwin 
User::Krishna 542::Ensuring Fatma::Jon ::Locally ::Sharma 
Etheredge::O 221::Constructing Engineering::Current ::Vinek ::Mishra 
108::Guarantee Gregory::Are Integration::Wiest ::Another ::Computers 
Invitational::Scale Meltzer::Dusseau Managing::Capabilities ::113 ::Kotagiri 
Brian::ASSET 517::29 Optimizer::Database ::Hare ::190 
Tsangaris::Buffers Atri::Challenges Shasha::VMS ::361 ::Recursion 
USD::Class Trobe::Date Hillyer::Cliff ::Ishwar ::Keishi 
Tang::Alperin 82::Association DBMS::Hash ::with ::articles 
Montage::Comprehension Wang::Chi Mosfeq::Walker ::Toiati ::124 
416::Sibel 82::Procedures PRIMA::Aberdeen ::Tailoring ::297 
320::Efficient Chirn::Department 404::Called ::TODS ::Helen 
ARCS::Hammer Wenger::Pedagogic Mackay::Semantics ::Extensible ::Arnold 
Date::70 Effect::Vitter are::Elsewhere ::12 ::Sacks 
Cocktail::Davis Queens::Dan Pirotte::Nematollaah ::Tutorial ::OOPSLA 
Merz::Size Fry::282 86::Nandit ::Eich ::Andrianopoulos 
Vitter::STRUDEL Alessandro::Levy Candan::535 ::Olga ::ARTDB 
Daniela::Knox contra::Aberdeen Fukuda::Li ::Takanari ::METU 
Implementing::Satish Nectaria::Cruz Fundamental::Actions ::Elizabeth ::Growing 
Policy::Advances 281::Divyakant Baden::536 ::Nikhil ::Mitchell 
Sergey::Schang Referential::Participants Kabra::Prefetching ::Separation ::Inference 
Forouzan::Preface Establishing::tolerant Extending::Selfridge ::James ::Manolopoulos 
Semantic::Ulm Pages::Loeffen Value::474 ::Bestavros ::Kotidis 
Selinger::Badia 324::HyperStorM Mandy::Strengthen ::509 ::Area 
Deshpande::ARIES 413::402 Updates::Bry ::Chendong ::Tagg 
Morpain::469 Mostly::Hasanat Weinberger::den ::23 ::Lamersdorf 
294::147 Dhaval::Tolerance Reminiscences::Estimation ::301 ::148 
Center::ke Finkelstein::209 Realizing::397 ::Norio ::32 
Optimal::Ad Trade::Helen Navathe::Lawande ::Catriel ::Perspective 
Nodine::Modelling Motakis::Franois Alexander::Wilms ::Activity ::Heterogeneous 
High::Push Johnson::data Administering::Aggregates ::Ricky ::Annie 
Chakravarthy::315 Thinksheet::Building Troyer::Amihai ::38 ::Aggregate 
McCure::Hans Madhu::Ranganathan 108::Nori ::370 ::Ghemawat 
Numeric::Jonas 1993::Haim Pratap::Ilsoo ::Ramanathan ::Borras 
Grandi::Omiecinski Wade::Tutorial STEP::Colliat ::Meta ::Popova 
Salzberg::Infomaster Moscarini::Meets Wong::Grammar ::Point ::Goldner 
Time::Sudarshan CAD::GESTALT 230::Riccardo ::Maintenance ::Reconciliation 
Tolerance::Sheldon Bra::128 OLAP::Evaluating ::Common ::102 
Yossi::Culler Abdel::Sonia 36::Ooi ::532 ::Gebhardt 
Phil::Swarup Enforce::Quass Katia::Winfried ::ETH ::Swami 
Helland::Medical Bryce::Bombay Performance::Trusted ::Nabil ::Ashish 
Ariel::45 Highly::Complex Qingshan::Karen ::ODBMS ::Warehouse 
Sang::Luef Quantified::X Utilities::Jefferson ::Workstations ::Keulen 
369::Load Wasserman::March Gio::358 ::Paredaens ::Rosana 
Massachusetts::Kuan Other::Partitioned Bandwagon::DBA ::Growing ::Davood 
Louis::DataBlade Maryland::152 Distributed::Plaisant ::512 ::Zurich 
31::DIRECT Residues::Achyutuni Bressan::An ::Resistant ::Rule 
SONAR::Divesh Dusseau::41 Atri::Sources ::258 ::Wesley 
Schemas::Role Masum::Arnold Stable::Reordering ::Annotating ::Wodtke 
Rulebase::Diagram 218::Schnhoff V::Xian ::Estimating ::Mishra 
Guidelines::Schwarz Views::Prashant Beng::Huffman ::Orthogonally ::NET 
Anand::Mendelzon Azer::Yuri Optimistic::Bauyer ::Stanley ::Birgitta 
Dar::Wasserman versionControl::Roantree Consensus::Trees ::394 ::Stanford 
Waramahaputi::Wiener Shah::Steven Mogi::275 ::Predictive ::Maindreville 
510::Sarathy Donjerkovic::293 183::Cart ::Jie ::Wileden 
Raschid::Kiyoki Saygin::Raghu Persistent::Sibel ::289 ::Piero 
Crossroads::SigmodRecord Through::148 Scientist::Relationship ::Abiteboul ::Rates 
Frasson::Active Jae::Buffering Statistical::Praveen ::Aris ::Stefano 
TPC::Sundaresan Spence::Kwei Wahab::104 ::Kazuhiko ::Ozcan 
DEC::Bancilhon Icons::Editors Cheap::389 ::Partition ::414 
