Thor::Stokrp ::72 ::529 ::Not ::Aggregate 
Manolis::SMP ::Sparsely ::Improve ::Liskov ::Pernici 
Datalog::Simple ::395 ::Integrated ::Prototyping ::An 
CAD::Phil ::217 ::Configuration ::Pinar ::AssociationRules 
GIUKU::Number ::Taube ::Consistent ::Conrad ::Deborah 
Krishna::Ju ::Nascimento ::Karlsruhe ::205 ::116 
Keishi::Trade ::Kosmas ::Jeanine ::Good ::Commercial 
Sophie::Qu ::Gonzalo ::Wong ::Activity ::Dimitra 
280::Massachusetts ::Riekert ::Report ::Walter ::Joins 
Piero::Bennet ::Builders ::Qureshi ::Metrics ::Isabel 
Chirn::Initial ::111 ::Girish ::Arya ::Thyssens 
Dusseau::Mapped ::Celentano ::Simulation ::Freytag ::261 
Llirbat::in ::Center ::Datenbases ::Keulen ::Scientist 
Qaimari::517 ::Klonk ::Bigelow ::Studies ::447 
Concerning::Kerry ::Durusoy ::Gregory ::Management ::Separation 
Scalability::Funding ::ConceptBase ::419 ::Packer ::Recent 
Mandy::Deshpande ::Zoerntlein ::Darwen ::355 ::89 
Shashi::Luef ::They ::Multiattribute ::line ::Ramachandra 
394::Aggregation ::Solutions ::Algebras ::Checking ::Attributes 
Confluence::Pedersen ::Closing ::GEM ::DOODLE ::Maintenance 
Philip::Heterogeneous ::Y ::Thin ::Keun ::S3 
300::Knox ::Effectiveness ::461 ::Abdullah ::Model 
Benchmarks::technology ::Tova ::Refresh ::Nathan ::Morpain 
Anil::Fabret ::Seshadri ::389 ::317 ::Infinite 
Andries::Yasuhiko ::Connell ::Susan ::ADBMS ::Clustering 
Records::Spaces ::ARIES ::Subramanian ::Dimensional ::216 
Buffering::34 ::Academic ::Navin ::Kosch ::Saygin 
Fernandez::Quantified ::Displays ::Table ::Air ::Modification 
Tsong::416 ::Ait ::Poosala ::Consistent ::CODASYL 
Ju::Barnes ::Spence ::Janus ::Girish ::Structures 
307::Right ::Warehouse ::Brin ::Object ::414 
Michel::93 ::Flix ::Koschel ::Hrder ::Record 
Mehmet::Observing ::Meckler ::Faloutsos ::Striping ::Simulation 
Administration::XPRS ::there ::Klein ::Grasnickel ::Elsewhere 
Goh::ARTDB ::Products ::1990 ::Carl ::325 
4::MLS ::Accessing ::Toolkit ::technology ::Elisa 
Making::Murphy ::Real ::Dieter ::Rajiv ::348 
Summary::Architecture ::231 ::Jian ::Stanford ::Oscar 
Mehmet::Baclawski ::Easy ::12 ::Sun ::Indian 
Servers::for ::Mellin ::Budget ::Son ::Radek 
P::Limsoon ::239 ::Plaisant ::Rengarajan ::Quickly 
Labio::Graham ::Cvetanovic ::7 ::Ganesh ::Wang 
452::Laura ::Modification ::527 ::line ::139 
Rahimi::Giansalvatore ::Warehouse ::Qin ::Structures ::Fox 
Marron::Divesh ::Shah ::Shectman ::Nascimento ::Moffat 
Keng::Louiqa ::Order ::273 ::Ganguly ::531 
Quiescing::Arun ::Relationships ::Wodtke ::Anderson ::Lessons 
tree::Base ::Winslett ::Seligman ::Improving ::Forth 
Memory::Nelson ::Durusoy ::Algebras ::Made ::Of 
Sagonas::Willard ::Iterative ::oriented ::Arne ::Dependencies 
Earl::Realtime ::Optimistic ::Biskup ::Lynn ::and 
26::Complete ::CICS ::Informix ::Three ::Allan 
Shu::Processors ::Elisa ::Hare ::226 ::Darrell 
Viviane::Kenn ::263 ::Chim ::Ozcan ::STRIP 
INterchange::218 ::Amouroux ::364 ::Yves ::Optimality 
Swarup::Condition ::113 ::Lakshmanan ::Order ::Objects 
Krzysztof::Dynamic ::54 ::Stepwise ::Cody ::Disjunctive 
Apparatus::Dangers ::Balakrishna ::Development ::Arne ::Achyutuni 
Progress::Common ::Xiaolei ::Chih ::Emperiment ::DBSim 
Geppert::Capabilities ::Thuraisingham ::Block ::Protocol ::Derived 
215::Robert ::Tsichritzis ::Chin ::El ::209 
Naveen::Proposal ::Towards ::Krll ::Bifocal ::Hrder 
Maryland::264 ::184 ::Carrie ::Space ::Expert 
Snapshot::Conversion ::Join ::Terms ::Constructing ::Parallelism 
Sonia::B+trees ::Hoch ::Fotouhi ::Are ::SEMCOG 
Large::380 ::D ::Constructing ::Clemens ::Variant 
Karim::Conversion ::Rashid ::Reedy ::Saltor ::Yasushi 
Katayama::Tuning ::Mukul ::Sarda ::Higher ::347 
Browsing::Earth ::Values ::Dyson ::ACT ::Schuh 
Potamianos::Selectivity ::Earl ::Hoch ::Ieong ::358 
Guidance::468 ::Kfer ::Read ::Potamianos ::Simple 
Swarup::Rupawalla ::Cole ::Schnhoff ::501 ::Vipin 
230::450 ::Goh ::Shoens ::Forth ::Towards 
Kim::Haritsa ::OR ::Theodoridou ::Fishman ::392 
Knowles::Comprehension ::Recurrent ::Muntz ::Peithner ::480 
Grasnickel::RAID5 ::Don ::Ramana ::Jeusfeld ::240 
Enough::Muth ::Merialdo ::Abdullah ::Relationships ::Mauricio 
Patricia::Safe ::Dallan ::Three ::Thierry ::Two 
Motakis::Laks ::Goyal ::160 ::Oded ::Traversal 
Joakim::Display ::Gadi ::wide ::External ::Teradata 
Ugur::T ::Vipin ::Auwera ::Jumping ::Redundancy 
Cook::Sripada ::Vaskevitch ::Narayanan ::Grammar ::Vasilis 
Matchmaking::351 ::Alexander ::TODS ::Partitioned ::any 
Multiversioning::OOPSLA ::135 ::Unstructured ::Orenstein ::550 
Condition::SEMCOG ::Geophysical ::Claims ::Jack ::over 
234::article ::Optical ::Kn ::Etheredge ::209 
Shalom::Compensation ::24 ::Shilpa ::Aidong ::Theodoulidis 
Copeland::461 ::fu ::Jyh ::Kim ::Eben 
Geyer::Jakobisiak ::Workloads ::De ::228 ::Jack 
Integrated::Clifford ::Orenstein ::Queries ::Previews ::232 
Middle::Lu ::572 ::Between ::Michel ::Wong 
Buchmann::Maryanski ::CSA ::K ::Datasets ::Applicable 
Wolfson::Funding ::Brad ::387 ::Ju ::Urban 
Industrial::Rahm ::tree ::Gio ::388 ::477 
501::P ::Wars ::Media ::Satellite ::Anastasia 
Very::Out ::Shared ::ONTOS ::Douglas ::Ulusoy 
Salton::CSA ::Yuri ::Shmueli ::Ambuj ::507 
Rational::383 ::TPC ::Challenge ::Miguel ::Materialized 
Directions::Ahmed ::C ::Aided ::Can ::Shelly 
Memory::Robert ::Selinger ::Sort ::Context ::Myers 
418::Array ::Right ::Optimality ::Nicolas ::Balakrishna 
Hypertabular::Tokuyama ::Sequence ::Manola ::Practice ::Persistence 
Ferri::Growing ::Optimized ::Ten ::Dewan ::Ins 
97::311 ::Mrcio ::Ahlberg ::Sampaio ::320 
Janet::Nichols ::DDT ::Amherst ::Charles ::54 
Garza::Ron ::GENESYS ::relations ::Cartesian ::MDM 
Eisenberg::Willie ::575 ::Andreas ::View ::Kuck 
Didier::Peter ::A ::Control ::Utilizing ::Jignesh 
Ramasamy::Mining ::NTHU ::Metric ::Berg ::Kambayashi 
27::Proposed ::Model ::42 ::Christodoulakis ::Abstraction 
Bruno::Navarro ::Schmidt ::Natarajan ::Tuning ::Obrst 
Vasilis::Dina ::60 ::Policies ::Philip ::Optimistic 
Toward::Hugh ::Tansel ::416 ::Devolution ::Maurice 
Personal::Radzyminski ::DBMS ::Taube ::World ::Message 
Decomposing::Guozhu ::Hawthorn ::Wolfson ::SPARC ::Atzeni 
Warren::Kitagawa ::2001 ::Banu ::Computations ::Phillip 
Exploiting::Suzanne ::C ::Query ::Schrader ::Divesh 
Solution::Ricardo ::Colliat ::Highly ::Rafiei ::Erich 
UIS::Gnauer ::Son ::Bandwagon ::Neuhold ::435 
Beverly::Searching ::Santucci ::Rene ::Bibliography ::Java 
Fraternali::Prolog ::Ramachandra ::Contextualizing ::Computers ::Kyoji 
Schwarz::Effect ::Primitive ::II ::Margulies ::Tertiary 
Tamer::514 ::Fixing ::Fast ::Activities ::Environment 
Giansalvatore::Patterson ::Achitecture ::509 ::Workflow ::Differential 
Partitioned::Abbadi ::Rastogi ::17 ::228 ::Mackay 
Y::Tomasic ::Obrst ::Hirata ::ObjectStore ::Spyratos 
Anastasia::Yasushi ::Walter ::Semantic ::Mapping ::Perry 
Solomon::489 ::Gio ::Enhancement ::Ron ::Wave 
Machines::Budet ::34 ::Vassalos ::Jeanine ::Statistical 
506::543 ::482 ::Hasselbring ::Karadimitriou ::Elsbernd 
Experiencing::Saltor ::Averbuch ::DDTS ::Beyer ::Zaane 
Shenoy::Mark ::Smith ::AlphaSort ::408 ::Static 
Shan::Cody ::Siegel ::Compensation ::Subrahmanian ::Boral 
Brigitte::Ilsoo ::Bamford ::Safe ::Roantree ::Locking 
Hillebrand::Desai ::among ::Thatte ::Cart ::DDT 
Distributing::Bra ::Conceptual ::Handling ::Satoh ::Ko 
Hanson::Strategy ::205 ::Schuble ::Sanjay ::with 
Sean::22 ::Worst ::Bocca ::Rmy ::Fragments 
Simultaneous::Cost ::225 ::Victor ::135 ::Salvatore 
DBLearn::Wolfson ::Cubes ::Cherniack ::Erbe ::Tan 
Handling::Hartmut ::111 ::Schwartz ::Extracting ::Miron 
Jarke::Redundant ::Mohamed ::355 ::482 ::Edward 
Statistical::Indexes ::Implementing ::Denotational ::Partition ::Rajaraman 
Fishman::Downing ::Levy ::Stavros ::Ibrahim ::Organization 
VideoAnywhere::Paper ::Matching ::Bernhard ::Papers ::Pang 
Atzeni::154 ::media ::Bob ::Rajendran ::313 
Jarke::initPage ::Revisiting ::398 ::Bonnet ::155 
330::F ::Tiziana ::Stephan ::Tolerance ::Ioannidis 
Realizing::Hull ::Teradata ::Jumping ::552 ::Krishnan 
Peithner::Lakshmanan ::Fugini ::Karlapalem ::Frederick ::Algebra 
Gary::Ron ::Beigel ::ASSET ::Hide ::Implication 
Geppert::Assessment ::Zeleznikow ::there ::Papakonstantinou ::120 
137::External ::Jr ::Concepts ::Eaglestone ::Proposed 
Chi::Programs ::Video ::Response ::Smith ::Breitbart 
Chendong::Lehman ::186 ::Papoulis ::Moffat ::Compensation 
Correctness::8 ::137 ::Bing ::485 ::through 
Wedekind::Establishing ::Buchmann ::Nan ::Schema ::March 
Emperiment::Darwen ::Christoph ::Souder ::Euthimios ::Alphanumeric 
Jeanine::Pletch ::Garcia ::239 ::247 ::Bernhard 
Tailoring::Language ::Rational ::Bombay ::Tryfona ::Kon 
220::171 ::Tom ::Ellis ::Rupawalla ::Minute 
Conrad::Novel ::Personal ::Red ::452 ::NII 
Pessimistic::Testbed ::121 ::Editorial ::Crestana ::Novak 
282::Yangarber ::Jon ::Weienfels ::94 ::Jianguo 
USD::Schwarz ::Maier ::Massively ::Been ::Antonio 
Atkinson::Sidell ::262 ::Timeliness ::Geophysical ::Bhateja 
Ko::Separately ::GESTALT ::SMP ::Minyoung ::Tsichritzis 
NET::Lieuwen ::Skeen ::Knowles ::Salton ::Configuration 
IDEA::Queens ::Hoel ::Missikoff ::Prakash ::What 
Logic::Fraternali ::Chief ::Rahm ::Educational ::Er 
During::Determinism ::Braunmller ::Lockemann ::Celis ::Cohen 
286::STRUDEL ::Paul ::Ten ::Wilson ::Coterie 
Wilson::Dependencies ::Rowe ::Optimistic ::Semantics ::Ford 
Suppletment::Fernandez ::Paolo ::Passing ::Reduction ::Wilms 
Research::Normal ::16 ::Gehani ::Edgar ::Complete 
Collection::Gruber ::Previews ::Sylvia ::Manfred ::Garnett 
VMS::Article ::234 ::STRIP ::Dimensional ::214 
Gary::Confluence ::Andree ::Caching ::Franoise ::Hoel 
Cvetanovic::from ::Mariagrazia ::Best ::La ::Yerneni 
Raymond::Viswanath ::Hypothetical ::Buffering ::378 ::Relihan 
Meaning::Reminiscences ::Path ::370 ::New ::Cartesian 
Persistent::Sumit ::Marti ::media ::Coterie ::Anonymous 
Language::Griffeth ::Antonia ::Mohamed ::Delcambre ::Hbel 
Shivakumar::Quantified ::Bhargava ::SigmodRecord ::Bigelow ::Dynamically 
Joakim::Atri ::Shenoy ::Budet ::Mobile ::Donovan 
Carl::Utilization ::Rosana ::246 ::Lum ::Chair 
Protocol::Avoid ::Selectivity ::John ::Chopping ::8 
Statistical::139 ::Eaglestone ::Tables ::Mathematical ::Nikolai 
Metric::Davood ::Ado ::Kuck ::Darrell ::Ravi 
Finite::Utilities ::Scalability ::Wiest ::McKay ::Erratum 
Sizes::Werner ::Colby ::Alistair ::Waramahaputi ::Crestana 
Replicated::Wilson ::Technology ::Object ::For ::Hard 
Moshe::Marc ::Waramahaputi ::Bancilhon ::Report ::440 
Down::Fox ::Ptool ::Pirotte ::Quickly ::195 
Okay::Ray ::Darwen ::Saygin ::Other ::Qin 
ODBMS::ASSET ::Gupta ::Structures ::369 ::Beat 
ADS::Online ::Silverstein ::SENTINEL ::501 ::Charles 
Users::Efficient ::Doan ::Distributing ::Hubert ::Sengupta 
Richard::Sellis ::Sophie ::Informix ::Quasi ::341 
Nested::authors ::Visualizing ::Eliminating ::over ::Klusch 
Wedekind::Wm ::Records ::Prefetching ::Garbage ::title 
Schnhoff::OLAP ::Degradations ::Office ::43 ::Line 
511::Impact ::Rastogi ::71 ::Schnhoff ::How 
305::CoopWARE ::544 ::Method ::Mikael ::Atul 
Enhancement::Five ::Jint ::for ::Ni ::R 
Processor::388 ::Dewan ::University ::re ::Log 
Block::Paul ::Existing ::Century ::Integrated ::D 
308::Pessimistic ::297 ::Degradations ::Roth ::Traversal 
Andler::their ::4 ::McCure ::Relationships ::Deshpande 
Piatetsky::Condition ::to ::24 ::Stanford ::451 
Organization::Current ::Flat ::Revisited ::Lionel ::540 
Pena::Conjuction ::152 ::Transition ::Hayama ::Hash 
East::Disjunctive ::Stuart ::Goldberg ::Samarati ::Simmen 
33::Critique ::Massachusetts ::Mancuhan ::Vipin ::Multidatabase 
Connection::Alberto ::478 ::Mehmet ::Answering ::Entity 
AI::Omran ::Carl ::434 ::Wei ::Solutions 
Loops::Sockut ::Didier ::Patel ::Takanari ::Soloviev 
Future::Brodie ::Shoshani ::Abel ::Mariagrazia ::Inference 
Sequential::Sampling ::Testing ::Cercone ::Integrity ::Ambuj 
48::542 ::Beverly ::16 ::Potamianos ::Ko 
Tetelbaum::Phatak ::Forms ::Breunig ::Said ::Ries 
Mikael::Woodruff ::13th ::Stole ::Development ::Dimensional 
13th::Samarati ::503 ::131 ::110 ::Said 
DBMSs::Justin ::Cruz ::Cattell ::Wiederhold ::417 
Ramakrishnan::Duschka ::Valduriez ::Facility ::Dataflow ::Juergen 
Solving::T ::OR ::149 ::337 ::Magic 
Cocktail::Catherine ::264 ::Legaria ::Non ::Vervaet 
Database::Brachman ::Jint ::Hare ::GUI ::Annotating 
Pinar::Keith ::503 ::93 ::TPC ::Pipelined 
Iyer::Walt ::Guy ::Expressions ::Inderpal ::Scientific 
Modification::Baskets ::East ::Reminiscences ::Clark ::Treasurer 
Hussein::Database ::Tsong ::Beyer ::Theo ::Kemper 
284::Abiteboul ::Conflict ::Katz ::Recursion ::53 
Budget::Referential ::non ::CODASYL ::186 ::Bukhres 
SONAR::Summary ::123 ::Meckler ::Fundamental ::Jacek 
Systems::Ouri ::Annotated ::Atzeni ::Newmann ::Valduriez 
Hampapur::Chairman ::429 ::Farias ::Vrbsky ::Pirotte 
Knoblock::Recurrent ::Cercone ::MINOS ::View ::Keitel 
Navin::Satoh ::Web ::Brief ::Optimistic ::Pat 
Rao::Upgrade ::Philippe ::Linda ::Franoise ::Won 
96::150 ::Users ::Kim ::Mendona ::Cheng 
Tschernko::G ::Alain ::ANSI ::Personal ::Correlations 
Beyer::190 ::61 ::25 ::S ::Internal 
Stephen::Making ::559 ::SigmodRecord ::V ::11 
Structures::Crisis ::Soumitra ::Internal ::Berndtsson ::Nelson 
Invitational::re ::Traversal ::Watson ::Nancy ::Stokrp 
Chih::122 ::Datta ::89 ::Documents ::Street 
Averbuch::226 ::SMP ::Johnson ::OODBMS ::DIRECT 
Gravano::Mechanism ::Connection ::BCNF ::re ::Stolfo 
Lynn::Beat ::Memory ::Koperski ::37 ::Ramanathan 
160::III ::Creation ::Woolf ::Hartmut ::Jan 
Katz::Gonzalo ::Manola ::Yezdi ::Costa ::Optimistic 
PRIMA::Beat ::Chief ::Cube ::477 ::Decomposition 
Laguna::C ::250 ::413 ::Reasoning ::Extended 
Facility::Enough ::MMDBS ::Panagos ::offs ::Barry 
Gerard::Sevcik ::Geyer ::Chih ::Version ::their 
Casanova::Dale ::Luis ::Processing ::Function ::Disjunctions 
Enhancing::Incorporating ::Snapshot ::Kazuhiko ::400 ::Structure 
UDK::QuickStore ::Industry ::Toiati ::86 ::Son 
Shoshani::Natural ::307 ::Brunie ::301 ::Partition 
Phillip::Cattell ::Khedkar ::Rosenthal ::Presence ::Action 
266::Ramamritham ::Role ::Lionel ::Extensions ::Module 
Workflow::Masses ::Objectives ::579 ::XSB ::Gaffney 
Carl::LRU ::Wildcards ::Lodge ::Ullman ::He 
Pixel::Okay ::505 ::N ::Levine ::124 
Hash::281 ::Alfons ::Han ::Laver ::Hall 
Article::Wright ::Walters ::Goel ::DBMS ::Manolis 
79::Laursen ::45 ::Zat ::Cart ::Lipeck 
Reorganization::Database ::DBMiner ::Artur ::First ::Klauser 
Condition::Pierangela ::Cherniack ::Woelk ::Souder ::Outerjoins 
Merge::Jerry ::Decomposition ::Hall ::86 ::Nodine 
Guo::Lazowska ::Dozier ::5 ::Klug ::Transaction 
B+trees::Cook ::Atsushi ::Stankovic ::Gerlinde ::Fault 
Desktop::Server ::Disjunctive ::Oriented ::Cevdet ::Mechanisms 
Motro::Metric ::Lazowska ::Algebra ::413 ::Gupta 
Explanation::Consensus ::Eui ::102 ::CODASYL ::Cubes 
Lim::42 ::Toolkit ::Theo ::W ::Flat 
Evrendilek::1990 ::513 ::Uniform ::484 ::Jarke 
Milo::Workflow ::Schang ::Dekeyser ::March ::Atul 
Kim::Matchmaking ::Variant ::Ramachandra ::Neptune ::Harald 
Gang::Deduction ::Kamel ::Environments ::Euthimios ::Usability 
Catherine::Anita ::Jagadish ::Finkelstein ::Is ::Computations 
Semi::Sumit ::Zirm ::Do ::Llirbat ::Cattell 
Capabilities::Sheth ::Rowe ::Source ::Massachusetts ::Samarati 
Cem::Gnther ::EUG ::Are ::Wave ::Independence 
authors::Fixing ::Alon ::Megiddo ::227 ::Kamalakar 
Write::Magic ::Leo ::423 ::Desktop ::using 
236::33 ::163 ::Algorithm ::Section ::Ad 
issue::Day ::Lewis ::Cole ::Tertiary ::84 
Marina::Techniques ::Jaime ::Osmar ::0 ::Stankovic 
We::Latha ::Editorial ::Hansson ::501 ::Elke 
Personal::Defense ::Methods ::Gadia ::Preliminary ::Moffat 
We::Neptune ::551 ::Chakravarthy ::233 ::Mauricio 
Local::Chih ::Denis ::Querying ::Networks ::Vossen 
Initial::Abdelsalam ::Cole ::220 ::USL ::Solution 
Flip::Kilov ::Providing ::Farshad ::Acharya ::Roth 
Papoulis::359 ::InfoSleuth ::Liskov ::Jeusfeld ::Forms 
Already::Hung ::Amr ::Laver ::Molina ::Lamersdorf 
OASIS::Lodge ::119 ::462 ::Budet ::Testing 
Workflow::Sam ::Chakravarthy ::Swift ::Ellis ::Franz 
350::311 ::Hadzilacos ::264 ::Funkhouser ::96 
22::Despina ::Keitel ::Manola ::505 ::About 
280::Georg ::Geppert ::Shared ::OLTP ::Schuble 
556::Divesh ::Sushil ::58 ::Convent ::521 
Completeness::technology ::36 ::Freytag ::issue ::Joins 
Narasimhalu::Praveen ::Visualisation ::Hare ::Maier ::fu 
Marti::69 ::Extension ::Evaluating ::Extracting ::Hoc 
Cartesian::Records ::Colby ::Multidatabases ::Raschid ::Shilpa 
559::146 ::No ::Commitment ::Picture ::Mitschang 
und::481 ::453 ::383 ::Hoch ::DBMSs 
Picture::452 ::Budak ::Frasson ::Right ::Segment 
Prototyping::Rajeev ::Timos ::Ubell ::441 ::Summaries 
Levy::Davison ::Claudia ::Computations ::Sena ::Overview 
Manager::Workaholics ::Abdullah ::178 ::Reordering ::Kang 
Narasimhalu::Command ::Prototype ::Ibrahim ::Actual ::386 
Erratum::Tyler ::Another ::Accociation ::Frederick ::order 
Marvin::Itemset ::72 ::Mumick ::Sengupta ::531 
Value::Lois ::Reclustering ::Schning ::Gnther ::Yerneni 
Pernul::Carl ::Bryan ::Convent ::Representations ::Marvin 
Institute::Burns ::Myllymaki ::3D ::Eugene ::Amr 
ETH::548 ::VMS ::Lois ::With ::353 
Structures::320 ::46 ::Joseph ::Very ::348 
Gadia::Geospatial ::Sheldon ::Skowronek ::Scans ::Strategy 
Golshani::Jae ::NSF ::72 ::Metric ::Module 
Livny::Gravano ::Arpinar ::353 ::Spaces ::Flynn 
Iterative::235 ::Quantitative ::Narang ::Constraints ::Cluet 
Frank::GOOD ::Subramanian ::Records ::Buneman ::Hull 
Neptune::Infrastructure ::Miguel ::Liskov ::Howard ::Effective 
Effect::Roussopoulos ::Mediratta ::Language ::Ullman ::Distributing 
Spotfire::Configuration ::Patterson ::Chee ::26 ::Kanellakis 
Full::CSA ::Is ::Hawthorn ::Srivastava ::Kao 
Ken::HyperStorM ::Order ::Jonathan ::226 ::News 
Scacchi::Information ::Relational ::Vaskevitch ::Random ::XSB 
Achievements::Not ::Yongjian ::Simmen ::Sheldon ::Praveen 
Sandra::Mandy ::Scott ::Groupware ::234 ::Changing 
OLTP::Strategy ::Marc ::497 ::580 ::News 
Gadi::Spence ::Levy ::Maxine ::Michel ::Ju 
MOSAICO::Laursen ::563 ::Wells ::Semantic ::SEQUOIA 
Hierarchy::Tool ::Garcia ::V ::Preliminary ::263 
Morimoto::Confluence ::Wolfson ::Faloutsos ::Polyzois ::Stored 
US::Lip ::Finally ::Erratum ::Written ::Duval 
Mobile::Versus ::Group ::Shea ::Indexes ::Prashant 
Harald::Arpinar ::Wechsler ::Locally ::Lamersdorf ::Sophie 
Zirm::Attributes ::Bill ::What ::Joins ::287 
Modelling::Logic ::Hillyer ::DeWitt ::Sou ::Dietrich 
Birgitta::446 ::Nesting ::Combining ::Taosong ::de 
474::Saying ::Thumb ::Component ::Yves ::DIRECT 
Guo::Krishna ::Henry ::177 ::Chawathe ::Distributor 
Wm::Implications ::Obrst ::Yu ::using ::Generating 
Grained::Their ::Partitioned ::Kuntz ::Geospatial ::Manifesto 
Ugur::311 ::Watson ::Liskov ::Seligman ::Postgres 
Influential::Gal ::Inheritance ::Summary ::Directions ::Kanellakis 
Editor::Poosala ::Marian ::relational ::Hirata ::Computer 
174::Observable ::Optical ::Georgakopoulos ::Masaru ::Nan 
Koschel::Indexes ::Alphanumeric ::Forms ::Takeshi ::Birgitta 
Rakesh::Efficiently ::Rivero ::Reordering ::Melissa ::Kuntz 
Nita::Sonia ::GUI ::Fragments ::Rolker ::Torlone 
133::503 ::Golshani ::Downing ::Cyclic ::Thatte 
Pratt::32 ::Cardinaels ::Time ::Symposium ::Abdel 
VLDB::262 ::be ::Florescu ::Zat ::Sinha 
den::Roddick ::Silvio ::Cowley ::Broadcast ::Pernul 
Howard::Digital ::Enhanced ::Woolf ::Recurrent ::Lori 
Evaluate::Lewis ::Wendy ::Announcements ::Bhateja ::SEMCOG 
Sakti::Programs ::Future ::182 ::559 ::Bauyer 
Commercial::Salvatore ::Process ::468 ::Morin ::Torlone 
Xiangyu::Max ::22 ::Eben ::323 ::Hung 
Back::Atri ::Jenny ::Bandwagon ::Oded ::Workaholics 
Wrappers::Windows ::Sivasankaran ::Visualization ::Agenda ::Sheth 
Jian::97 ::Babis ::323 ::Scientific ::Hsiao 
attribute::191 ::Houtsma ::Load ::Constraints ::Managing 
Guy::Rao ::Version ::MMDBS ::Bernard ::Dyreson 
Bhm::Benny ::Duri ::Hoppenbrouwers ::Maryland ::ADS 
Kuo::Jrg ::about ::Amherst ::Bulk ::Merz 
Timothy::Nolan ::Juergen ::68 ::Shing ::Patrick 
MINOS::Yuksel ::Hussein ::Loss ::McLeod ::Matching 
87::Why ::Erhard ::Chairman ::Tang ::Davison 
Willie::Kent ::Tam ::Key ::Interactive ::Sagiv 
Nancy::Eliot ::Altintas ::Moerkotte ::Hypertext ::Egemen 
Flynn::339 ::Kam ::Complexity ::525 ::Ariel 
Sequences::Minos ::Andrea ::Sagiv ::adaptive ::Implications 
Unifying::Luef ::Chou ::Aggregation ::187 ::McLoughlin 
Benchmarks::323 ::Broadcast ::Eick ::Sybase ::Kyoji 
Ley::Resolution ::Pedersen ::Materialized ::Text ::Huffman 
Shaul::Larson ::Er ::Karypis ::108 ::Modelling 
503::Schning ::Narain ::Agigdor ::Predicates ::DDTS 
Gingras::DataBlade ::Duschka ::Digital ::Wide ::Definition 
Narasimhalu::Exploration ::Amit ::Reedy ::382 ::Everthing 
Cevdet::Frank ::Through ::428 ::issue ::Testbed 
Hypothetical::351 ::Approaches ::Hierarchically ::Seligman ::Barbar 
Exploration::Maryland ::MOSAICO ::85 ::Scheme ::551 
Change::Jint ::Kennedy ::AI ::Grammar ::Tomasz 
ZOO::Lodge ::Ilsoo ::Okay ::de ::Craig 
Sidell::Complex ::articles ::Negotiation ::491 ::Form 
Correlations::Can ::Goldman ::Ravi ::Retrospective ::Beyond 
Piatetsky::Simultaneous ::Full ::Anastassia ::Jhingran ::Ghassan 
Leo::MLR ::Nimrod ::Genesereth ::Winds ::Hyuk 
215::Crestana ::Academic ::Accessing ::Anastasia ::Multiprocessor 
Zirm::Franoise ::Carl ::Beng ::273 ::Lukas 
EXODUS::Buffering ::Ulrike ::Ni ::522 ::NET 
Assigning::Davood ::Luef ::Language ::Machlin ::Information 
336::Howard ::EOS ::Yoshinori ::Bohrer ::Towsley 
Called::Disambiguation ::Mohamed ::Consistency ::SEMCOG ::Wimmers 
New::273 ::Ilker ::Golshani ::Maxine ::Patrick 
Ramakrishnan::Beyond ::Gadia ::Rakesh ::414 ::Yoshikawa 
Data::Mok ::Ouksel ::Cevdet ::Environments ::Pratap 
Burns::Federated ::Reordering ::219 ::Pessimistic ::Cardenas 
Preface::Recurrent ::Anindya ::Tsatalos ::Aggregation ::Commit 
SENTINEL::330 ::154 ::Ken ::Machlin ::Environmental 
Chan::Arjan ::Bayardo ::54 ::294 ::Function 
89::Thompson ::Scheme ::Phatak ::Minyoung ::Pratap 
News::Philip ::Ahead ::Ganapathi ::Fetches ::CICS 
