::Rates ::Kocharekar ::Ralf ::Local 
::News ::Proteus ::Arpinar ::Selfridge 
::Nikhil ::Quantifier ::13th ::Sema 
::Dhaval ::Bhm ::Semantics ::50 
::Anand ::Another ::Mukul ::Zwilling 
::RISC ::Novel ::Scalable ::51 
::413 ::Source ::Structural ::Yun 
::79 ::Dataflow ::Diagram ::HG 
::Rajaraman ::Answering ::Quest ::Yerneni 
::Interoperable ::119 ::Bocca ::Full 
::Overmyer ::Point ::Alphanumeric ::Agenda 
::Hanan ::Delayed ::March ::Effelsberg 
::Right ::Quest ::Shinichi ::Rasikan 
::zgr ::H ::Arizona ::Norio 
::D ::Dusseau ::Manolis ::ObjectStore 
::structured ::Zhou ::Recursive ::NII 
::yiu ::Flexible ::R ::Gale 
::Satellite ::265 ::Reply ::153 
::Waheed ::87 ::Persistent ::Article 
::Gravano ::Dogac ::Quantitative ::Jussi 
::Visualizing ::Margaret ::Effelsberg ::Sorting 
::357 ::Liuba ::Osmar ::DBSim 
::Deshpande ::Brown ::Blanken ::Ullman 
::Modification ::Critique ::Perform ::UNIX 
::Alfons ::Group ::Mosfeq ::Farias 
::Thompson ::Lodge ::GOOD ::Oscar 
::Gucht ::Shea ::Normal ::Maxine 
::Artur ::Doppelhammer ::Referential ::Measurement 
::Genesereth ::AMS ::Novel ::Eliminating 
::Explanation ::462 ::Soumitra ::Sushil 
::Proteus ::Karl ::Downing ::166 
::Teradata ::Grossman ::Hara ::Andrew 
::Approaches ::Aberer ::Kooi ::Jack 
::Davis ::Ramamritham ::Shu ::Denotational 
::Set ::Vervaet ::Hampapur ::Algorithm 
::Variant ::ACM ::Bennet ::Multiversion 
::Chinya ::Scheme ::Crestana ::Doo 
::Sidell ::Framework ::zgr ::Tertiary 
::Frank ::Is ::301 ::Search 
::X3 ::347 ::volume ::Bibliography 
::Anthony ::Subsequence ::519 ::Shea 
::Must ::Interactive ::Rule ::Unnikrishnan 
::Sandra ::Path ::Creating ::Stokrp 
::Scans ::158 ::Wiener ::Doppelhammer 
::Control ::Commit ::Hartson ::Sensed 
::Gerd ::Curry ::Houtsma ::NF2 
::Lindsay ::Acitivities ::Wilson ::Graphical 
::21st ::29 ::Copeland ::Mariagrazia 
::Control ::Botnich ::Yandong ::Web 
::Not ::434 ::Roddick ::Jason 
::Ten ::Ailamaki ::Mackay ::Klein 
::Industry ::ObjectStore ::Sharing ::Gottfried 
::CAD ::Condition ::Gives ::Motwani 
::Soumitra ::Norrie ::404 ::Deadlock 
::Closure ::122 ::GEM ::Sidell 
::Manolis ::Naughton ::Cliff ::Growing 
::479 ::Alternative ::Praveen ::Servers 
::at ::255 ::Expert ::Rulebase 
::Left ::Meltzer ::tolerant ::No 
::Exploration ::Sparsely ::Terry ::Process 
::Analyti ::Experimental ::Recent ::86 
::Jenny ::Shing ::314 ::Tertiary 
::Schning ::Why ::COSS ::Multiversioning 
::Gist ::Ju ::Riekert ::Crossroads 
::Contents ::Dense ::Perry ::Rastogi 
::Eliot ::Prolog ::Miron ::Religious 
::Hypothetical ::Colliat ::Fukuda ::Reclustering 
::Altintas ::Actual ::Andrianopoulos ::DB2 
::59 ::Yossi ::Access ::Ilsoo 
::Bauzer ::Acitivities ::Bolour ::Linkage 
::Nancy ::Free ::Dr ::Generalizing 
::Educational ::CITRI ::Fowler ::Arpinar 
::Alessandro ::440 ::Enforcing ::Robertson 
::Nikos ::Cowley ::Resource ::Remote 
::EDUCE ::Gnther ::Two ::Yves 
::Remzi ::CapBasED ::Third ::85 
::Acitivities ::Kasi ::Kashyap ::Genesereth 
::416 ::292 ::Sten ::Surajit 
::Wimmers ::Invitational ::135 ::Anindya 
::Kriegel ::News ::Structures ::Series 
::Relations ::Laurent ::Michel ::Derived 
::Multiple ::Resource ::Beach ::Ramirez 
::Predicates ::Gung ::85 ::Document 
::Poyet ::Matchmaking ::Sequence ::Ulla 
::ORES ::Fotouhi ::267 ::3D 
::Hwang ::Bancilhon ::Merrett ::Lewis 
::Hasselbring ::70 ::Mechanism ::466 
::J ::Gardarin ::level ::Roth 
::Tsur ::Kowarschick ::Pattern ::Tansel 
::399 ::Alain ::Emperiment ::Hash 
::SE ::Hsiao ::Changing ::Dynamics 
::Sources ::Krzysztof ::Paton ::Ramirez 
::Mariagrazia ::Comparison ::based ::Association 
::STEP ::World ::Compatible ::Tien 
::Botnich ::Stepwise ::Larouche ::Defined 
::131 ::518 ::Beach ::Feedback 
::Chawathe ::Flaws ::Firm ::Marron 
::L ::Information ::226 ::Bamford 
::Computing ::Viswanathan ::Roger ::Read 
::474 ::261 ::Administering ::Stable 
::288 ::Andrzej ::Prototype ::PRIMA 
::Schuh ::Dr ::Murphy ::Hernndez 
::Edwin ::170 ::Souza ::WWW 
::Nabil ::Lockemann ::Extensible ::Mosh 
::Robertson ::21st ::Jukic ::Walker 
::Priti ::Cory ::272 ::Domains 
::Iterative ::417 ::377 ::Survey 
::Kohler ::Nulls ::Cheng ::Papoulis 
::Nyberg ::MMDBS ::563 ::Fagin 
::Mok ::Final ::399 ::Berson 
::Candan ::Mannino ::Low ::508 
::Sivasankaran ::Garza ::192 ::Forms 
::Secure ::39 ::GEM ::Intelligent 
::Pat ::Ellis ::Michael ::Read 
::Yuksel ::Predicates ::Janet ::9 
::Processors ::Liuba ::286 ::Asgarian 
::Qu ::Mediratta ::Orthogonal ::Ching 
::Gerlhof ::Serge ::NP ::Takanari 
::Amr ::SEMCOG ::Shum ::Going 
::the ::56 ::254 ::Towards 
::Environments ::Kline ::Fowler ::Enforcing 
::Organization ::556 ::Latha ::549 
::Pages ::Au ::26 ::Global 
::Altinel ::Agenda ::Zurek ::System 
::Lifestreams ::Evaluating ::Jon ::Extraction 
::Concurrency ::Dao ::Joseph ::Hendrikx 
::Kashyap ::Freeman ::Cooperation ::Desai 
::Realizing ::Form ::64 ::Waqar 
::Stepwise ::Pessimistic ::Darrell ::Replication 
::Bernard ::Forth ::Fukuda ::Participants 
::Harumi ::Arnon ::Berchtold ::ODMG 
::485 ::Arthur ::264 ::Xiaoyang 
::Fast ::Weienfels ::Hussein ::Donovan 
::CAD ::Facility ::Vander ::Experiences 
::Client ::Ulrike ::Aberdeen ::252 
::Dyson ::OOPSLA ::Gorelik ::Linkage 
::Other ::Marvin ::Generalizing ::Ioannidis 
::Consistency ::Morin ::RIDL ::Jakobisiak 
::Andreas ::oriented ::Hoc ::Goel 
::Alexandros ::NSF ::Markowitz ::Bryce 
::Improve ::Engineering ::Karadimitriou ::Medical 
::Harumi ::Valduriez ::Wilner ::Index 
::Lucas ::Arne ::497 ::Quantitative 
::Bryce ::Fabio ::323 ::GlOSS 
::van ::Doppelhammer ::Space ::Girish 
::Mario ::Challenges ::Waheed ::Clemens 
::Panel ::DAFTG ::DDT ::195 
::298 ::Stankovic ::Translation ::Muth 
::Max ::Ray ::Manipulating ::Osmar 
::Tim ::Poosala ::Eich ::Honeyman 
::Ceri ::173 ::Kamel ::Search 
::Quantifier ::Michele ::Dimitrios ::127 
::Applying ::Tai ::54 ::Schemas 
::Stephan ::514 ::Line ::Rao 
::Benjamin ::Jerry ::Maindreville ::Mishra 
::129 ::Interval ::Georges ::Nectaria 
::VLDB ::Loading ::Hayes ::La 
::Matching ::Anupam ::17 ::Who 
::ARCS ::Karlapalem ::Autonomous ::Schlageter 
::Nodine ::Gale ::Mukul ::Barbar 
::Bjrn ::Loeffen ::Yossi ::416 
::Modification ::lun ::Schwarz ::Autonomous 
::Reedy ::Production ::Processibility ::Subrahmanian 
::Chakravarthy ::Ecklund ::Jenny ::Valduriez 
::Parity ::Said ::tree ::Order 
::Attributes ::Balakrishna ::Wolfgang ::Between 
::For ::Sudarshan ::RDBMS ::Jayant 
::Klas ::Delcambre ::130 ::Hall 
::VideoAnywhere ::Shaul ::473 ::Gallagher 
::dimensional ::Rosenthal ::Patricia ::McHugh 
::Scale ::What ::529 ::Ellman 
::110 ::44 ::86 ::454 
::Deductive ::Logging ::165 ::54 
::ARIES ::Bitton ::Feedback ::SQL3 
::Boon ::Ilsoo ::149 ::Crash 
::site ::Elke ::321 ::Faloutsos 
::Tsur ::Mellin ::Stonebraker ::Visualizations 
::Devolution ::178 ::Indexes ::Au 
::Sharing ::Gelernter ::DARPA ::118 
::Rulebase ::Reconciliation ::Euthimios ::82 
::SBBD ::SPARC ::Ramana ::Kon 
::Bancilhon ::Ptool ::Guido ::Toby 
::Megiddo ::Expressions ::Graefe ::Mechanisms 
::Ranganathan ::ETH ::Gawlick ::Qaimari 
::35 ::Zwilling ::Article ::End 
::48 ::Kiyoki ::247 ::145 
::Consens ::21 ::Walt ::Special 
::Riekert ::480 ::Jumping ::Delcambre 
::Reformulated ::Vienna ::Answer ::Barbara 
::Delcambre ::Ramachandra ::Ju ::Piero 
::NTHU ::Good ::91 ::Size 
::326 ::EXODUS ::Thatte ::Finally 
::Structure ::Marvin ::1988 ::Ramana 
::450 ::Larouche ::Theodoridou ::Stavros 
::Inge ::Integrity ::Svetlozar ::Relihan 
::Tannen ::238 ::und ::Processing 
::King ::Sheth ::Gruber ::Chendong 
::Poosala ::Wolf ::Copeland ::Hierarchies 
::Maxine ::Clemens ::Facilities ::Alistair 
::Kohler ::Ion ::Roberto ::Sundaresan 
::Auwera ::Disc ::Dynamics ::Rahimi 
::Ion ::Samet ::Efficiently ::Usage 
::Lawrence ::B ::Elsbernd ::Been 
::237 ::DeMichiel ::Machine ::Dimitra 
::Weikum ::Tuning ::Loops ::Tsangaris 
::Jukic ::Jones ::583 ::Panagos 
::USL ::Clements ::70 ::Generalized 
::Motakis ::Replicated ::eva ::Limsoon 
::Roddick ::83 ::Strategies ::Convent 
::Stochastic ::Persistence ::Accessing ::Wechsler 
::Alain ::Recursive ::Kulkarni ::Flexible 
::GUI ::Gibbs ::GlOSS ::Lee 
::Lori ::Jajodia ::Umesh ::Thierry 
::Sena ::known ::Extending ::Perform 
::Gottfried ::Rudolf ::Mecca ::O 
::Dozier ::Executive ::Semantic ::Riccardo 
::zsoyoglu ::Catriel ::Transient ::Yue 
::Ashish ::111 ::Hayama ::478 
::Zhao ::Retrieval ::Eisenberg ::Maheshwari 
::511 ::429 ::Christopher ::Scalability 
::Processors ::Sacks ::Rashid ::Nyberg 
::451 ::Computations ::Helen ::480 
::Development ::Announcement ::Starburst ::Collection 
::Kupiec ::Sorting ::EOS ::Theory 
::World ::Position ::wide ::Berchtold 
::Overmyer ::Zoerntlein ::Bruno ::Enhancing 
::Vipul ::Disc ::Evolving ::Patel 
::Linderman ::Synthetic ::Wimmers ::575 
::Fatima ::Cache ::Cubetree ::Forms 
::480 ::Leonard ::UniSQL ::Level 
::Asgarian ::Rulebase ::Thin ::Shu 
::Preliminary ::Rules ::Page ::Lodge 
::301 ::Pinar ::Gunter ::Kaplan 
::Through ::Houtsma ::J ::Transition 
::Tony ::Dengi ::148 ::Pedersen 
::Rajiv ::Lohman ::529 ::Administration 
::Andrew ::Hierarchically ::265 ::Wrapper 
::220 ::Catriel ::Wave ::Linderman 
::Daniels ::Barbara ::Xiaoyang ::41 
::System ::515 ::Media ::Nebojsa 
::Upon ::STanford ::Interactive ::Imielinski 
::Alternative ::3 ::on ::Keller 
::Structural ::Better ::Kim ::Culler 
::547 ::Notes ::Theory ::Natural 
::Executive ::Ward ::479 ::McClatchey 
::Versioning ::Bharat ::Achievements ::Barber 
::Indian ::Multidimensional ::Subrahmanian ::Yossi 
::Kasi ::Executions ::Stefanovic ::Firm 
::Larson ::S3 ::Liuba ::Dynamic 
::Desktop ::Heuristic ::Jensen ::Michele 
::Sumit ::Soumitra ::Combinatorial ::Navin 
::NP ::Modeling ::358 ::Structure 
::Huang ::Ten ::Mok ::Systems 
::Legat ::Arbee ::Normal ::Schmidt 
::database ::any ::Environment ::Allan 
::Integrity ::507 ::Datalog ::Madnick 
::Gnter ::Enterprise ::level ::Primitive 
::Deadlock ::Hide ::Institute ::Wright 
::Sizes ::Pissinou ::McHugh ::Enhancing 
::Wen ::320 ::Hugo ::Samet 
::286 ::Bases ::Closure ::Jakobisiak 
::Omiecinski ::Pernul ::Flip ::315 
::Luo ::Christopher ::First ::Badrinath 
::Dogac ::Queens ::Outs ::Meaningful 
::Rules ::Cheng ::Baldeo ::Ranganathan 
::Linderman ::Methods ::Andersen ::Prolog 
::Models ::Goal ::Cohen ::Syntax 
::Gerald ::Toolbox ::in ::Previews 
::Darrell ::Firm ::Altintas ::6 
::Craig ::Rudolf ::Andrew ::von 
::Zhou ::Scans ::Pratt ::Updates 
::Laurent ::134 ::Koksal ::Glossary 
::Willie ::Bltzingsloewen ::Frew ::Compatible 
::Evolution ::zhan ::Knowles ::Adya 
::407 ::Preliminary ::Asuman ::263 
::Testing ::User ::Maindreville ::Number 
::McGuinness ::469 ::Marcel ::Venky 
::STanford ::292 ::Actions ::Ravishankar 
::Passing ::Leonard ::F ::Ra 
::Rajiv ::or ::NSF ::Type 
::Arvola ::Selectivity ::de ::Decomposing 
::Munindar ::SONAR ::Mediator ::Collection 
::Brice ::Chief ::Malkemus ::Konstantinos 
::Computers ::Altinel ::Samet ::Chuan 
::Lipski ::Melling ::Norrie ::ke 
::72 ::oriented ::Progress ::Multimedia 
::OLE ::Supporting ::107 ::Dimitra 
::Adya ::Lipski ::Log ::Computing 
::Norrie ::Isabel ::any ::193 
::Luc ::Olga ::Papers ::Miller 
::Rafiei ::Mellin ::V ::Yossi 
::Auwera ::Self ::Botnich ::Buffer 
::Brief ::Nancy ::2000 ::GIS 
::Flexible ::Mecca ::David ::439 
::InfoSleuth ::Malcolm ::AMS ::Shrira 
::Hamid ::Roger ::28 ::Complexity 
::GENESYS ::Thuraisingham ::Eliminating ::Availability 
::59 ::N ::Infering ::GENESYS 
::Historical ::Wrappers ::Current ::Nodine 
::Utilities ::OnLine ::564 ::407 
::Zhou ::Virtual ::Commit ::Harandi 
::Eftring ::Kooi ::Nikos ::Manfred 
::McIver ::Classroom ::Good ::author 
::Highly ::Naveen ::339 ::Hall 
::Lynn ::287 ::Amr ::Ching 
::Konrad ::Preface ::Approximations ::23 
::Chin ::Klas ::Designing ::N 
::Answers ::Skeen ::wide ::Betty 
::Abdel ::Compensation ::Optical ::Ben 
::Oded ::568 ::Bhavani ::Environment 
::Dekeyser ::Biliris ::Kossmann ::Mehmet 
::Cardenas ::Tree ::Tryfona ::265 
::Rivero ::Nandit ::Uniform ::Hypothetical 
::Fong ::Mapped ::O2 ::Resnick 
::Goal ::Schrader ::Norio ::324 
::Munindar ::Gehani ::155 ::Camps 
::235 ::Jain ::54 ::Features 
::Melvin ::Chungmin ::UIS ::Ward 
::4 ::Bukhres ::Zarka ::19 
::Tsatalos ::Andrianopoulos ::Meaningful ::Thumb 
::118 ::320 ::Change ::Larry 
::MMDBS ::Stoltzfus ::Mishra ::Building 
::Kilov ::Keitel ::Estimating ::Stefanovic 
::Ouksel ::Mehmet ::493 ::358 
::Lorentzos ::260 ::131 ::Stuckey 
::Site ::Representations ::System ::Recent 
::Stefanovic ::75 ::Spyros ::Luis 
::Tokens ::Segev ::297 ::Thyssens 
::Victor ::Ouksel ::SIM ::Geospatial 
::Gesmann ::84 ::219 ::Incremental 
::Wrttemberg ::Fabret ::145 ::Papers 
::127 ::259 ::Relaxed ::Keulen 
::Multidimensional ::Devor ::SR ::Roland 
::Consensus ::Buff ::Jajodia ::Justin 
::Tompa ::571 ::Ramanathan ::Christos 
::Clustering ::GEM ::Enough ::Rulebase 
::Fukuda ::Bohrer ::Saxton ::About 
::Saxton ::Ganguly ::Singh ::377 
::Molina ::Referential ::Press ::Curtis 
::Cubes ::102 ::contra ::Klauser 
::technology ::Jeffers ::452 ::Policies 
::Architectures ::Tamer ::Size ::Applicable 
::Shekita ::508 ::Benny ::Federated 
::Continuous ::Watson ::28 ::Sockut 
::379 ::Buchmann ::Updating ::Thomas 
::175 ::Ksiezyk ::171 ::Hung 
::Printezis ::Tetelbaum ::Elizabeth ::Fabret 
::Ward ::Agigdor ::Hong ::Johannes 
::Availability ::Accessing ::Strategy ::Cardinaels 
::Later ::Thomas ::Relationship ::Harry 
::One ::Keitel ::Paredaens ::525 
::McCarthy ::Duval ::Ghemawat ::den 
::177 ::Anonymous ::H ::Sharon 
::Norrie ::Simulation ::Curtis ::Walt 
::Load ::Defense ::Change ::ADBMS 
::Stoltzfus ::Pedro ::McGuinness ::Extracting 
::Nick ::Viviane ::Bauzer ::572 
::Ellman ::Wm ::Unix ::Bauyer 
::Baldeo ::NP ::192 ::Date 
::Isabel ::1999 ::458 ::394 
::Aided ::Open ::Solving ::Control 
::Arthur ::Burrows ::Paskin ::Resistant 
::IMPRESS ::Structures ::Chairman ::Condition 
::Degradations ::Reuter ::Castano ::Thor 
::Waheed ::Approximations ::About ::Based 
::Scott ::Eliminating ::206 ::Laks 
::Administration ::Stefanovic ::Loss ::Scheme 
::416 ::ODBMS ::POSTGRES ::Ferri 
::Laguna ::Fowler ::Sure ::Zurich 
::Cox ::Chakravarthy ::76 ::Linderman 
::Keitel ::Deborah ::Cercone ::Theodoridou 
::Platforms ::Sybase ::Bhide ::Silvana 
::the ::155 ::Checking ::Hrder 
::Manipulating ::Inference ::Who ::Shoring 
::Qingshan ::Structures ::268 ::Theodoridou 
::559 ::Jian ::memory ::43 
::Querying ::contra ::C ::413 
::populated ::197 ::Geographic ::Ghemawat 
::Ishwar ::Site ::Michele ::Multidimensional 
::Ariel ::Academic ::Viewpoint ::Take 
::Ley ::Gnter ::Rundensteiner ::Scientific 
::Main ::Kupiec ::Desai ::Wilson 
::at ::217 ::University ::SR 
::Gawlick ::Alphanumeric ::Indian ::Bayardo 
::RISC ::Mattos ::Jyh ::Unifying 
::Linda ::Konrad ::Nematollaah ::Cartesian 
::Next ::Multiversion ::Theodoulidis ::Korth 
::Goyal ::Karypis ::Separation ::Medical 
::Multidimensional ::Schang ::Generalizing ::Johnson 
::Bases ::Tanin ::Fred ::62 
::Extendible ::Lohman ::Christian ::GIS 
::Designing ::Deductive ::Resistant ::Neuhold 
::IM ::Resource ::Reminiscences ::Zobel 
::Stamos ::Jefferson ::Negotiation ::Vervaet 
::45 ::Tradeoffs ::Applications ::Not 
::Scheme ::Ten ::Policy ::Spatial 
::Warkentyne ::Warehousing ::Harald ::Transient 
::Metric ::360 ::Publication ::Workshop 
::System ::Maryland ::EUG ::Unifying 
::McKay ::Objectivity ::Multiprocessor ::Daz 
::Prospector ::276 ::OASIS ::Sheth 
::547 ::Elsbernd ::Selfridge ::Capabilities 
::Shashi ::Son ::Mehmet ::Srivastava 
::Domain ::Ozcan ::106 ::Olkin 
::Garbage ::547 ::Transformation ::Meral 
::Alfonso ::Commit ::551 ::190 
::Elizabeth ::Jorge ::Kumar ::Moerkotte 
::412 ::143 ::Josef ::Chaudhary 
::Clements ::73 ::Marc ::Replicated 
::SQL ::as ::Gaffney ::structured 
::539 ::Murphy ::532 ::Raymond 
::Milo ::Upon ::Sequences ::Ghemawat 
::Waramahaputi ::Interoperability ::28 ::Linderman 
::Moffat ::La ::Hierarchical ::Middle 
::215 ::Wilner ::Erich ::Computer 
::Celis ::VideoAnywhere ::Vermeer ::Balakrishna 
::Max ::Striping ::Vitter ::Approach 
::Fault ::318 ::298 ::Applications 
::Arun ::1994 ::Message ::Up 
::154 ::123 ::Secure ::Valduriez 
::CITRI ::Helen ::Maindreville ::Stefanovic 
::Algorithms ::Template ::Lipeck ::Shum 
::Experiments ::IMPRESS ::Lim ::Reply 
::Giansalvatore ::Rapidly ::310 ::258 
::144 ::Carl ::Manager ::Loeffen 
::Shelly ::Kazuhiko ::Effect ::Frameworks 
::Identity ::Mendona ::Arjan ::DBMSs 
::Giansalvatore ::Based ::Acharya ::Thanasis 
::Narasimhalu ::Y ::Codd ::Qingshan 
::Much ::Page ::News ::Extended 
::Personal ::zsu ::Retrospective ::Updates 
::19 ::Optimization ::Technical ::Cliff 
::Cart ::SR ::Kilov ::Kirby 
::Analysis ::576 ::243 ::Schek 
::Wilcox ::Waramahaputi ::Documents ::Configuration 
::281 ::NET ::Rajendran ::Availability 
::Zat ::Botnich ::Jae ::ACT 
::Gottfried ::330 ::Jignesh ::Note 
::Metrics ::Infering ::Performance ::Rajaraman 
::Thanasis ::Gerd ::406 ::277 
::Implication ::Gregory ::Cube ::364 
::Dozier ::Merrett ::Yu ::Srinivasan 
::Rolker ::Gultekin ::Yibei ::H 
::Providing ::Wahab ::Hanson ::OnLine 
::Chaudhuri ::Mosh ::138 ::Do 
::7 ::Gerald ::Super ::Memory 
::Brigitte ::Cubetree ::282 ::Anderson 
::Crisis ::Gerald ::515 ::8 
::237 ::137 ::Costly ::for 
::Hellerstein ::Donko ::Calculus ::Enhancement 
::Administering ::Alonso ::Goh ::254 
::Tomasz ::1993 ::Actions ::Scalar 
::Claire ::OODBMS ::Gallagher ::Theodoridou 
::Mariposa ::Tim ::Sonia ::Consens 
::Arizona ::Pedersen ::Luc ::Solutions 
::Anastasia ::26 ::Stemple ::Taube 
::Silvano ::Wm ::242 ::Models 
::Elsewhere ::Alfonso ::Multisafe ::Establishing 
::Stenoien ::Masatoshi ::Descollonges ::Kang 
::Satish ::559 ::441 ::Knowledgeable 
::Pernici ::John ::III ::Said 
::Girish ::Control ::Standardization ::Alfons 
::Paul ::Morpain ::Jaime ::Sripada 
::Bry ::Sullivan ::Yandong ::Donovan 
::Kotagiri ::479 ::Ad ::CLASSIC 
::Berchtold ::Institute ::Designers ::Korth 
::Theo ::Motro ::Larry ::Evolving 
::BeSS ::Products ::ke ::Dennis 
::Kiran ::Piyush ::Wedekind ::Rao 
::Haran ::Guidelines ::Objectives ::Bry 
::Morpain ::Indices ::Box ::Gary 
::Computer ::Ion ::Hrder ::Bernard 
::Riekert ::Retrospective ::177 ::394 
::220 ::312 ::Hadzilacos ::Dekeyser 
::Zhuge ::Stephanie ::Challenges ::Paul 
::Silvano ::Markus ::376 ::CODASYL 
::Anthony ::556 ::Vijay ::Statistical 
::Windows ::228 ::Tradeoffs ::Koch 
::Artur ::Manish ::490 ::59 
::Sagonas ::Art ::Effective ::Stef 
::Redundant ::Database ::Arpinar ::Konrad 
::Transactions ::Gehani ::88 ::Nematollaah 
::Wave ::Min ::Segment ::Towsley 
::56 ::Stphane ::Not ::Guarantee 
::Guarantee ::White ::Mehdi ::Hppler 
::Bob ::Between ::Lock ::Chirn 
::Cevdet ::STanford ::Internet ::365 
::Agent ::Garofalakis ::454 ::Disjunctive 
::Asserting ::Krishnan ::Claudia ::Prashant 
::Phillip ::Vista ::zsu ::Duschka 
::473 ::Scott ::Mattos ::Performance 
::Heiler ::Local ::Christine ::Maryland 
::Brin ::Alistair ::BUCKY ::Zaniolo 
::Termination ::Unnikrishnan ::Klusch ::Fernandez 
::Duschka ::Connection ::Ksiezyk ::Comments 
::Vardi ::Hard ::109 ::Heuristic 
::Mahboob ::Intensive ::Autonomous ::Keun 
::Unified ::Who ::Extension ::Kieling 
::Chiang ::X ::Koch ::172 
::Grosky ::115 ::Budet ::Remotely 
::Translation ::Extendeing ::SMP ::Yehoshua 
::MultiView ::Flix ::Kieling ::STEP 
::231 ::Out ::Delisle ::Chirn 
::Praveen ::In ::450 ::Prefetching 
::Jeffers ::Widmayer ::Carlo ::Steven 
::Rates ::Cercone ::Indices ::tolerant 
::Zaniolo ::Been ::Development ::Amit 
::Farshad ::Buffering ::Antonio ::Kucera 
::C ::Among ::Mahboob ::Anita 
::Forouzan ::Leung ::Augusto ::Aberer 
::Qiming ::Reference ::Precise ::Joachim 
::The ::DBA ::Lehman ::Rolland 
::Chinya ::477 ::Sripada ::Previews 
::RIDE ::367 ::Li ::Jian 
::178 ::Osmar ::Moira ::Haenni 
::Thor ::253 ::17 ::Path 
::Ghandeharizadeh ::Schneider ::Spatial ::Umeshwar 
::Remzi ::264 ::519 ::576 
::Quickly ::Grossman ::Efficient ::Nandlal 
::Sellis ::Peter ::Omiecinski ::Fagin 
::Hoel ::Some ::Yue ::Down 
::Goldner ::Bozkaya ::Visualizations ::Papoulis 
::Reiner ::Fu ::Lanzelotte ::Guo 
::SQL3 ::through ::Term ::Recent 
::Fragments ::Benchmark ::Koch ::330 
::Hierarchically ::Snapshot ::Shasha ::478 
::Five ::Jrg ::Casanova ::Defined 
::Jonsson ::The ::Mecca ::Stankovic 
::Completeness ::the ::Ranganathan ::Cluet 
::Luc ::Schuh ::Levy ::BCNF 
::Sacks ::518 ::r ::Study 
::Critical ::Site ::Brunie ::Elmasri 
::Abstract ::Super ::INterchange ::193 
::Tansel ::386 ::Warehouses ::Kucera 
::Marina ::163 ::Prospector ::Ailamaki 
::Completeness ::Hawthorn ::Susanne ::Julia 
::234 ::232 ::Marianne ::Mario 
::Example ::Nematollaah ::NSF ::B+trees 
::Venky ::Rowland ::Chairman ::on 
::Wahab ::Simple ::Yoshinori ::Sagalowicz 
::Editors ::Kincade ::204 ::Garcia 
::Key ::341 ::Navarro ::Deductive 
::Wiener ::Kawaguchi ::Tuning ::Not 
::Stolfo ::Efficient ::Inderpal ::194 
::Documents ::Jonsson ::192 ::DeeDS 
::Larson ::Laura ::Kapitskaia ::Ozkan 
::Postgres ::wide ::Vitter ::Normal 
::401 ::Hanan ::Karlsruhe ::Procedures 
::62 ::Append ::Cube ::96 
::Bertino ::Processors ::Stefano ::Sevcik 
::14 ::Elmagarmid ::Loading ::Steven 
::Vardi ::Databases ::Claudia ::Boon 
::Stable ::Optimizing ::553 ::Kamel 
::Jessie ::Borras ::Libraries ::DARPA 
::Stored ::Rastogi ::298 ::Bhateja 
::Browsing ::AlphaSort ::395 ::Miguel 
::Bertram ::Kifer ::Quass ::Eisenberg 
::3 ::Gardels ::Dense ::246 
::Fukuda ::Collection ::Maheshwari ::Brief 
::388 ::Goetz ::Sizes ::474 
::Jon ::Schek ::64 ::Min 
::Presentation ::Meral ::Values ::Walters 
::Art ::196 ::Coherency ::Rivero 
::Press ::Viswanath ::Selinger ::Widoff 
::Santucci ::Laks ::Massively ::Agrawal 
::Kazuhiko ::Kuck ::Compensation ::level 
::Where ::Gal ::Braunmller ::Matias 
::Erhard ::Cheng ::Notes ::Wright 
::Curry ::Sharad ::531 ::Storage 
::Vertical ::319 ::Among ::Arun 
::Alain ::159 ::Scheme ::579 
::Gregory ::Moerkotte ::Sites ::Gnter 
::Naughton ::Workflow ::Chuan ::Pat 
::Srinivasan ::Algebras ::GEM ::Loading 
::Relihan ::relational ::Chawathe ::Center 
::ARIADNE ::Sengupta ::Survey ::Sharad 
::Michle ::Ramachandra ::Assets ::Moore 
::Banu ::Wave ::Devor ::Domains 
::Frederick ::Dense ::Method ::Rosenthal 
::Outs ::430 ::Handling ::Motakis 
::Dusseau ::Datasets ::Extendeing ::Termination 
::Predictive ::Chim ::Paris ::Extendible 
::Kerschberg ::Souder ::Grossman ::Evolving 
::Pattern ::Fry ::21st ::Elliot 
