Qiong::4497416 22851124::YiuJHL08 4497482::Correction ::TALE ::Jianping 
Virtual::Sky Smriti::Olu Safeguarding::Skeen ::Matching ::Almeida 
PapakonstantinouAG96::Raymond Now::Dependent 15310341::DozierSF94 ::Basit ::914863 
Curtis::Random Twig::ChongDES06 rtdb::Joins ::ZhangS06 ::MohanHLPS92 
Shishir::Elfeky S::Ramaswamy Roller::Synthesizing ::1525 ::HenrichSW89 
Feher::KatayamaS97 Binnig::4497482 TheodoridisS96::Graphs ::23 ::Nagesh 
BorgBG83::Arijit Nuwee::PolyzotisG06 Malkemus::WuAA02 ::Freeston87 ::Wilhite 
4497471::PF91 Zadrozny::4497617 DaynesC01::Pontieri ::Zdonik ::Prcis 
h::Sengupta Zhiyuan::QoS Basit::G ::Nail ::Rundensteiner92 
Cunningham::Build Engine::Videos Porkka::Rys01 ::Mukherjee ::Document 
4497564::Prasad Hong::PopekK79 Controlled::1571 ::Summary ::Leonid 
OrensteinM84::15310605abs Rezgui::914811 Don::Adam ::LuoWL08 ::457 
1500::Nehme Tomkins::LiuLG08 Osmar::22850357 ::Chrysanthis ::585 
Sikkupparbathyam::Effect data::1486 designed::Meo ::Informative ::Mohammed 
Dyreson96::22851001abs KohLHA08::Cudre HeLC05::22850791abs ::BatiniL86 ::HeinzKRS08 
1109::Sheth Bowman::Arocena Link::Future ::Ouri ::22851140 
CabibboPT06::Minji AbiteboulCM95::Madlmayr Guttman84::YounSun ::4497500 ::Kitsuregawa 
1360::Update 129::Banaei WiwatwattanaJ08::Pham ::Infrasturucture ::SVG 
Sayal::Pham Storage::Zeldin Watzke::1121 ::Forecast ::toplas 
Mani::Toman96 jiis::22851109abs Kyuseok::KoutrikaI05 ::KhaitanRJC08 ::MahajanDNAM98 
TanGO01::195 Cunningham::Bulk 938::Wilson ::Against ::Haejoong 
1266::Rajaraman AbiteboulK92::granularity 1228::Source ::4497534 ::SemCast 
Automatic::Wolski02 SchroederHINW06::Kim 4497471::260 ::914856 ::Kaname 
Vazirgiannis::ChaudhuriGK06 Lyman::WangZZ06 4497531::1516 ::Transfer ::Routing 
VBI::15310628abs Torp::Esther Autonomic::1631 ::LivnyRBCDLMW97 ::Bhat 
314::SketchTree Outliers::Himanshu Evaluating::Srivastava ::Wei ::P076 
Green::Sudarshan Pui::914838 Basit::Werner ::914876 ::266 
ZhouW08::Roy Good::22851061abs Sourav::Committee ::Rosenthal ::Ullas 
Blakeley96::inWireless CNN::Labrinidis Cache::914873 ::Chamberlain ::Yip 
Stanislav::Yihua granularity::Sharad AugstenBDG08::Wee ::Quantitative ::Intermittently 
Krmer::domain Borealis::Extract Non::Balke ::Phrase ::368 
Ramesh::Alper Simitsis::162 Iwen::Rittinger ::Taylor ::Ordering 
GoldingBSSW95::1384 Feher::1321 Planning::Coordinate ::Revision ::Through 
91::Procedures Serialization::Characterizing TokOLAB02::Oguchi ::30 ::Warehouses 
Annamalai::Large Venkatesh::Community Shimada::90 ::Shweta ::564 
LiOW08::THALIA 619::Convoy Farfn::is ::sigmetrics ::DiaoFFT02 
KemperM90::P284 pe::235 Thuraisingham::Spreadsheets ::OzdenRS98 ::Ilyas 
LeeE01::Mihai KashimaTINHEF05::AbiteboulV97 BerchtoldBKK97::Accessibility ::Zaiqing ::YinC05 
86::Profiles Inverse::1000 ChrysanthisR94::KimP88 ::Seluk ::Nigel 
XiongMA05::Five Extracted::Spatscheck G::22850357 ::Mendez ::DesphandeGMH05 
SegevF90::from Aravindan::Gehrke Halpern::String ::PnP ::Grahne 
Takeshi::Optimizations StonebrakerADNR93::Divesh Grust::Maintaining ::Xifeng ::Unlinkable 
HjaltasonS95::15310262 Antoni::inproceedings AggarwalY98::Athitsos ::Mitchell ::WilschutFA95 
Yipu::Zhewei 354::Taniguchi Schlimmer93::Database ::Miss ::Hector 
1378::22850162abs OgleS95::Shigeo Operations::PfahringerK95 ::15310488 ::edbt 
22850804abs::MAPLE 558::Moving Cabibbo::SaltenisJ02 ::Sing ::GrustKGHS97 
622::SemCast Knig::trees DahlinWAP94::Hideo ::Estimating ::Smriti 
CormodeMZ06::Alan Pan::Salzberg Yuanyuan::RAIDs ::Theory ::Unsafe 
JoshiJ08::Overlapping AkindeCJK01::EltabakhOAELASB08 Similarity::Daniel ::Very ::271 
Xiang::Optimal String::Guoyu Wei::4497547 ::Wilhite ::Imai 
15310269::ChenSZ05 29::656 Megalooikonomou::Main ::Frederick ::RastogiMBKS93 
1355::Hartmut Presentations::LB Wesley::351 ::4497506 ::MetaQuerier 
1587::22851143abs 22850069abs::GrabsBS01 501::Leveraging ::OGormanAA02 ::1534 
420::4497597 24::Delivery HanFWCGKLLRSXZ96::296 ::Balaporia ::Automatically 
Augsten::791 Subramanian::Michael 22850205abs::BonifatiBCC02 ::1228 ::Benjamin 
Tightly::10010121abs Never::10010173abs Suleiman::730 ::Yoshikawa ::FelipeHR08 
column::Cahill Lochovsky::JoshiJ08 mg::Elke ::Realization ::Dadam 
1259::siamcomp Experiences::IP 841::Boolean ::HOPI ::15310201abs 
The::Hoare69 4497540::Georgiana MehrLLS08::Carlo ::Chow ::84 
Kyun::1468 22850779abs::bc P302::Kam ::org ::biased 
LiBRHCN05::Distributed 4497438::url KhaYU01::144 ::914808 ::QoSMig 
Server::Ramakrishnan08 263::Sashikanth 661::279 ::RAIDs ::656 
15310212abs::Sismanis Houman::MendelzonMM96 A::YangWWY02 ::X06a ::Leonid 
4497501::4497592 565::4497515 Tanin::cikm ::14 ::Franois 
Change::Laboratories 4497532::Spatio 264::DaWaII ::Praveen ::4497580 
Cochinwala01::DeRoseCGSDBZ08 Correctness::Hsu95 Kulik::4497549 ::BlaumBBM94 ::Stucki 
22850094abs::PGM Vectorizing::656 110::Hanyu ::Mathew ::Grzegorz 
Widom::Histogram 4497604::Chun ATLaS::Lot ::1390 ::Schiefer 
2008::414 Sacc::Comer79 Olga::Qigang ::HutfleszSW88 ::Mangold 
482::Va JensenSS94::KatayamaS01 Nicoleta::1579 ::Gryz ::Musicant 
NussbaumerPSS95::Aggregationin 249::15310685abs Software::Lars ::OrensteinM84 ::Swaroop 
ArbitraryWindows::Simultaneous LiHYX05::Commodity WiwatwattanaJ08::Closest ::555 ::tiered 
Vassalos::15310345abs 516::Rosy TaniguchiS05::Ihab ::455 ::HowardKMNSSW88 
AgrawalLSS95::Immerman WeisN06::PapadiasT97 Arie::Hwang ::SECONDO ::22850580abs 
Lehner::HwangBRCSZ05 Toolsuite::GoelSYZ02 author::Signature ::FaloutsosBFHNPE94 ::Sanjoy 
Lp::Gyllstrom Surface::Nuwee 10010121abs::IshikawaSKMMIAY93 ::Mason ::Dependent 
ibmsj::Vetle 1591::UchiyamaOH05 Databases::Franklin ::temporal ::Dayal 
Min::LeuteneggerL98 OSS::Linear 83::Chafle ::Rastogi ::SilberschatzKS97 
1595::COSTA MIX::Length GhaffarA97::Constraint ::Jaffar ::SunAA02 
Grtner::Applications LuoNE02::HjaltasonS95 4497564::Gravano ::GruenwaldBP06 ::AssentWS06 
Neal::RAD Algorithm::Multimodal sub::StromY85 ::McCannKSVSD05 ::its 
Andrei::Schlatter 4497406::338 Chin::KauT94 ::Chair ::Dumas 
WhangLLKH05::OWL ShatdalN93::Zachary BerchtoldEKKS98::Ramaswamy ::Haggai ::Calimlim 
281::Prabhakar Spreadsheets::Curves Brantner::1393 ::695 ::WangRM06 
Xiaojin::4497435 Niels::22850502abs Expensive::Interval ::Vladimir ::Samet90 
Rahm92::Response 914814::year Jenkin::Mendelzon ::4497491 ::SteenhagenBB96 
Sampling::Rosaci LambLOW91::Bassiouni85 ke::Koubarakis ::778 ::Detecting 
Yeol::Conceptual Gjergji::Marts LeslieJBY95::NakamuraE02 ::Boedihardjo ::Bhlen 
Prototyping::1342 Matthias::15310333 Keidl::Rui ::Va ::Velegrakis 
That::Moustafa Jiying::Display Efficient::Schwarz ::Sergei ::Terlecki 
Trombetta::Orlando Daniele::Muntz 127::15310265 ::Chitta ::1465 
Mann::1479 Warping::etintemel or::SrivastavaDJL96 ::Yasin ::605 
Dik::Claudio WangR91::912 mm::600 ::Object ::View 
Zabback::Large Yue::Yibin AbiteboulCCMMS97::Felber ::1521 ::MogiK95 
Smodels::er Krishnan::Son Chamberlain::ChristophidesACS94 ::Fetching ::Dialani 
KashimaTINHEF05::ChristophidesACS94 GangerK97::QPipe Acharya::AkindJLS02 ::YounSun ::Hashing 
Perego::Felix AhmadABM08::Miner Gnther::RabinovichBGLMM98 ::Kristian ::Shimada 
ShatdalN93::GionisMT05 1137::Bin Sketch::Alejandro ::1604 ::NAPA 
SavageW96::914849 Repairable::Klabjan Sharad::GADT ::Thatte ::LiuYCW08 
Lp::Narayanan Nakano::Akrivi KreplinZ01::With ::Bonchi ::1471 
Jianjun::Application Castro::Sanjoy Teamwork::Oracle ::Nagaraj ::Vinayak 
Todd::Teoh RoussopoulosK86::CormodeMZ06 KamathAGM96::Kazuhito ::WuB98 ::Haojun 
Feng::1595 1042::Suppression MohanPL92::Vladimir ::15310605abs ::Querying 
P276::Hull Sparse::pages Vries::LianC08 ::Suppression ::FernandezFLS97 
Sattler::ChorLRS86 Kanoulas::DHT Intermittently::596 ::SistlaYV97 ::XuLTW06 
Guo::Min Hsu::Processors Security::Anonymous ::565 ::Datasets 
Verma::Subbu 107::MegalooikonomouWLF05 Nakano::1001 ::MalikBC05 ::Barga 
d::Harchol 4497608::Chuck Arnd::Simple ::Strategies ::Fekete 
ShenOT06::Radeschutz EstanN06::Correlations 534::22850521abs ::TheodoridisSS98 ::Papakonstantinou 
Jianlin::1354 567::Cerquitelli Wensheng::Yoshizawa ::Tetsuya ::Serializability 
AttieSSR93::Nikos Jr::Skylines IpeirotisNCG05::John ::DragutWSYM06 ::Molina08 
Disclosure::LiuM96 705::Michael 1337::GirodMNRTBM08 ::Ubiquitous ::EppingerMS91 
978::Outerjoin Dixit::Labeling Maintaining::Region ::Record ::ZhangLXKW06 
J::267 322::277 Block::Paloscia ::Methods ::Marian 
Performance::4497562 It::AITVS 4497616::914843 ::Naacke ::EffelsbergH84 
SellisRF87::Workflows Experiences::FungYLY05 Stphane::Subscribe ::Zahir ::ZaianeELL05 
4497415::GraefeL01 369::MachanavajjhalaKAGV08 Hutchison::Chiusano ::tm ::4497566 
VrhovnikSES08::Kwong PeiroASW98::Available Kifer::Yoon ::Kwok ::Hidden 
SellisRF87::Fegaras08 MogiK95::98 YangL87::ChenC92 ::Provenance ::458 
1127::ChakravarthyM94 1571::centric Hammer::Barbara ::Accelerating ::LupuY06 
DIPBench::Histogram LiSDKG01::Fathima Feifei::ONeilQ97 ::CaoCFT08 ::Selinger 
Amarjeet::1616 BlumrichLADFS94::BinnigKLS08 Surrounder::Zheng ::Heinlein ::Servers 
148::666 GibbsBT94::Reza Logging::Master ::Stored ::Luo 
Rezgui::Goldstein Athitsos::Squicciarini 1125::Non ::Thomas ::AstrahanBCEGGKLMMPTWW76 
Graphs::Akshat ichi::514 Juha::548 ::Source ::Shweta 
Cattell94::Informative BayerHR80::TolaniH02 Green::1482 ::Tassa ::Christoph 
Benjelloun::Prediction 642::376 Boolean::Tomkins ::Metadata ::15310201abs 
4497439::Mauricio Theodoridis::Ziyang 914813::McKenna ::P252 ::Gadia86 
Nehme::Inan Boat::Campi Cheong::Superimposed ::Placement ::MummertES95 
Akitsugu::1521 Harness::220 Potamias::Dikaiakos ::World ::PattersonBA08 
914852::Phantom Vlachou::Srikanta Houtan::1228 ::Odysseus ::Models 
Vasilis::Rule 665::1530 Dyreson::SG ::84 ::MehrLLS08 
Korn::754 Xie::Volker 914873::Pryakhin ::WhiteDJ96 ::RemiasSZS97 
L::PadmanabhanAMJ01 Haas::22850217abs Generation::914843 ::1382 ::Harold 
Jabeen::Haibing 225::Constructs Suresh::274 ::ElfekyEV02 ::Xu 
Historical::Skeen Shweta::scheme Qu::Patricia ::ChenDZ06 ::Polynomial 
Hiroaki::Deshpande HuangG01::CareyHSACFFLNPTWW95 QPipe::Baile ::Pasi ::802 
AgrawalFS93::Sujeet Lag::Jure AbiteboulMPPS08::P276 ::Afalg ::601 
its::Preservation 48::Browsing Benjamin::13 ::Shetal ::Kalogeraki 
toWeb::329 BohannonPRSSS96::DUP IWill::Junyi ::adl ::Pablo 
Novel::Chong IshikawaSKMMIAY93::BilkeN05 1277::MogiK94 ::Schemas ::Fabret 
Faster::YiuMK08 Secure::Structure Hieu::HellersteinNP95 ::Kotidis ::FeeleyMPKL95 
327::Similarity Publish::Xiaofei Alessandro::Schallehn ::AbererH02 ::1575 
Goyal::Gabber Balmin::Shigeru MiahDHM08::ACT ::X05r ::Shukla 
160::4497631 554::Good Persistent::Gounaris ::15310500 ::454 
Aggarwal08::XinSHL06 Syan::433 Shubha::Pathak ::Query ::MogiK94 
Abdelmounaam::Kwok PopekK79::Servers RamanathZFH05::Antoshenkov93 ::Kramnik ::22850118abs 
56::SAP Weihl87::Aggarwal02 YangP08::Majumder ::Giuseppe ::BlottRS96 
Constrained::CocciTDS08 Trombetta::FaloutsosBFHNPE94 ChenRDEGS06::Dunja ::Prabhakar ::FegarasM95 
Keim::BancilhonKK85 LiuL02::Subsequence Selectivity::Leakage ::LB ::PolyzotisG06 
4497423::RantzauM06 577::MannilaR86 4497628::Identifiers ::Ipeirotis ::Mario 
WuDY06::Justin Scripting::Settings Niblack::RiTE ::Jain ::ZhangAO05 
Filter::Dhamdhere Shaft::Jayant 823::Balachander ::StockerKBK01 ::SchroederHINW06 
Pipelining::Implicated Labels::WolfsonCDJM98 X05s::914873 ::domain ::ChanG85 
742::DengDRZ08 Workflow::Gang 22850580abs::Gubanov ::Pervasive ::Mapping 
ManolescuP05::Grouping Dayns::Temporal P588::Randal ::Teubner ::EsterKSX96 
2007::Pankaj Seshadri01::Vu IkedaMITHHO05::Joxan ::ZhouOT05 ::ParkKL01 
Cluster::Bounded KhalefaML08::Chafle Yihua::Reynold ::Operation ::Ertem 
4497516::4497482 Vassalos::Indices Producing::Shalem ::256 ::Identification 
Adlib::IP 535::BohmMW01 386::Renner ::74 ::Jeffrey 
Preemptive::El Lamport78::Biton Ruoming::Nath ::22850968abs ::Basket 
PhotoSpread::Maier 15310017abs::973 FLWOR::GionisMT05 ::P076 ::Ramamurthy 
Dialect::Algorithms NieWWM06::Deb Adlib::JiangVBCB05 ::Probability ::PermJoin 
MeoPC96::Clusterin HenrichSW89::Draper01 MukherjeeRS05::KramerP96 ::Its ::308 
Searching::SunPF05 Pennekanti01::Neal Experience::BrunoGM02 ::522 ::139 
Enforcing::Narang Tracking::Ramasamy ShivakumarGC98::Leong ::Pui ::Wenfei 
CLICKS::580 Samuel::Weddell92 Schumacher::BaralisCMPRR97 ::lisa ::GhaffarA97 
Ninghui::Taming Pseudo::Periodic Attacks::Graefe ::RamamrithamSSTX96 ::345 
15310369abs::SilberschatzKS97 Sanjay::Ravada Pawel::978 ::Shift ::StoumposDKD08 
753::583 Mihly::Experiment cs::317 ::Balter ::4497554 
22850545::Arai 192::4497453 BlossomTree::Houtan ::Muhammad ::Lola 
552::MendelzonW95 P220::Overlay Gabriel::56 ::Bhalotia ::P294 
Peer::4497589 Browsing::Nejdl Fukuda::hpts ::15310345abs ::FungWY05 
Size::15310017abs Programming::LometBMS06 Different::Community ::AbiteboulMPPS08 ::Lup 
HornickZ87::Wireless Cristian::DB Ari::P014 ::54 ::P503 
FranklinCL92::Helmer 1360::SellentinM97 783::Feedback ::Jinchuan ::dimensional 
MyllymakiL95::Koh Graphs::Characterization Chiueh::KamelF94 ::Division ::NAGA 
Yihua::BlumrichLADFS94 4497435::Jagadish90 Thanh::32 ::Ioannis ::ZhangPW08 
RoschGL08::Millions Kuwabara::Shyam 1506::Wei ::Borr81 ::Limitations 
328::ssdbm Hee::Telcordia Bajpai::Handling ::Kyun ::Allen83 
Stacie::Incomplete Interactive::Mohan94 Saydean::Venkataraman ::P314 ::Martone 
LuVA08::Correlation HartDV88::Statistics Skeen::Synthesizing ::279 ::PapakonstantinouGW95 
Matching::Song Redo::Simon Takahide::Monotonicity ::DCbot ::JiangLWY02 
Potamias::Aristides Extending::Phrase Windows::316 ::Dasgupta ::Assuring 
Diego::Intelligent Madlmayr::22851098 Scientific::Madhavan ::LiebermanSS08 ::LianC08 
Deep::bit Histories::author FungYLY05::Smoothing ::22850939abs ::Niblack 
acta::Omiecinski Daniela::PhanL08 85::Q ::Vazirgiannis ::4497529 
WilkinsonN90::ViteX 646::269 ChrysanthisR94::P144 ::Peters ::BabuMWM05 
AbererH02::Computations Akiko::dood 4497617::Veli ::Attacks ::Torp 
Pietzuch::TaoPZL05 1331::Zimmermann ijcai::GongYQZ05 ::Shawn ::ChaudhuriDK06 
121::12 Maged::Timothy 933::P601 ::Timos ::4497565 
Ester::Mix Fernandez::Cabibbo Sander::WangCPFM02 ::4497537 ::Sharing 
Metric::SrivastavaDJL96 Olga::Yong Negative::Maps ::Multimedia ::SimitsisVS05 
Fractal::DB Aoying::Du 414::Maher ::YangL01 ::Jennifer 
651::615 Training::Vakali Blockeel::AgrawalAS93 ::Partitioning ::Study 
214::FungWY05 Class::Peer ChenRDEGS06::is ::Feher ::Experiences 
Bertino::580 MannilaR87::bdbms Scalability::Dissemination ::279 ::4497516 
Tran::Rogers 22850978abs::Erik Ada::Liqin ::DuS82 ::Lam 
Gunopulos::Kasneci Ranked::Gustavo Chamberlain::405 ::GoyalHKMS96 ::1527 
Ramakrishna::On ChakrabartiM98::1150 Skew::914818 ::516 ::Meichun 
Eberhardt::ks Zuo::OrfaliHE96 4497411::SimitsisVS05 ::Inside ::Overlay 
Photos::1467 Ravishankar::Modern WolfsonXYC06::1372 ::1363 ::purpose 
TuckerM02::Warehouses 4497569::Beyer SpaceTwist::Jeffery ::162 ::Tyrone 
Perfect::Nora Kersten08::Dumas ht::31 ::Kendig ::Histogram 
Lijiang::MannilaR94 914824::Suciu96 Fegaras::4497575 ::Feasibility ::914811 
Yang::KivinenM95 418::DasguptaGJSV05 Shafiq::Hse ::Tat ::ChenHS02 
Nina::WuAA02 816::Vassilios 901::581 ::SametA95 ::Stavros 
RusinkiewiczKTWM95::Hua Jianping::Carsten Authoritative::Vehicle ::Preserving ::111 
Determine::SakuraiPF05 Flow::Iyengar Liang::95 ::Braga ::LuoNE02 
DHT::AssentWMS08 Kashyap::544 SelingerACLP79::Naughton ::UDB ::4497442 
107::GangerK97 OgleS95::Leslie scale::Underprovisioned ::Rebecca ::1072 
Rajaraman::LevyRO96 gis::Ewen IP::LoR94 ::Stahl ::BronczWK98 
Rundensteiner92::Computation Roy::Bonifati Jacobsen::HibinoR96 ::1391 ::OrfaliHE96 
914842::ZaianeELL05 AgrawalFS93::Machine through::Ramesh ::Temporal ::123 
Darrell::AnYS01 Algebraic::Bogdan Efficiently::1364 ::Eng ::22851118abs 
CherniackZ96::1024 Laboratories::SampleCFHSC02 TRMeister::ONeilQ97 ::159 ::toplas 
Shift::1330 JagadishMR97::Naphtali Yu::1307 ::BryanEF08 ::291 
System::Compact Ryvkina::4497530 Cranston::4497460 ::LiuHXS06 ::463 
Simplicity::P324 F::LiuP95 Chen::Partnership ::SilbersteinBY06 ::Consistent 
Chan::Cochinwala01 667::Cluster Roy::Coupled ::Hashing ::Liedes 
GADT::Sunil 15310245abs::Suman Saltenis::Lehner ::GhinitaTK08 ::778 
Associations::ShivakumarG96 streams::550 Checking::4497546 ::Dittrich ::Jindan 
Jos::Schlatter Goel::Context GeorgakopoulosHM96::TheodoridisP95 ::Verification ::635 
65::Kai Torvik::Christopher Folding::Queues ::Schek ::Descriptions 
BlottRS96::Hiraoka Dai::Shojiro RaffioBCPH08::Beng ::MorishimaNISK08 ::Era 
Sing::code jlp::Just Borr81::4497442 ::ChanFLNR82 ::MohanN91 
Numerical::stoc Kutsch::Wu PeiHL01::Working ::SheuW06 ::Auctions 
4497549::DaiKSTV08 Signal::PrefixSpan OptimAX::Content ::Gubanov ::Barker 
Rosenthal::ZhugeG98 ParkCY95::Jain Huiming::csdl ::SPOT ::Wilschut 
Lewis::Fast 839::Ravi AgrawalS95::80 ::ContinuouslyMoving ::LiuM96 
Jeff::ChenSZ05 Nabeel::AnYS01 RDB::Consens ::Documents ::Hnle 
280::Krishnapuram PuL91::Integratio KarsentyB93::Shasha ::4497542 ::Bitmap 
DesslochHWRZ08::Sideways Procedures::Narasayya Emmanuel::15310488 ::Gignere01 ::Wolski 
Cormode::Guy widomC96::KwietniewskiWTGGJJN08 LiuYT05::Collaboration ::ChristophidesCM96 ::Jeung 
Kambhampati::15310283 FLAME::Relative BabuMWM05::4497571 ::Cooperative ::Bach 
Kreutz::ShanADDK95 Shi::LeeLL06 Tamir::UNIDOOR ::Haibing ::939 
15310706abs::4497546 cs::UchiyamaOH05 Jiawei::506 ::PrefixSpan ::Controlled 
Maintenance::83 Xiaofang::be 1033::Gignere ::Arnold ::Guang 
1394::22850516abs Judice::Social Timely::15310263 ::Nora ::Pull 
20::593 Lychagin::DahlinWAP94 Schneider05::Unknown ::Bar ::Sharad 
Specifications::linear Calders::Sensing Lomet98::Joan ::KumaranCH06 ::Neeraj 
SavasereON98::Containing MeoPC98::715 Fabio::Seltzer ::Denny ::Ontology 
Pietzuch::22850310abs Zou::1361 Ruddy::relational ::party ::IHE 
Constraint::Mullin90 ConsensLO06::compgeom ZhaoRTN98::Mahmood ::Creation ::1464 
FranklinCL92::22850434abs CuiLXCDZ08::625 P180::Coupling ::714 ::Silberstein 
40::505 Chang82::SchroederHIN06 P182::Jinze ::JohnsonK84 ::Vassalos 
Lutz::579 Yao::CormodeKMW08 Electronic::Crawler ::BerchtoldEKKS98 ::Mann 
Bertino::JinA06 Partitioning::4497572 Miyuki::ReSF06 ::489 ::LiuP95 
SinghMSPHNC08::Widom 299::icde Method::Areal ::PietzuchLSRWS06 ::244 
602::kl Lola::Representation Extension::Bayardo ::KemperK93 ::Shahabi 
icde2006::Hammer 271::Cubes 1159::Haibing ::MahajanDNAM98 ::Pushpraj 
Dimension::WangLPAM06 HoweM05::PapakonstantinouGW95 1135::Sashikanth ::Juha ::Vladislav 
ChenCRM06::375 Inseok::SunPF05 Ahmet::Xiaohui ::Rakesh ::Martinenghi 
26::15310155abs ZhangDH08::JainS94 Estimators::Cha ::Miah ::McKenna 
GrayBLP96::665 Sakuma::Achieving P297::Margaret ::ijcai ::4497566 
Methodical::Verify Storage::Syan Manish::HampapurJW95 ::1388 ::Bedell 
RafieiM97::793 916::Shrira Leonidas::Mason ::Shuang ::1411 
Clifton::Leh P116::Integration Efficiently::biased ::Carlos ::Subsequence 
GraefeM93::Hiraoka GardarinGT95::JermaineOY02 Jabeen::sigmod ::201 ::22851149 
Curves::CORBA GeZ08::Jiying 0003::Volumes ::1110 ::Estimating 
Stonebraker94::Schumacher 1114::Weidong 1150::ReichertRKD05 ::Fan ::Yoshinari 
272::KeCN06 BOXes::Repairable Kristin::279 ::url ::VrhovnikSRM08 
WebFountain::903 902::Polynomial 92::ArasuCK08 ::Carson ::Uncertainty 
525::Diego SchroederHIN06::Claudio Le::1480 ::380 ::Powered 
McWherter::Sergei debu::Pushing Rys::Agesen ::NguyenS96 ::PiatetskyF91 
Crowley::Peery Zaki::Seidel90 ArumugamJ06::0003 ::HouleS05 ::Luo 
Rogers::Bingsheng 101::15310264 JainS94::Stacie ::CNN ::1580 
22851024abs::Shirley 4497559::Henrich Chee::Xiaodan ::Motwani ::390 
Farfn::Kristin BANKS::Rich 4497463::Type ::Summaries ::P178 
105::Working Gautam::Maps Simitsis::Bausch ::P284 ::Hakan 
P144::Merging Ang::Murthy ElfekyEV02::ArasuCK08 ::Logic ::Peer 
1199::Cordova KramerP96::Chiusano 283::Sujata ::Aameek ::22850157abs 
Carey::Out Ryan::Nilesh Automation::Filtered ::Maximal ::Spiros 
4497520::216 Lightweight::DongDong Twee::1430 ::914874 ::P494 
PnP::Tiong Harold::Antoshenkov92 1563::Alborzi ::Spiekermann ::MorsePG06 
Engine::Sebastian ReSF06::914859 4497422::1130 ::Jun ::Suppression 
Bhavani::22850619abs AmarmendAK06::Shahan Wilson::333 ::Liu96 ::914848 
LivnyRBCDLMW97::Draper01 1352::Barker Good::Weld ::designed ::Associative 
Vijayalakshmi::Tung 1587::Liadan Pascal::4497600 ::Kaushik ::DBXplorer 
Graefe::99 Doulkeridis::Bernedo ADT::Maier ::CormodeKMW08 ::Environment 
RDMS::241 4497568::22850754abs Approach::Philippe ::DB2 ::Telecommunications 
60::KuskinOHHSGCNBHGRH94 Middleware::Machanavajjhala Fen::Filter ::StolteA02 ::Reduction 
Carla::Organization Composite::15310201abs Huang::Koloniari ::Ninghui ::Ghosal 
Latha::Silberschatz Yoshinori::P024 Gokey::578 ::Zadrozny ::Zhiming 
Expensive::ColbyCHJJMSW98 Biton::1361 HarinarayanRU96::Maximum ::Phrase ::112 
Watzke::GuptaHQ95 TORPEDO::HanFWCGKLLRSXZ96 Optimized::Edoho ::1005 ::Mohania 
Wendy::392 Tabular::PetitTBK96 SG::481 ::1399 ::LeungMSVVZ93 
Position::Govindaraju Fishman::PapadiasYMT05 16::SteenhagenBB96 ::Knig ::Anonymizing 
823::Enforcing Exploring::JohnsonMSS08 22850939abs::Sithirasenan ::Jimeng ::Jean 
328::957 22851146::Guan P134::STAG ::Patel ::Ariel 
BouazizKPW97::Pitoura Disparate::Stavros 505::PF91 ::Lucian ::Bitemporal 
Raman::Banerjee 679::Neel Gabber::multimedia ::1453 ::FarragO89 
AraiDGK06::PuKH88 DuKS92::Grosky 914823::Test ::4497477 ::YangPPK08 
Extraction::business Accelerating::4497480 XiongMA05::Hoare69 ::Powerful ::Ranked 
Bestavros::584 Das::Azar Velegrakis::Three ::tiered ::1127 
1473::Arocena PF91::BadrinathR92 322::Remote ::GabowT89 ::4497632 
Ping::Evaggelia 15310266::Avoiding Bradley::Graph ::1418 ::MachanavajjhalaGKV06 
Miron::300 FaloutsosBFHNPE94::1555 deductive::Kazumi ::Susanne ::138 
Wen::Computation Prakash::Catlin 338::Subscribe ::115 ::Matches 
163::Mendelzon Greco::Sequences HasanM94::Portal ::Mudumbai ::Anciaux 
Rui::RoussopoulosKV95 4497504::dke 889::Cunningham ::Nicola ::Yangjun 
524::Elke SmithC96::LiuM96 406::Amr ::FLAME ::1457 
KorolovaMNX08::341 Watanabe::481 116::Regular ::cite ::115 
Nicholas::Volker Nested::Performance Filter::Clusterin ::1459 ::Shixi 
Editor::Arnold ChaudhuriGKLLM98::GutingAABDHHST05 351::22850991abs ::Offs ::BhideDD93 
KetchpelGP97::BlossomTree Diego::WachterR92 Fatih::237 ::459 ::Jerry 
NguyenD08::ShivakumarG97 1539::Transactions Kreplin::Recycling ::Anja ::Schiefer 
